#Organikoa,Funtzionala,Ekonomikoa,Azalpena,Hasierako kreditua,Behin betiko kreditua,Behartua
015508,4510,16000,"Gizarte Segurantza, enpresaren kontura",161659.0,161659.0,153821.89
015508,4510,16500,"Elkarkidetzako kuotak, Udalaren kontura",789.0,789.0,0.0
015508,4510,21208,Ikus-entzunezko ekipoak konpontzea,1000.0,1000.0,0.0
015508,4510,22111,Tresna eta lanabesak,500.0,500.0,476.05
015508,4510,22300,Garraioa,2400.0,2400.0,2545.8
015508,4510,22734,Iradier Arenako zerbitzuak kontratatzea,15000.0,15000.0,26595.64
015508,4541,22735,Ephialte funtsen zabalkunderako zerbitzuak,12000.0,12000.0,12264.02
015510,4513,12000,Funtzionarioen oinarrizko ordainsariak,456405.0,456405.0,454053.03
015510,4513,12100,Funtzionarioen ordainsari osagarriak,593150.0,593150.0,584797.13
015510,4513,14100,"Langileak, beste",78780.0,78780.0,115533.04
015510,4513,16000,"Gizarte Segurantza, enpresaren kontura",305650.0,305650.0,317762.86
015510,4513,16500,"Elkarkidetzako kuotak, Udalaren kontura",1229.0,1229.0,0.0
015510,4513,21207,Ekipoak onik zaindu eta konpontzea,15000.0,15000.0,14990.56
015510,4513,22692,Musika Banda - kolaborazioak,2000.0,2000.0,1950.0
015510,4513,22699,Musika Bandaren programazio gastuak,45000.0,45000.0,45198.47
015510,4513,22732,Zerbitzuak emateko kontratuak,8000.0,8000.0,7849.83
015520,4510,12000,Funtzionarioen oinarrizko ordainsariak,166977.0,166977.0,176418.82
015520,4510,12100,Funtzionarioen ordainsari osagarriak,222452.0,222452.0,233530.52
015520,4510,14100,"Langileak, beste",31808.0,31808.0,36120.73
015520,4510,16000,"Gizarte Segurantza, enpresaren kontura",108911.0,108911.0,121128.3
015520,4510,16500,"Elkarkidetzako kuotak, Udalaren kontura",276.0,276.0,0.0
015520,4518,22603,Antzoki Sarearen publizitate berezia,12200.0,12200.0,12284.54
015520,4518,22627,Antzoki Sareko ikuskizun eta jaialdiak,720000.0,720000.0,714102.54
015520,4518,22732,Zerbitzuak emateko kontratuak,242000.0,242000.0,217741.0
0160,3101,12000,Funtzionarioen oinarrizko ordainsariak,92482.0,92482.0,103445.87
0160,3101,12100,Funtzionarioen ordainsari osagarriak,106998.0,106998.0,113404.3
0160,3101,14100,"Langileak, beste",9925.0,9925.0,9903.81
0160,3101,16000,"Gizarte Segurantza, enpresaren kontura",49460.0,49460.0,59001.82
0160,3101,16500,"Elkarkidetzako kuotak, Udalaren kontura",76.0,76.0,0.0
0160,3101,22115,Berariazko material teknikoa,550.0,550.0,300.51
0160,3101,22710,III Berdintasun Plana,269500.0,185118.0,165805.82
0160,3101,22773,Berdintasunerako ikastaroak programatzea,45000.0,45000.0,32426.08
0171,1242,12000,Funtzionarioen oinarrizko ordainsariak,193336.0,193336.0,157100.97
0171,1242,12100,Funtzionarioen ordainsari osagarriak,228468.0,228468.0,184182.18
0171,1242,14100,"Langileak, beste",155313.0,155313.0,116112.22
0171,1242,16000,"Gizarte Segurantza, enpresaren kontura",137313.0,137313.0,131178.29
0171,1242,16500,"Elkarkidetzako kuotak, Udalaren kontura",598.0,598.0,0.0
0171,1242,22741,Gurasoentzako euskara eskolak,385000.0,385000.0,378780.13
0171,1242,22748,Euskararen Astea,30000.0,30000.0,20403.51
0171,1242,22780,Euskara plana,228200.0,228200.0,183530.18
0171,1242,22799,"Kanpoko itzulpenak, euskera",10000.0,10000.0,2006.57
0180,4621,11000,Kabineteko behin-behineko langileen ordainsariak,56688.0,56688.0,52764.89
0180,4621,12000,Funtzionarioen oinarrizko ordainsariak,14723.0,14723.0,15079.12
0180,4621,12100,Funtzionarioen ordainsari osagarriak,25151.0,25151.0,24664.56
0180,4621,16000,"Gizarte Segurantza, enpresaren kontura",23872.0,23872.0,25880.96
0180,4621,22634,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,0.0,0.0
0187,4621,11000,Kabineteko behin-behineko langileen ordainsariak,136052.0,136052.0,87795.04
0187,4621,12000,Funtzionarioen oinarrizko ordainsariak,42243.0,42243.0,44091.02
0187,4621,12100,Funtzionarioen ordainsari osagarriak,43823.0,43823.0,45891.56
0187,4621,16000,"Gizarte Segurantza, enpresaren kontura",56683.0,56683.0,50803.92
0187,4621,16500,"Elkarkidetzako kuotak, Udalaren kontura",66.0,66.0,0.0
0187,4621,22603,Argitalpenak eta publizitatea,556000.0,656000.0,655242.27
0187,4621,22612,Eguneko prentsa erostea,30000.0,30000.0,34262.99
0187,4621,22616,Prentsa-zerbitzuak,15000.0,15000.0,36799.33
0187,4621,22631,Erakundeetako parte-hartzea,25000.0,25000.0,25605.21
0187,4621,22632,Harpidetzak,5000.0,5000.0,2745.14
0187,4621,22645,Legez argitaratu beharreko iragarki ofizialak,200000.0,200000.0,144378.34
0187,4621,22730,Argitalpen funtsak gordetzeko zerbitzua,23000.0,23000.0,20358.31
0210,1900,12000,Funtzionarioen oinarrizko ordainsariak,69283.0,69283.0,63158.89
0210,1900,12100,Funtzionarioen ordainsari osagarriak,111747.0,111747.0,85788.91
0210,1900,14100,"Langileak, beste",41618.0,41618.0,97523.07
0210,1900,16000,"Gizarte Segurantza, enpresaren kontura",48926.0,48926.0,80292.32
0210,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",2458.0,2458.0,0.0
0210,1900,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,4000.0,4000.0,1640.68
0210,1900,22707,Laguntza teknikoak,6284.2,6284.2,854.94
0210,1900,22732,Zerbitzuak emateko kontratuak,0.0,9660.64,0.0
0210,1900,23901,Kalte-ordainak desjabetzeetako epaimahaiei,3060.0,3060.0,720.0
0211,4321,12000,Funtzionarioen oinarrizko ordainsariak,23802.0,23802.0,103575.44
0211,4321,12100,Funtzionarioen ordainsari osagarriak,35418.0,35418.0,143224.66
0211,4321,16000,"Gizarte Segurantza, enpresaren kontura",9860.0,9860.0,121877.08
0211,4321,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,0.0
0211,4322,12000,Funtzionarioen oinarrizko ordainsariak,196416.0,196416.0,77235.18
0211,4322,12100,Funtzionarioen ordainsari osagarriak,257954.0,257954.0,97147.66
0211,4322,14100,"Langileak, beste",177601.0,177601.0,0.0
0211,4322,16000,"Gizarte Segurantza, enpresaren kontura",159922.0,159922.0,47848.18
0211,4322,16500,"Elkarkidetzako kuotak, Udalaren kontura",479.0,479.0,0.0
0213,4340,12000,Funtzionarioen oinarrizko ordainsariak,329647.0,329647.0,308578.93
0213,4340,12100,Funtzionarioen ordainsari osagarriak,421347.0,421347.0,408161.45
0213,4340,14100,"Langileak, beste",32940.0,32940.0,18118.06
0213,4340,16000,"Gizarte Segurantza, enpresaren kontura",214800.0,214800.0,203637.91
0213,4340,16500,"Elkarkidetzako kuotak, Udalaren kontura",1142.0,1142.0,0.0
0213,4340,22620,Lan subsidiarioak eta eskoratzeak,11000.0,51487.56,37317.55
0213,4340,22730,Argitalpen funtsak gordetzeko zerbitzua,10000.0,10000.0,15588.72
0214,4311,12000,Funtzionarioen oinarrizko ordainsariak,83994.0,83994.0,83467.77
0214,4311,12100,Funtzionarioen ordainsari osagarriak,100029.0,100029.0,99376.42
0214,4311,16000,"Gizarte Segurantza, enpresaren kontura",56577.0,56577.0,56772.95
0214,4311,16500,"Elkarkidetzako kuotak, Udalaren kontura",374.0,374.0,0.0
0214,4330,12000,Funtzionarioen oinarrizko ordainsariak,159181.0,159181.0,168177.19
0214,4330,12100,Funtzionarioen ordainsari osagarriak,195498.0,195498.0,210631.71
0214,4330,14100,"Langileak, beste",37851.0,37851.0,54676.61
0214,4330,16000,"Gizarte Segurantza, enpresaren kontura",106922.0,106922.0,122154.02
0214,4330,16500,"Elkarkidetzako kuotak, Udalaren kontura",345.0,345.0,0.0
0216,4321,12000,Funtzionarioen oinarrizko ordainsariak,210216.0,210216.0,173075.86
0216,4321,12100,Funtzionarioen ordainsari osagarriak,265311.0,265311.0,249049.19
0216,4321,14100,"Langileak, beste",19834.0,19834.0,34026.31
0216,4321,16000,"Gizarte Segurantza, enpresaren kontura",148961.0,148961.0,141488.61
0216,4321,16500,"Elkarkidetzako kuotak, Udalaren kontura",979.0,979.0,0.0
0320,1900,12000,Funtzionarioen oinarrizko ordainsariak,70445.0,70445.0,44573.97
0320,1900,12100,Funtzionarioen ordainsari osagarriak,98776.0,98776.0,49798.31
0320,1900,16000,"Gizarte Segurantza, enpresaren kontura",29507.0,29507.0,33192.96
0320,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",480.0,480.0,0.0
0325,2224,12000,Funtzionarioen oinarrizko ordainsariak,134773.0,134773.0,150021.31
0325,2224,12100,Funtzionarioen ordainsari osagarriak,163946.0,163946.0,179934.64
0325,2224,14100,"Langileak, beste",82796.0,82796.0,105340.56
0325,2224,16000,"Gizarte Segurantza, enpresaren kontura",118976.0,118976.0,146605.07
0325,2224,16500,"Elkarkidetzako kuotak, Udalaren kontura",393.0,393.0,0.0
0325,5111,20200,TAO txartelak saltzeko makinak mantentzea,250000.0,250000.0,249912.72
0325,5112,12000,Funtzionarioen oinarrizko ordainsariak,81742.0,81742.0,86143.45
0325,5112,12100,Funtzionarioen ordainsari osagarriak,105586.0,105586.0,108997.44
0325,5112,16000,"Gizarte Segurantza, enpresaren kontura",42696.0,42696.0,53289.75
0325,5112,16500,"Elkarkidetzako kuotak, Udalaren kontura",293.0,293.0,0.0
0325,5112,21910,Trafikoa kontrolatzeko sistema mantentzea,1140000.0,1140000.0,1153621.99
0325,5113,21050,Seinaleztapena onik zaintzea,180000.0,180000.0,131774.44
0330,1900,12000,Funtzionarioen oinarrizko ordainsariak,346784.0,346784.0,346079.27
0330,1900,12100,Funtzionarioen ordainsari osagarriak,456250.0,456250.0,476650.68
0330,1900,14100,"Langileak, beste",87228.0,87228.0,106787.03
0330,1900,16000,"Gizarte Segurantza, enpresaren kontura",260364.0,260364.0,280025.02
0330,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",1226.0,1226.0,0.0
0340,2231,12000,Funtzionarioen oinarrizko ordainsariak,1590767.0,1590767.0,1507210.23
0340,2231,12100,Funtzionarioen ordainsari osagarriak,3014598.0,3014598.0,2875303.65
0340,2231,14100,"Langileak, beste",1642757.0,1642757.0,1605390.92
0340,2231,16000,"Gizarte Segurantza, enpresaren kontura",2310605.0,2310605.0,2354798.95
0340,2231,16500,"Elkarkidetzako kuotak, Udalaren kontura",35118.0,35118.0,194.07
0340,2231,21300,Ibilgailuak konpontzea,50000.0,70000.0,65626.96
0340,2231,21900,Ekipoak berritzea eta erostea,40000.0,40000.0,44364.69
0340,2231,22105,Jantziak eta uniformeak,92636.76,82636.76,80928.6
0340,2231,22111,Tresna eta lanabesak,25000.0,25000.0,29756.66
0340,2231,22199,Bestelako hornikuntzak,30000.0,30000.0,29883.83
0340,2231,22699,Bestelako hainbat gastu,10000.0,10000.0,6845.93
0340,2234,21000,Azpiegiturak eta ondasun naturalak,1.0,1.0,0.0
0340,2234,21102,Larrialdi eta elurteetako gastuak,300000.0,290000.0,84095.29
0340,2234,21104,Elurteetako jardunak,1.0,1.0,0.0
0350,2221,12000,Funtzionarioen oinarrizko ordainsariak,5559042.0,5726072.37,5912486.73
0350,2221,12100,Funtzionarioen ordainsari osagarriak,10820808.0,10820808.0,10460393.24
0350,2221,16000,"Gizarte Segurantza, enpresaren kontura",4465812.0,4522363.16,4810958.67
0350,2221,16500,"Elkarkidetzako kuotak, Udalaren kontura",32503.0,32503.0,0.0
0350,2221,20501,TETRA irratikomunikazio sistemaren rentinga,8000.0,8000.0,7377.13
0350,2221,21300,Ibilgailuak konpontzea,50000.0,80000.0,84924.23
0350,2221,21900,Ekipoak berritzea eta erostea,40000.0,40000.0,42603.66
0350,2221,21905,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,5255.08
0350,2221,22105,Jantziak eta uniformeak,105000.0,95000.0,91907.62
0350,2221,22111,Tresna eta lanabesak,20000.0,10000.0,10368.2
0350,2221,22112,Osasun-material eta -jarduerak,3000.0,3000.0,581.4
0350,2221,22199,Bestelako hornikuntzak,20000.0,10000.0,9582.47
0350,2221,22699,Bestelako hainbat gastu,10000.0,12200.0,11935.99
0350,2223,21900,Ekipoak berritzea eta erostea,5000.0,5000.0,0.0
0350,2223,22199,Bestelako hornikuntzak,10000.0,10000.0,3539.72
0350,2223,22699,Bestelako hainbat gastu,11000.0,11000.0,23159.84
0350,2234,21000,Azpiegiturak eta ondasun naturalak,3900.0,3900.0,3063.69
0410,0111,32000,Epe laburreko zorraren interes eta komisioak,675000.0,675000.0,282022.24
0410,0111,33000,Epe luzeko zorraren interesak eta komisioak,2222353.68,1561119.04,1075649.79
0410,0111,36100,"Interesak, zor ez ziren sarrerak itzultzean",140000.0,140000.0,250484.11
0410,0111,36101,Diru-sarrerei lotutako finantza-gastuak,130000.0,130000.0,123959.61
0410,0111,36900,Bestelako finantza-gastuak,10000.0,10000.0,48819.23
0410,0111,91005,Kredituen amortizazioa,14344111.84,14344111.84,14344111.84
0410,1200,22101,Energia elektrikoa,0.0,0.0,0.0
0410,1200,22102,Ur-hornidura eta hondar-urak araztea,850000.0,1962750.26,1966894.98
0410,1200,22401,Udal eraikin eta lokalen aseguruak,350000.0,350000.0,281911.77
0410,1201,20301,Ibilgailuen rentinga,653000.0,653000.0,548345.32
0410,1201,21300,Ibilgailuak konpontzea,200000.0,200000.0,137781.13
0410,1201,22104,Erregaiak,420000.0,420000.0,355628.69
0410,1201,22404,Ibilgailuen aseguruak,127000.0,127000.0,87300.0
0410,1203,21400,Altzariak konpontzea,10000.0,10000.0,716.93
0410,1203,21500,Ekipoak mantentzeko kontratuak,150000.0,161785.99,133695.3
0410,1203,22001,"Ohikoa, inbentariatu ezina",240000.0,240000.0,135484.57
0410,1203,22110,Kopiagintza-gastuak,80000.0,80000.0,62550.42
0410,1203,22663,Elorriagako ustiapenak bertan behera geratzea konpentsatzea,52300.0,52300.0,51406.1
0410,1203,22732,Zerbitzuak emateko kontratuak,116000.0,115950.0,72699.75
0410,1204,20100,Lokal eta eraikinak alokatzea,2713000.0,2713000.0,2625294.08
0410,1204,22402,Erantzukizun zibileko aseguruak,315000.0,315000.0,262341.07
0410,1204,22407,Bizitza- eta istripu-asegurua,20000.0,20000.0,24020.54
0410,1204,22499,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,230000.0,230000.0,141567.83
0410,1204,22601,Auzo-komunitateetako gastuak,250000.0,250000.0,199153.22
0410,1204,22760,Erloju publikoak mantentzea,20100.0,20100.0,22098.78
0410,1261,22639,Atezaintza-gastuak,475.0,475.0,0.0
0410,1900,22695,CEDRO lizentziak,4800.0,4800.0,0.0
0410,6111,12000,Funtzionarioen oinarrizko ordainsariak,26336.0,26336.0,45337.71
0410,6111,12100,Funtzionarioen ordainsari osagarriak,48753.0,48753.0,71768.95
0410,6111,16000,"Gizarte Segurantza, enpresaren kontura",9866.0,9866.0,17222.79
0410,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,0.0
0410,6111,22600,Ondasunen erregistro-gastuak,30000.0,30000.0,15942.9
0410,6111,22611,Katastroa mantentzea,332450.0,332450.0,323854.13
0410,6111,22776,Isunen Ataleko zerbitzuak,190000.0,190000.0,189747.36
0411,6111,12000,Funtzionarioen oinarrizko ordainsariak,92336.0,92336.0,73260.66
0411,6111,12100,Funtzionarioen ordainsari osagarriak,123070.0,123070.0,94937.28
0411,6111,16000,"Gizarte Segurantza, enpresaren kontura",44666.0,44666.0,35621.52
0411,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",191.0,191.0,0.0
0412,6111,12000,Funtzionarioen oinarrizko ordainsariak,52931.0,52931.0,119604.43
0412,6111,12100,Funtzionarioen ordainsari osagarriak,60239.0,60239.0,168933.57
0412,6111,16000,"Gizarte Segurantza, enpresaren kontura",25495.0,25495.0,63630.51
0412,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",507.0,507.0,0.0
0414,6111,12000,Funtzionarioen oinarrizko ordainsariak,49211.0,49211.0,51687.01
0414,6111,12100,Funtzionarioen ordainsari osagarriak,73490.0,73490.0,87565.6
0414,6111,14100,"Langileak, beste",44108.0,44108.0,57355.81
0414,6111,16000,"Gizarte Segurantza, enpresaren kontura",31751.0,31751.0,35005.92
0414,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,0.0
0415,6111,12000,Funtzionarioen oinarrizko ordainsariak,94317.0,94317.0,94860.19
0415,6111,12100,Funtzionarioen ordainsari osagarriak,127297.0,127297.0,126817.6
0415,6111,16000,"Gizarte Segurantza, enpresaren kontura",49868.0,49868.0,55467.84
0415,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",2272.0,2272.0,145.52
0416,6111,12000,Funtzionarioen oinarrizko ordainsariak,114664.0,114664.0,86593.56
0416,6111,12100,Funtzionarioen ordainsari osagarriak,158521.0,158521.0,111277.9
0416,6111,16000,"Gizarte Segurantza, enpresaren kontura",56685.0,56685.0,51435.27
0416,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",418.0,418.0,0.0
0417,6111,12000,Funtzionarioen oinarrizko ordainsariak,62730.0,62730.0,81835.04
0417,6111,12100,Funtzionarioen ordainsari osagarriak,96949.0,96949.0,127228.3
0417,6111,16000,"Gizarte Segurantza, enpresaren kontura",32453.0,32453.0,49734.84
0417,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",279.0,279.0,0.0
0418,6111,12000,Funtzionarioen oinarrizko ordainsariak,1152126.0,1152126.0,1082095.38
0418,6111,12100,Funtzionarioen ordainsari osagarriak,1479986.0,1479986.0,1427174.8
0418,6111,14100,"Langileak, beste",351052.0,351052.0,413579.72
0418,6111,16000,"Gizarte Segurantza, enpresaren kontura",819820.0,819820.0,859399.77
0418,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",8873.0,8873.0,0.0
0810,7211,12000,Funtzionarioen oinarrizko ordainsariak,3644.0,3644.0,217950.37
0810,7211,12100,Funtzionarioen ordainsari osagarriak,7063.0,7063.0,257156.87
0810,7211,14100,"Langileak, beste",43058.0,43058.0,112039.82
0810,7211,16000,"Gizarte Segurantza, enpresaren kontura",14917.0,14917.0,160314.64
0810,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",25.0,25.0,0.0
0817,4531,22640,Udalerriko Gizarte Kontseilua,5530.0,5530.0,5314.21
0817,7110,22605,"Bilerak, hitzaldiak eta biltzarrak",5000.0,5000.0,6694.23
0817,7110,22606,Babes kontratuak,15000.0,25000.0,17242.0
0817,7110,22707,Azterlanak eta lan teknikoak,10530.0,11530.0,12708.47
0817,7211,12000,Funtzionarioen oinarrizko ordainsariak,180757.0,180757.0,130517.66
0817,7211,12100,Funtzionarioen ordainsari osagarriak,238053.48,238053.48,151298.76
0817,7211,14100,"Langileak, beste",85320.0,85320.0,82170.03
0817,7211,16000,"Gizarte Segurantza, enpresaren kontura",120296.81,120296.81,92841.66
0817,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",1127.0,1127.0,0.0
0819,7211,12000,Funtzionarioen oinarrizko ordainsariak,127614.0,127614.0,0.0
0819,7211,12100,Funtzionarioen ordainsari osagarriak,156224.0,156224.0,0.0
0819,7211,16000,"Gizarte Segurantza, enpresaren kontura",76037.0,76037.0,0.0
0819,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",492.0,492.0,0.0
0820,7211,12000,Funtzionarioen oinarrizko ordainsariak,13688.0,13688.0,0.0
0820,7211,12100,Funtzionarioen ordainsari osagarriak,20521.0,20521.0,0.0
0820,7211,16000,"Gizarte Segurantza, enpresaren kontura",8401.0,8401.0,0.0
0820,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",196.0,196.0,0.0
0821,3220,22677,Ekintzaileentzako laguntzak,60000.0,65500.0,63259.25
0821,3220,22678,Ekintzaileentzako eskualdeko enplegu-plana,0.0,245000.0,26007.46
0821,3221,22712,Enpresa-mintegien kudeaketa,40000.0,22992.55,9074.29
0821,3221,22744,Kalitate Plana,0.0,0.0,0.0
0821,3221,22779,Enpresentzako laguntza,86000.0,86000.0,38127.31
0821,3224,22796,Kalitate Plana,7000.0,7000.0,1815.0
0821,3224,22797,Dinamizazio ekonomikoa,670000.0,357621.48,155440.75
0821,5142,22798,Erdi Aroko hiriguneko kudeaketa soziokulturalaren eta dinamizazio ekonomikoaren gastuak,316030.0,155197.66,52469.63
0821,7211,12000,Funtzionarioen oinarrizko ordainsariak,68041.0,68041.0,68858.1
0821,7211,12100,Funtzionarioen ordainsari osagarriak,77123.0,77123.0,77270.36
