#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
39906,Floridako jaiotzako dohainak,1.0,9998.72,9998.72
39907,San Anton zozketako diru-sarrerak,1.0,1.0,12872.4
40000,Administrazio Orokorretik,138101.0,138101.0,134861.11
41000,Eusko Jaurlaritzatik,14656153.8,15797327.85,15217800.02
42000,Arabako Foru Aldunditik,7196545.0,15166545.0,18056276.81
42001,FOFEL,122139302.41,122139302.41,122453031.75
42003,Hitzartu gabeko zergak,300000.0,300000.0,305977.35
47000,Enpresetatik,500000.0,682500.0,737500.0
48000,Familietatik,120000.0,120000.0,0.0
49000,Europar Batasuneko erakundeetatik,264837.79,264837.79,404039.97
52500,Udalaren interesak banku eta kutxetan,150000.0,150000.0,96512.79
53100,Udal partaidetza duten enpresen irabazietako partaidetza,1750000.0,1750000.0,2333229.34
53200,Beste enpresa batzuetatik,8000.0,8000.0,3185.44
54001,Udalaren hiri-funtsen alokairu-errentak,200000.0,200000.0,138890.52
54002,Enpresa-mintegietako lokalak alokatzea,100000.0,100000.0,104683.35
54003,Zezen-plazaren alokairua,1.0,1.0,0.0
54101,Landa-funtsen alokairua,0.0,0.0,32.41
54200,Landa-funtsena,1.0,1.0,0.0
55000,Emakiden emaitzak,1950000.0,1950000.0,1470903.4
55100,Nekazaritza- eta baso-aprobetxamenduak,0.0,0.0,22509.46
59002,Lur sailak erabiltzea,50000.0,50000.0,40145.09
60900,Ondasunak besterendu eta saltzea,11360000.0,11360000.0,9182856.27
61200,Eraikinak eta bestelako eraikuntzak,1000000.0,1000000.0,241.71
70000,Estatutik,0.0,0.0,-10604.1
71000,Eusko Jaurlaritzatik,18000000.0,28118934.21,21353704.63
72000,Arabako Foru Aldunditik,1140000.0,1140000.0,830893.48
73000,"Ente publikoak, udalerriaren barruan",0.0,0.0,19674.25
77000,Enpresa pribatuak,0.0,0.0,3751.2
78000,Irabazi asmorik gabeko familia eta erakundeak,0.0,0.0,117668.44
79000,Europar Batasuneko erakunde publikoak,2210000.0,3417241.63,1721218.92
83200,Aseguratze-kontratuetako diru-sarrerak,190000.0,190000.0,0.0
85200,Kotizazio ofizialik gabeko ekintzak besterentzea,0.0,0.0,352077.49
87200,Diruzaintzako soberakina gastu orokorretarako,0.0,10069941.84,0.0
87210,Diruzaintzako soberakina finantzaketa atxikia duten gastuetarako,0.0,2888811.27,0.0
93301,Inbertsioak finantzatzeko maileguak,13454550.0,13454550.0,5000000.0
