#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2022ko Hasierako kreditua,2022ko Behin-betiko kreditua,Behartua
0126,9124,16000,,"Gizarte Segurantza, enpresaren kontura",14067.0,14067.0,0.0
0130,9201,11000,,Kabineteko behin-behineko langileen ordainsariak,87446.0,87446.0,63928.61
0130,9201,12000,,Funtzionarioen oinarrizko ordainsariak,222108.0,222108.0,148641.77
0130,9201,12100,,Funtzionarioen ordainsari osagarriak,328406.0,328406.0,250550.65
0130,9201,14100,,Bestelako langileak,19451.0,19451.0,33792.08
0130,9201,16000,,"Gizarte Segurantza, enpresaren kontura",131209.0,131209.0,103658.37
0130,9201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10401.0,10401.0,7876.24
0130,9201,22610,,Kalte-ordainak,1000.0,1000.0,4984.66
0130,9201,22617,,"Ordainsariak, minutak",30000.0,45000.0,27710.41
0130,9201,62800,,Argitalpenak eta liburuak erostea,15000.0,15000.0,11150.67
0145,9121,11000,,Kabineteko behin-behineko langileen ordainsariak,245192.0,245192.0,183929.58
0145,9121,16000,,"Gizarte Segurantza, enpresaren kontura",45849.0,45849.0,35094.33
0160,2381,12000,,Funtzionarioen oinarrizko ordainsariak,108321.0,108321.0,74157.05
0160,2381,12100,,Funtzionarioen ordainsari osagarriak,122120.0,191458.0,92774.81
0160,2381,14100,,Bestelako langileak,108274.0,108274.0,82702.27
0160,2381,16000,,"Gizarte Segurantza, enpresaren kontura",93748.0,93748.0,69894.1
0160,2381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5554.0,5554.0,4117.51
0160,2381,22711,,Berdintasun Plana,65000.0,65000.0,25286.78
0160,2381,22712,,Jabetze feministarako eskola,210000.0,222000.0,140852.23
0160,2381,22713,,Indarkeria matxistaren prebentzioa eta arreta,80000.0,104900.0,70906.73
0160,2381,22714,,Sexu- eta genero-aniztasunerako agenda,40000.0,40000.0,22758.2
0160,2381,48120,,Hitzarmena: LGTBI behatokia,80000.0,80000.0,80000.0
0160,2381,48139,,Emakume elkarteentzako diru-laguntza deialdia,85000.0,85000.0,67999.99
0160,2381,48139,R,Emakume elkarteentzako diru-laguntza deialdia,0.0,11120.81,9937.49
0160,2381,62925,,LGTBI behatokia,5000.0,5000.0,1367.89
0171,3351,12000,,Funtzionarioen oinarrizko ordainsariak,180993.0,180993.0,132477.12
0171,3351,12100,,Funtzionarioen ordainsari osagarriak,199893.0,199893.0,167920.42
0171,3351,14100,,Bestelako langileak,79871.0,79871.0,32563.14
0171,3351,16000,,"Gizarte Segurantza, enpresaren kontura",139164.0,139164.0,95934.05
0171,3351,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8368.0,8368.0,5430.6
0171,3351,22111,,Bestelako tresnak ,1500.0,1500.0,0.0
0171,3351,22741,,Gurasoentzako euskara eskolak,315000.0,339000.0,191066.4
0171,3351,22742,,Udal langileentzako ikastaroak,8500.0,8500.0,766.0
0171,3351,22780,,Euskara plana,200000.0,229500.0,44344.78
0171,3351,22799,,"Kanpoko itzulpenak, euskera",10000.0,10000.0,1247.41
0171,3351,41803,,Hitzarmena: Euskaltzaindia,63000.0,63000.0,50400.0
0171,3351,41803,R,Hitzarmena: Euskaltzaindia,0.0,12600.0,12600.0
0171,3351,42302,,Arabako Merkataritza Ganberarekiko hitzarmena,0.0,10500.0,8400.0
0171,3351,48001,,"Euskara ikasteko laguntzak, herritarrentzat",150000.0,150000.0,0.0
0171,3351,48002,,Langileentzako ikasketa beka eta poltsak,30000.0,30000.0,239.0
0171,3351,48003,,Euskaltegientzako dirulaguntzak,99000.0,75000.0,0.0
0171,3351,48005,,Euskararen Plan Nagusiko dirulaguntzak,120000.0,120000.0,76799.96
0171,3351,48005,A,Euskararen Plan Nagusiko dirulaguntzak,0.0,457.44,457.44
0171,3351,48005,R,Euskararen Plan Nagusiko dirulaguntzak,0.0,18847.76,3912.51
0171,3351,48044,,Hitzarmena GEUrekin,77175.0,77175.0,61740.0
0171,3351,48044,R,Hitzarmena GEUrekin,0.0,15435.0,15435.0
0171,3351,48048,,Hitzarmena Tinko elkartearekin,10500.0,10500.0,8400.0
0171,3351,48048,R,Hitzarmena Tinko elkartearekin,0.0,2100.0,2100.0
0171,3351,48049,,Hitzarmena Euskharan elkartearekin,25000.0,25000.0,20000.0
0171,3351,48049,R,Hitzarmena Euskharan elkartearekin,0.0,3600.0,3600.0
0171,3351,48064,,Hitzarmena: Korrika,4000.0,4000.0,3200.0
0171,3351,48065,,Hitzarmena: Euskaraldia,50000.0,50000.0,40000.0
0171,3351,48065,R,Hitzarmena: Euskaraldia,0.0,10000.0,10000.0
0171,3351,48101,,Hitzarmena: Araba Euskaraz,25000.0,25000.0,20000.0
0171,3351,48103,,Hitzarmena: Lazarraga,65000.0,224459.56,0.0
0171,3351,48104,,Hitzarmena: Eusko Ikaskuntza,5000.0,5000.0,0.0
0171,3351,48997,,Hitzarmena: Bai Euskarari,23100.0,23100.0,18480.0
0171,3351,48997,R,Hitzarmena: Bai Euskarari,0.0,4620.0,4620.0
0171,3351,62501,,Euskararen Etxea,300000.0,300000.0,0.0
0171,3351,62800,,Argitalpenak eta liburuak erostea,1000.0,1000.0,70.0
0180,3293,41902,,Hitzarmena EHUrekin - Nazioarteko Zuzenbideko ikastaroak,0.0,30000.0,24000.0
0180,9271,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,302.89
0180,9271,12000,,Funtzionarioen oinarrizko ordainsariak,144862.0,144862.0,98433.42
0180,9271,12100,,Funtzionarioen ordainsari osagarriak,157166.0,157166.0,130056.02
0180,9271,13000,,Lan-kontratudun langile finkoen ordainsariak,41271.0,41271.0,588.97
0180,9271,14100,,Bestelako langileak,8347.0,8347.0,0.0
0180,9271,16000,,"Gizarte Segurantza, enpresaren kontura",101047.0,101047.0,65251.96
0180,9271,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6063.0,6063.0,4451.98
0180,9271,22603,,Argitalpenak eta publizitatea,600000.0,600000.0,488747.06
0180,9271,22603,R,Argitalpenak eta publizitatea,0.0,101648.36,0.0
0180,9271,22612,,Eguneko prentsa erostea,25000.0,25000.0,17533.29
0180,9271,22616,,Prentsari laguntza teknikoa emateko zerbitzuak,20000.0,20000.0,17312.39
0180,9271,22616,R,Prentsari laguntza teknikoa emateko zerbitzuak,0.0,444.01,0.0
0180,9271,22628,,Ikus-entzunezko komunikazioa,10000.0,10000.0,5989.5
0180,9271,22631,,Erakundeetako parte-hartzea,28000.0,28000.0,28630.15
0180,9271,22632,,Harpidetzak,500.0,500.0,203.99
0180,9271,22634,,Ekitaldiak antolatzea eta ordezkaritza-gastuak,100400.0,100400.0,141489.84
0180,9271,22634,R,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,9105.25,0.0
0180,9271,22645,,Legez argitaratu beharreko iragarki ofizialak,200000.0,200000.0,0.0
0180,9271,22730,,Argitalpen funtsak gordetzeko zerbitzua,20000.0,20000.0,22203.13
0180,9271,22732,,Zerbitzuak emateko kontratuak,30000.0,30000.0,5820.88
0180,9271,22732,R,Zerbitzuak emateko kontratuak,0.0,5280.05,0.0
0180,9271,22799,,Itzulpen-zerbitzuak,23000.0,23000.0,12417.36
0180,9271,62505,,Bestelako tresnak,2500.0,5000.0,4352.26
0180,9271,62518,,Prentsa-aretoa berritu eta eguneratzea,50000.0,50000.0,0.0
0181,2327,12000,,Funtzionarioen oinarrizko ordainsariak,56066.0,56066.0,41624.95
0181,2327,12100,,Funtzionarioen ordainsari osagarriak,69638.0,69638.0,57419.79
0181,2327,14100,,Bestelako langileak,1.0,1.0,22205.18
0181,2327,16000,,"Gizarte Segurantza, enpresaren kontura",37990.0,37990.0,36215.44
0181,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,633.57
0181,2361,22604,,Zurrumurruen kontrako estrategia,42500.0,42500.0,25182.49
0181,2361,22608,,Informazio- eta prestakuntza-programa,31000.0,31000.0,11395.43
0181,2361,22610,,Hiri Hezitzailea,17500.0,17500.0,7351.0
0181,2361,22613,,Itzulpena eta interpretazioa,50000.0,50000.0,15701.77
0181,2361,22642,,Bizikidetza eta Aniztasun Plana,103054.0,97054.0,30669.4
0181,2361,41910,,Zurrumurruen kontrako euskal sarea,5000.0,5000.0,0.0
0181,2361,41910,R,Zurrumurruen kontrako euskal sarea,0.0,1000.0,1000.0
0181,2361,48128,,Hitzarmena: Arabako gorrak,22000.0,22000.0,17600.0
0181,2361,48128,R,Hitzarmena: Arabako gorrak,0.0,4400.0,4400.0
0181,2361,48901,,Dirulaguntza deialdi orokorra,60000.0,60000.0,0.0
0181,2361,48901,R,Dirulaguntza deialdi orokorra,0.0,11999.99,11044.19
0181,2361,48970,,Hitzarmena: Eginaren Eginez elkartea,30000.0,30000.0,0.0
0181,2361,48970,R,Hitzarmena: Eginaren Eginez elkartea,0.0,3600.0,3600.0
0181,2361,48983,,Hitzarmena: Goian,104000.0,110000.0,88000.0
0181,2361,48983,R,Hitzarmena: Goian,0.0,20800.0,20800.0
0181,2361,48986,,Martxoaren 3aren memorialaren fundazioa,25000.0,25000.0,0.0
0210,1502,11000,,Kabineteko behin-behineko langileen ordainsariak,46991.77,46991.77,55688.82
0210,1502,12000,,Funtzionarioen oinarrizko ordainsariak,35391.0,35391.0,29760.93
0210,1502,12100,,Funtzionarioen ordainsari osagarriak,59054.0,59054.0,43644.51
0210,1502,14100,,Bestelako langileak,61319.0,61319.0,35460.08
0210,1502,16000,,"Gizarte Segurantza, enpresaren kontura",55137.0,55137.0,43574.7
0210,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3342.0,3342.0,2216.8
0210,1502,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,5000.0,5000.0,600.0
0210,1502,22111,,Tresnak,2000.0,2000.0,571.45
0210,1502,22205,,"Bilerak, hitzaldiak eta biltzarrak",5000.0,5000.0,8570.0
0210,1502,22707,,Laguntza teknikoak,4000.0,4000.0,0.0
0210,1502,23901,,Kalte-ordainak desjabetzeetako epaimahaiei,1000.0,1000.0,0.0
0211,1511,12000,,Funtzionarioen oinarrizko ordainsariak,209610.0,209610.0,177446.33
0211,1511,12100,,Funtzionarioen ordainsari osagarriak,262620.0,262620.0,253299.13
0211,1511,14100,,Bestelako langileak,73368.0,73368.0,70383.74
0211,1511,16000,,"Gizarte Segurantza, enpresaren kontura",154525.0,154525.0,142981.03
0211,1511,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8002.0,8002.0,10239.69
0211,1511,60001,,Lurzoru desjabetzeak eta erosketak,500000.0,500000.0,112821.69
0211,1511,60001,R,Lurzoru desjabetzeak eta erosketak,0.0,176790.05,176790.05
0211,1511,60926,,Apezpikutzarekiko hitzarmenak erregulatzea. Katedraleko aparkalekua,50000.0,50000.0,0.0
0211,1511,61405,,Hiriko katalogoaren berrikuspena,40000.0,40000.0,7683.5
0211,1511,61405,R,Hiriko katalogoaren berrikuspena,0.0,18143.95,18143.95
0211,1511,64202,,Eguneratze kartografikoak,72500.0,72500.0,0.0
0211,1511,64203,,Ordainsariak,132000.0,107000.0,62.4
0211,1511,64203,R,Ordainsariak,0.0,16335.0,16335.0
0211,1511,64206,,HAPO berrikustea,15000.0,15000.0,14520.0
0211,1511,64206,A,HAPO berrikustea,0.0,576000.0,0.0
0211,1511,64208,,Hirigune historikoko plan bereziaren berrikuspena,200000.0,200000.0,0.0
0211,1511,64212,,Urbanizazio kuoten aurreikuspena,50000.0,25000.0,0.0
0211,1511,64334,,Notarioen ordainsaria. Jabetzak erregulatzeko erregistroa.,50000.0,50000.0,0.0
0213,1512,12000,,Funtzionarioen oinarrizko ordainsariak,288371.0,288371.0,257290.65
0213,1512,12100,,Funtzionarioen ordainsari osagarriak,325062.0,325062.0,394028.88
0213,1512,14100,,Bestelako langileak,150956.0,150956.0,220233.85
0213,1512,16000,,"Gizarte Segurantza, enpresaren kontura",200235.0,200235.0,248467.05
0213,1512,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12118.0,12118.0,12930.68
0213,1512,22620,,Lan subsidiarioak eta eskoratzeak,10000.0,10000.0,0.0
0213,1512,22620,A,Lan subsidiarioak eta eskoratzeak,0.0,39627.67,0.0
0213,1512,22747,,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,40000.0,40000.0,2869.64
0214,1502,62630,,Software-lizentziak,25000.0,10718.77,205.7
0214,1502,62901,,Tresneria erostea,5000.0,5000.0,386.15
0214,1502,64201,,Azterlanak eta proiektuak,30000.0,30000.0,18416.2
0214,1502,64201,R,Azterlanak eta proiektuak,0.0,17061.0,0.0
0214,1502,64516,A,Gasteiz Antzokia,0.0,636079.17,506283.49
0214,3421,62257,A,Beti Jai frontoiak,0.0,51740.38,51740.38
0214,3421,62257,R,Beti Jai frontoiak,0.0,54518.9,54518.9
0214,9211,12000,,Funtzionarioen oinarrizko ordainsariak,198509.0,198509.0,142714.13
0214,9211,12100,,Funtzionarioen ordainsari osagarriak,239071.0,239071.0,190698.46
0214,9211,14100,,Bestelako langileak,68091.0,68091.0,39453.36
0214,9211,16000,,"Gizarte Segurantza, enpresaren kontura",147780.0,147780.0,107745.67
0214,9211,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9249.0,9249.0,6214.0
0214,9211,60199,,Olaranbeko futbol-zelaiko obrak,0.0,700000.0,0.0
0214,9211,60507,,Aramangelu - Abetxuko,300000.0,300000.0,0.0
0214,9211,62201,R,Gamarrako esparruko eraikina eraberritzea,0.0,535263.2,476967.4
0214,9211,62215,,Udal ondareko inbertsioak,1000000.0,951475.0,8560.75
0214,9211,62226,,Udal etxebizitzak birgaitzea,200000.0,200000.0,0.0
0214,9211,62278,,Udal txakurtegia,1000000.0,1000000.0,2740.65
0214,9211,62278,R,Udal txakurtegia,0.0,330000.0,113245.3
0214,9211,62297,,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,800000.0,800000.0,0.0
0214,9211,62297,R,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,0.0,224987.4,0.0
0214,9211,64326,,Hirigunea biziberritzeko plana,250000.0,421553.0,0.0
0214,9211,64326,R,Hirigunea biziberritzeko plana,0.0,250000.0,0.0
0214,9211,64516,A,Gasteiz Antzokia,0.0,1498010.0,73507.5
0214,9212,62290,,Principal antzokia eraberritzea,950000.0,950000.0,0.0
0216,1502,12000,,Funtzionarioen oinarrizko ordainsariak,332265.0,332265.0,222539.31
0216,1502,12100,,Funtzionarioen ordainsari osagarriak,399181.0,399181.0,304909.17
0216,1502,14100,,Bestelako langileak,88719.0,88719.0,77471.04
0216,1502,16000,,"Gizarte Segurantza, enpresaren kontura",238724.0,238724.0,174837.96
0216,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11265.0,11265.0,8919.68
0218,1741,60150,,Herrietako obrak,150000.0,755000.0,56222.68
0218,1741,60150,R,Herrietako obrak,0.0,88942.84,86756.38
0218,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,20000.0,20000.0,5162.16
0218,1741,72000,,"AFA, lursailen arteko bideak egitea",0.0,0.0,0.0
0218,1741,73401,,Foru-planeko obren baterako finantzaketa,200000.0,200000.0,49297.63
0218,1742,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,1150000.0,1150000.0,708793.95
0218,1743,21000,,Azpiegiturak eta ondasun naturalak,60000.0,60000.0,59196.36
0218,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",60000.0,60000.0,3864.03
0218,1743,21902,R,"Baso-bide, landaketak eta naturguneak mantentzea",0.0,194.79,194.79
0218,1743,21911,,Herrietako lorategiak onik zaintzea,292661.86,292661.86,198756.8
0218,1743,22111,,Tresnak,19145.0,19145.0,4163.95
0218,1743,22145,,Eremu hondatuak lehengoratzea,30000.0,30000.0,6545.98
0218,1743,72000,,"AFA, lursailen arteko bideak egitea",100000.0,100000.0,0.0
0218,1749,12000,,Funtzionarioen oinarrizko ordainsariak,140878.0,140878.0,96818.92
0218,1749,12100,,Funtzionarioen ordainsari osagarriak,202396.0,202396.0,153361.29
0218,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,116614.0,116614.0,89649.77
0218,1749,16000,,"Gizarte Segurantza, enpresaren kontura",135519.0,135519.0,97792.86
0218,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8930.0,8930.0,6347.3
0218,1749,48112,,Hitzarmena: Kontzejuen elkartea,115000.0,115000.0,92000.0
0218,1749,78919,,Dirulaguntzak: gizarte zentroak,40000.0,40000.0,0.0
0218,1749,78919,R,Dirulaguntzak: gizarte zentroak,0.0,40000.0,39932.0
022201,1691,12000,,Funtzionarioen oinarrizko ordainsariak,150101.0,150101.0,88642.99
022201,1691,12100,,Funtzionarioen ordainsari osagarriak,194586.0,194586.0,130055.03
022201,1691,14100,,Bestelako langileak,43531.0,43531.0,78037.86
022201,1691,16000,,"Gizarte Segurantza, enpresaren kontura",120189.0,120189.0,99313.3
022201,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6456.0,6456.0,4653.05
022201,1721,60305,,Gardelegiko zabortegiko instalazioak,20000.0,10000.0,0.0
022201,1722,62916,,Zabortegiaren ingurumen kalitatea,75000.0,55000.0,0.0
022202,1623,60706,,Hondakinen plana,0.0,0.0,0.0
022202,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,0.0,0.0
022202,1623,64316,,Zaraten mapa estrategikoko ekintza plana,0.0,0.0,0.0
022202,1722,12000,,Funtzionarioen oinarrizko ordainsariak,1805.0,1805.0,0.0
022202,1722,12100,,Funtzionarioen ordainsari osagarriak,3626.0,3626.0,0.0
022202,1722,16000,,"Gizarte Segurantza, enpresaren kontura",1233.0,1233.0,0.0
022202,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",111.0,111.0,0.0
022202,1722,48196,,Hitzarmena: Gaia,0.0,0.0,0.0
022202,1722,60182,,Zuhaitz proiektua,0.0,0.0,0.0
022202,1722,60919,,Eraztun berdeko azpiegitura berdeak,0.0,0.0,0.0
022202,1722,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,0.0,0.0
022202,1722,64330,,Zarata kontrolatzeko sarea,0.0,0.0,0.0
022203,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,8731336.7,10162598.39,6639264.24
022203,1621,22700,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,50952.59,27497.71
022203,1621,22703,,Bilketa pneumatikoaren kontratua alde zaharrean,2346707.96,2346707.96,1148652.62
022203,1621,22703,R,Bilketa pneumatikoaren kontratua alde zaharrean,0.0,41706.48,41706.48
022203,1621,22715,,Hondakinen gaikako bilketa,500000.0,300000.0,128119.82
022203,1621,22715,A,Hondakinen gaikako bilketa,0.0,28656.97,28656.97
022203,1621,22715,R,Hondakinen gaikako bilketa,0.0,225217.71,141021.01
022203,1621,22724,,Garbiguneak ustiatzeko kontratua,567931.32,567931.32,251597.44
022203,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,205000.0,130.16
022203,1622,22707,,Dibertsitatea kontserbatzeko azterlanak,0.0,178514.67,49604.03
022203,1622,22723,,Zabortegia ustiatzeko kontratua,1416496.09,1416496.09,765168.55
022203,1622,64304,,"Ordainsariak, azterlanak eta proiektuak",20000.0,20000.0,4739.81
022203,1622,64304,R,"Ordainsariak, azterlanak eta proiektuak",0.0,17968.5,17968.5
022203,1622,64318,,Dibertsitatea kontserbatzeko azterlanak,200000.0,96375.0,24123.58
022203,1623,22111,,Tresnak,5000.0,5000.0,1310.45
022203,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,8321927.96,8321927.96,5547952.0
022203,1623,22710,,Tamaina handikoen bilketarako kontratua,1562302.7,1562302.7,781151.58
022203,1623,22710,R,Tamaina handikoen bilketarako kontratua,0.0,781151.35,12599.18
022203,1623,47133,,"Hitzarmena, Vital Fundazioa, 0 plastiko",20000.0,20000.0,0.0
022203,1623,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",55000.0,55000.0,0.0
022203,1623,62901,,Ekipoak erostea,6000.0,6000.0,0.0
022203,1631,22700,,Kale-garbiketa,16757999.49,15776737.8,10013468.72
022203,1631,22701,,Grafitiaren bulego birtuala eta garbiketa taktikoak,0.0,200000.0,0.0
022203,1722,12000,,Funtzionarioen oinarrizko ordainsariak,170192.0,170192.0,119749.77
022203,1722,12100,,Funtzionarioen ordainsari osagarriak,231170.0,231170.0,175832.02
022203,1722,13000,,Retribuciones personal laboral fijo,13466.0,13466.0,0.0
022203,1722,14100,,Bestelako langileak,1716.0,1716.0,29836.11
022203,1722,16000,,"Gizarte Segurantza, enpresaren kontura",129007.0,129007.0,100550.56
022203,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6870.0,6870.0,5523.2
022204,1711,12000,,Funtzionarioen oinarrizko ordainsariak,65541.0,65541.0,45019.26
022204,1711,12100,,Funtzionarioen ordainsari osagarriak,84123.0,84123.0,63295.04
022204,1711,13000,,Lan-kontratudun langile finkoen ordainsariak,73811.0,73811.0,65190.93
022204,1711,16000,,"Gizarte Segurantza, enpresaren kontura",64674.0,64674.0,51432.68
022204,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4106.0,4106.0,2918.6
022204,1711,21073,,Arboretoa onik zaintzea,26250.0,26250.0,10554.42
022204,1711,21074,,Kanpoko Eraztun Berdea onik zaintzeko lanak,400000.0,400000.0,169509.08
022204,1711,21074,R,Kanpoko Eraztun Berdea onik zaintzeko lanak,0.0,25543.23,25543.23
022204,1711,22699,,Ekonomia zirkularraren estrategia,55000.0,55000.0,12039.5
022204,1711,47139,,Diru-laguntza: isolamendu akustikorako plana,150000.0,0.0,0.0
022204,1711,60916,,Tokiko (Hiriko) 2030 Agenda ,60000.0,20000.0,0.0
022204,1711,60916,R,Tokiko (Hiriko) 2030 Agenda ,0.0,25137.75,25137.75
022204,1711,60931,,EU - VG Tokiko hiri-agendaren ekintza-plana,0.0,301290.0,240959.4
022204,1711,62219,,Eguzki-plaka fotovoltaikoak instalatzea,0.0,1200000.0,0.0
022204,1711,64305,,Klimaren eta energia iraunkorraren aldeko ekintza plana,70000.0,70000.0,0.0
022204,1711,64305,A,Klimaren eta energia iraunkorraren aldeko ekintza plana,0.0,19833.33,19833.33
022204,1711,64305,R,Klimaren eta energia iraunkorraren aldeko ekintza plana,0.0,74573.96,57695.65
022204,1711,64319,,Eremu elektromagnetikoak kontrolatzeko sarea,5000.0,5000.0,0.0
022204,1711,64319,R,Eremu elektromagnetikoak kontrolatzeko sarea,0.0,9026.6,9026.6
022204,1711,64321,,Energia berriztagarrien plana,125000.0,125000.0,1555.83
022204,1711,64336,,Trantsizio energetikorako inbertsioak,465000.0,465000.0,2173.77
022204,1711,64336,R,Trantsizio energetikorako inbertsioak,0.0,299492.35,85729.45
