#Organikoa,Funtzionala,Ekonomikoa,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0180,9271,11000,Kabineteko behin-behineko langileen ordainsariak,58905.0,58905.0,92160.92
0180,9271,12000,Funtzionarioen oinarrizko ordainsariak,15633.0,15633.0,52552.79
0180,9271,12100,Funtzionarioen ordainsari osagarriak,25278.0,25278.0,67099.44
0180,9271,16000,"Gizarte Segurantza, enpresaren kontura",26790.0,26790.0,72883.66
0181,2327,12000,Funtzionarioen oinarrizko ordainsariak,45881.0,45881.0,49462.09
0181,2327,12100,Funtzionarioen ordainsari osagarriak,55180.0,55180.0,61749.0
0181,2327,14100,Bestelako langileak,31410.0,31410.0,63910.2
0181,2327,16000,"Gizarte Segurantza, enpresaren kontura",42701.0,42701.0,53634.39
0181,2327,16500,"Elkarkidetzako kuotak, Udalaren kontura",117.0,117.0,0.0
0181,2361,22600,Bizikidetza Planaren idazkaritza teknikoa,0.0,0.0,0.0
0181,2361,22604,Zurrumurruen kontrako estrategia,15000.0,15000.0,14904.35
0181,2361,22606,Hizkuntza-trukerako programa,0.0,0.0,0.0
0181,2361,22607,Gastuak: Oroimena bizigune,0.0,0.0,0.0
0181,2361,22608,Elkarrekin bizitzen ikastea,18000.0,18000.0,8390.79
0181,2361,22610,Hiri Hezitzailea,23000.0,23000.0,19059.31
0181,2361,22611,"Sentsibilizazioa, errefuxiatuak",0.0,0.0,0.0
0181,2361,22613,Itzulpena eta interpretazioa,20000.0,20000.0,16998.62
0181,2361,22614,Lehen harrerako programa,0.0,0.0,0.0
0182,1742,22700,"Hondakinak jasotzea eta mantentze lanak, herrietan eta hilerrian",1400000.0,1400000.0,1408132.48
0182,1743,21000,Azpiegiturak eta ondasun naturalak,45000.0,45000.0,31285.0
0182,1743,21902,"Baso-bide, landaketak eta naturguneak mantentzea",45000.0,45000.0,57205.42
0182,1743,21911,Herrietako lorategiak onik zaintzea,260000.0,260000.0,261430.29
0182,1743,22111,Tresnak eta lanabesak,12000.0,12000.0,2036.67
0182,1743,22145,Eremu hondatuak lehengoratzea,25000.0,25000.0,26401.43
0182,1749,12000,Funtzionarioen oinarrizko ordainsariak,120156.0,120156.0,122140.66
0182,1749,12100,Funtzionarioen ordainsari osagarriak,171958.0,171958.0,185654.49
0182,1749,13000,Lan-kontratudun langile finkoen ordainsariak,110463.0,110463.0,110808.6
0182,1749,14100,Bestelako langileak,27.0,27.0,17149.84
0182,1749,16000,"Gizarte Segurantza, enpresaren kontura",107757.0,107757.0,119066.5
0182,1749,16500,"Elkarkidetzako kuotak, Udalaren kontura",9052.0,9052.0,9025.38
0187,9271,11000,Kabineteko behin-behineko langileen ordainsariak,98116.0,98116.0,7292.54
0187,9271,12000,Funtzionarioen oinarrizko ordainsariak,39419.0,39419.0,5116.83
0187,9271,12100,Funtzionarioen ordainsari osagarriak,39025.0,39025.0,8715.98
0187,9271,16000,"Gizarte Segurantza, enpresaren kontura",47782.0,47782.0,8871.33
0187,9271,16500,"Elkarkidetzako kuotak, Udalaren kontura",2324.0,2324.0,209.1
0187,9271,22603,Argitalpenak eta publizitatea,650000.0,650000.0,556106.24
0187,9271,22612,Eguneko prentsa erostea,25000.0,25000.0,27636.73
0187,9271,22616,Prentsa-zerbitzuak,20000.0,20000.0,32865.01
0187,9271,22631,Erakundeetako parte-hartzea,28000.0,28000.0,26947.76
0187,9271,22632,Harpidetzak,5000.0,4397.43,0.0
0187,9271,22634,Ekitaldiak antolatzea eta ordezkaritza-gastuak,110000.0,108100.0,139584.51
0187,9271,22645,Legez argitaratu beharreko iragarki ofizialak,200000.0,200000.0,179147.71
0187,9271,22730,Argitalpen funtsak gordetzeko zerbitzua,20000.0,20000.0,19804.88
0187,9271,22732,Zerbitzuak emateko kontratuak,75000.0,75000.0,25820.19
0188,9251,12000,Funtzionarioen oinarrizko ordainsariak,463746.0,463746.0,494093.53
0188,9251,12100,Funtzionarioen ordainsari osagarriak,560429.0,560429.0,614520.15
0188,9251,14100,Bestelako langileak,333894.0,333894.0,421702.38
0188,9251,16000,"Gizarte Segurantza, enpresaren kontura",387182.0,387182.0,447973.65
0188,9251,16500,"Elkarkidetzako kuotak, Udalaren kontura",22797.0,22797.0,25485.47
0210,1502,12000,Funtzionarioen oinarrizko ordainsariak,99980.0,99980.0,98694.11
0210,1502,12100,Funtzionarioen ordainsari osagarriak,156102.0,156102.0,148901.97
0210,1502,14100,Bestelako langileak,91570.0,91570.0,91040.42
0210,1502,16000,"Gizarte Segurantza, enpresaren kontura",71809.0,71809.0,72480.33
0210,1502,16500,"Elkarkidetzako kuotak, Udalaren kontura",6966.0,6966.0,5586.28
0210,1502,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,3500.0,3500.0,527.27
0210,1502,22707,Laguntza teknikoak,4100.0,4100.0,1597.2
0210,1502,22732,Zerbitzuak emateko kontratuak,5000.0,26155.64,10577.82
0210,1502,23901,Kalte-ordainak desjabetzeetako epaimahaiei,1000.0,1000.0,540.0
0211,1511,12000,Funtzionarioen oinarrizko ordainsariak,187256.0,187256.0,188527.2
0211,1511,12100,Funtzionarioen ordainsari osagarriak,246880.0,246880.0,246732.36
0211,1511,14100,Bestelako langileak,209697.0,209697.0,212919.28
0211,1511,16000,"Gizarte Segurantza, enpresaren kontura",183873.0,183873.0,177973.18
0211,1511,16500,"Elkarkidetzako kuotak, Udalaren kontura",8055.0,8055.0,9494.1
0213,1502,22730,Argitalpen funtsak gordetzeko zerbitzua,10000.0,10000.0,5887.75
0213,1512,12000,Funtzionarioen oinarrizko ordainsariak,279393.0,279393.0,273156.72
0213,1512,12100,Funtzionarioen ordainsari osagarriak,383502.0,383502.0,360121.67
0213,1512,14100,Bestelako langileak,103574.0,103574.0,112139.01
0213,1512,16000,"Gizarte Segurantza, enpresaren kontura",192328.0,192328.0,189465.76
0213,1512,16500,"Elkarkidetzako kuotak, Udalaren kontura",13419.0,13419.0,13385.22
0213,1512,22620,Lan subsidiarioak eta eskoratzeak,135314.46,135314.46,73027.72
0214,9211,12000,Funtzionarioen oinarrizko ordainsariak,204036.0,204036.0,201423.98
0214,9211,12100,Funtzionarioen ordainsari osagarriak,254584.0,254584.0,254361.85
0214,9211,14100,Bestelako langileak,119462.0,119462.0,119913.02
0214,9211,16000,"Gizarte Segurantza, enpresaren kontura",155961.0,155961.0,168128.9
0214,9211,16500,"Elkarkidetzako kuotak, Udalaren kontura",5132.0,5132.0,9097.64
0216,1502,12000,Funtzionarioen oinarrizko ordainsariak,147892.0,147892.0,143915.36
0216,1502,12100,Funtzionarioen ordainsari osagarriak,207374.0,207374.0,187522.75
0216,1502,14100,Bestelako langileak,108162.0,108162.0,118735.3
0216,1502,16000,"Gizarte Segurantza, enpresaren kontura",122512.0,122512.0,117003.74
0216,1502,16500,"Elkarkidetzako kuotak, Udalaren kontura",8364.0,8364.0,8058.12
0320,1301,11000,Kabineteko behin-behineko langileen ordainsariak,89379.0,89379.0,80384.22
0320,1301,12000,Funtzionarioen oinarrizko ordainsariak,47202.0,47202.0,46803.34
0320,1301,12100,Funtzionarioen ordainsari osagarriak,51471.0,51471.0,51296.28
0320,1301,16000,"Gizarte Segurantza, enpresaren kontura",35303.0,35303.0,35213.16
0320,1301,16500,"Elkarkidetzako kuotak, Udalaren kontura",3191.0,3191.0,4122.58
0325,1331,12000,Funtzionarioen oinarrizko ordainsariak,154913.0,154913.0,133415.55
0325,1331,12100,Funtzionarioen ordainsari osagarriak,199952.0,199952.0,166649.71
0325,1331,14100,Bestelako langileak,266059.0,266059.0,264767.16
0325,1331,16000,"Gizarte Segurantza, enpresaren kontura",201933.0,201933.0,199800.89
0325,1331,16500,"Elkarkidetzako kuotak, Udalaren kontura",5149.0,5149.0,8232.05
0325,1331,20200,TAO txartelak saltzeko makinak mantentzea,275000.0,230000.0,219984.45
0325,1331,21050,Seinaleztapena onik zaintzea,150000.0,150000.0,169277.33
0325,1331,21910,Trafikoa kontrolatzeko sistema mantentzea,1334116.38,1274116.38,1219186.38
0330,1301,12000,Funtzionarioen oinarrizko ordainsariak,353607.0,353607.0,322440.2
0330,1301,12100,Funtzionarioen ordainsari osagarriak,472582.0,472582.0,451770.78
0330,1301,14100,Bestelako langileak,95925.0,95925.0,135657.93
0330,1301,16000,"Gizarte Segurantza, enpresaren kontura",251327.0,251327.0,257609.0
0330,1301,16500,"Elkarkidetzako kuotak, Udalaren kontura",12682.0,12682.0,11691.6
0340,1351,21102,Larrialdi eta elurteetako gastuak,150000.0,150000.0,148502.11
0340,1351,22701,Jaietako gastu operatibo sanitarioak,10000.0,10000.0,12453.95
0340,1361,12000,Funtzionarioen oinarrizko ordainsariak,1611614.0,1611614.0,1529882.14
0340,1361,12100,Funtzionarioen ordainsari osagarriak,3359239.0,3359239.0,3037903.76
0340,1361,14100,Bestelako langileak,386967.0,386967.0,478910.88
0340,1361,16000,"Gizarte Segurantza, enpresaren kontura",1876887.0,1876887.0,1842995.54
0340,1361,16500,"Elkarkidetzako kuotak, Udalaren kontura",70663.0,70663.0,66987.16
0340,1361,21000,Azpiegituren mantenimendua,8000.0,8000.0,3499.32
0340,1361,21300,Ibilgailuak konpontzea,65000.0,65000.0,65787.27
0340,1361,21900,Ekipoak berritzea eta erostea,40000.0,40000.0,43396.55
0340,1361,22105,Jantziak eta uniformeak,75000.0,75000.0,74510.41
0340,1361,22111,Tresna eta lanabesak,20000.0,20000.0,8735.17
0340,1361,22199,Bestelako hornikuntzak,30000.0,30000.0,40170.03
0340,1361,22699,Bestelako hainbat gastu,10000.0,10000.0,9025.62
0350,1321,12000,Funtzionarioen oinarrizko ordainsariak,5609690.0,5609690.0,5594496.79
0350,1321,12100,Funtzionarioen ordainsari osagarriak,10708636.0,10708636.0,9852821.3
0350,1321,16000,"Gizarte Segurantza, enpresaren kontura",4501353.0,4501353.0,4318378.95
0350,1321,16500,"Elkarkidetzako kuotak, Udalaren kontura",225846.0,225846.0,244820.27
0350,1321,20501,TETRA irratikomunikazio sistemaren rentinga,9000.0,9000.0,8561.04
0350,1321,21300,Ibilgailuak konpontzea,75000.0,75000.0,64585.87
0350,1321,21900,Ekipoak berritzea eta erostea,40000.0,40000.0,48109.28
0350,1321,21905,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,5255.08
0350,1321,22105,Jantziak eta uniformeak,85000.0,150000.0,142962.35
0350,1321,22111,Tresna eta lanabesak,10000.0,10000.0,4049.95
0350,1321,22199,Bestelako hornikuntzak,15000.0,15000.0,14798.87
0350,1321,22699,Bestelako hainbat gastu,25000.0,25000.0,17374.41
0410,0111,32201,Epe laburreko maileguen interesak,253984.67,21263.62,20521.61
0410,0111,33201,Epe luzeko maileguen interesak,1530977.38,480977.38,480900.22
0410,0111,93300,Epe luzeko maileguen amortizazioa,17128730.0,17128730.0,17128727.35
0410,9205,20301,Ibilgailuen rentinga,430000.0,410000.0,295042.4
0410,9205,21300,Ibilgailuak konpontzea,175000.0,175000.0,181677.35
0410,9205,22104,Erregaiak,300000.0,300000.0,273961.8
0410,9205,22404,Ibilgailuen aseguruak,138000.0,138000.0,129580.0
0410,9206,21400,Altzariak konpontzea,4000.0,4000.0,1677.67
0410,9206,21500,Ekipoak mantentzeko kontratuak,170000.0,170000.0,160080.1
0410,9206,22001,"Ohikoa, inbentariatu ezina",200000.0,200000.0,170113.41
0410,9207,20100,Lokal eta eraikinak alokatzea,3481000.0,3431000.0,3407186.12
0410,9207,22110,Kopiagintza-gastuak,60000.0,60000.0,60559.62
0410,9207,22402,Erantzukizun zibileko aseguruak,336000.0,336000.0,320964.3
0410,9207,22407,Bizitza- eta istripu-asegurua,40000.0,40000.0,33325.62
0410,9207,22600,Ondasunen erregistro-gastuak,25000.0,25000.0,19985.94
0410,9207,22732,Zerbitzuak emateko kontratuak,90000.0,90000.0,75428.45
0410,9213,22102,Ur-hornidura eta hondar-urak araztea,1700000.0,1700000.0,1771159.44
0410,9213,22103,Ur hornikuntza zatikatzea,1593757.31,1593757.31,1593757.31
0410,9311,22499,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,851000.0,851000.0,343985.97
0410,9319,12000,Funtzionarioen oinarrizko ordainsariak,49082.0,49082.0,49163.85
0410,9319,12100,Funtzionarioen ordainsari osagarriak,88264.0,88264.0,85249.94
0410,9319,16000,"Gizarte Segurantza, enpresaren kontura",22065.0,22065.0,21689.61
0410,9319,16500,"Elkarkidetzako kuotak, Udalaren kontura",2452.0,2452.0,1463.7
0410,9321,22611,Katastroa mantentzea,0.0,0.0,0.0
0410,9321,22776,Isunen Ataleko zerbitzuak,180500.0,180500.0,180499.92
0410,9331,22401,Udal eraikin eta lokalen aseguruak,385000.0,385000.0,215293.31
0410,9331,22601,Auzo-komunitateetako gastuak,450000.0,450000.0,260925.93
0410,9331,22617,"Ordainsariak, minutak",0.0,0.0,0.0
0410,9331,22663,Elorriagako ustiapenak bertan behera geratzea konpentsatzea,52300.0,52300.0,51706.32
0410,9331,22760,Erloju publikoak mantentzea,20000.0,20000.0,19099.97
0410,9341,36100,"Interesak, zor ez ziren sarrerak itzultzean",100000.0,100000.0,123482.25
0410,9341,36101,Diru-sarrerei loturiko finantza-gastuak,130000.0,130000.0,115819.34
0410,9341,36102,Berandutze interesak,1250393.14,1250393.14,1206340.54
0410,9341,36900,Bestelako finantza-gastuak,5000.0,5000.0,316.15
0411,9321,12000,Funtzionarioen oinarrizko ordainsariak,50566.0,50566.0,50192.54
0411,9321,12100,Funtzionarioen ordainsari osagarriak,66286.0,66286.0,66194.16
0411,9321,14100,Bestelako langileak,44005.0,44005.0,44362.45
0411,9321,16000,"Gizarte Segurantza, enpresaren kontura",35270.0,35270.0,35687.64
0411,9321,16500,"Elkarkidetzako kuotak, Udalaren kontura",2936.0,2936.0,2927.4
0412,9314,12000,Funtzionarioen oinarrizko ordainsariak,29349.0,29349.0,124655.55
0412,9314,12100,Funtzionarioen ordainsari osagarriak,50357.0,50357.0,173194.96
0412,9314,16000,"Gizarte Segurantza, enpresaren kontura",10655.0,10655.0,54858.98
0412,9314,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,5586.28
0414,9312,12000,Funtzionarioen oinarrizko ordainsariak,98088.0,98088.0,72788.34
0414,9312,12100,Funtzionarioen ordainsari osagarriak,144510.0,144510.0,99262.72
0414,9312,14100,Bestelako langileak,47266.0,47266.0,33006.7
0414,9312,16000,"Gizarte Segurantza, enpresaren kontura",56617.0,56617.0,46318.68
0414,9312,16500,"Elkarkidetzako kuotak, Udalaren kontura",2936.0,2936.0,1463.7
0415,9323,12000,Funtzionarioen oinarrizko ordainsariak,98500.0,98500.0,98300.79
0415,9323,12100,Funtzionarioen ordainsari osagarriak,130717.0,130717.0,130305.2
0415,9323,16000,"Gizarte Segurantza, enpresaren kontura",42621.0,42621.0,42891.8
0415,9323,16500,"Elkarkidetzako kuotak, Udalaren kontura",4849.0,4849.0,4834.48
0416,9341,12000,Funtzionarioen oinarrizko ordainsariak,93582.0,93582.0,97041.8
0416,9341,12100,Funtzionarioen ordainsari osagarriak,120678.0,120678.0,126597.17
0416,9341,16000,"Gizarte Segurantza, enpresaren kontura",49822.0,49822.0,47845.68
0416,9341,16500,"Elkarkidetzako kuotak, Udalaren kontura",4404.0,4404.0,5122.95
0417,9322,12000,Funtzionarioen oinarrizko ordainsariak,86896.0,86896.0,68899.79
0417,9322,12100,Funtzionarioen ordainsari osagarriak,135577.0,135577.0,108788.57
0417,9322,16000,"Gizarte Segurantza, enpresaren kontura",43493.0,43493.0,44955.62
0417,9322,16500,"Elkarkidetzako kuotak, Udalaren kontura",4903.0,4903.0,3213.46
0418,9319,12000,Funtzionarioen oinarrizko ordainsariak,874423.0,874423.0,863221.04
0418,9319,12100,Funtzionarioen ordainsari osagarriak,1126499.0,1126499.0,1105052.16
0418,9319,14100,Bestelako langileak,336635.0,336635.0,330316.57
0418,9319,16000,"Gizarte Segurantza, enpresaren kontura",638963.0,638963.0,614666.56
0418,9319,16500,"Elkarkidetzako kuotak, Udalaren kontura",46324.0,46324.0,44152.01
0421,9314,12000,Funtzionarioen oinarrizko ordainsariak,95570.0,95570.0,0.0
0421,9314,12100,Funtzionarioen ordainsari osagarriak,122425.0,122425.0,0.0
0421,9314,16000,"Gizarte Segurantza, enpresaren kontura",43557.0,43557.0,0.0
0421,9314,16500,"Elkarkidetzako kuotak, Udalaren kontura",4135.0,4135.0,0.0
0422,4413,12000,Funtzionarioen oinarrizko ordainsariak,111774.0,111774.0,89274.78
0422,4413,12100,Funtzionarioen ordainsari osagarriak,154023.0,154023.0,129688.82
0422,4413,14100,Bestelako langileak,356237.0,356237.0,346749.08
0422,4413,16000,"Gizarte Segurantza, enpresaren kontura",175389.0,175389.0,161438.07
0422,4413,16500,"Elkarkidetzako kuotak, Udalaren kontura",10320.0,10320.0,9878.7
0422,4413,21105,Autobus-geltokia onik zaindu eta mantentzea,85000.0,85000.0,61093.87
0422,4413,22101,"Energia elektrikoaren hornikuntza, autobus-geltokia",150000.0,150000.0,69474.7
0422,4413,22102,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",19000.0,19000.0,0.0
0422,4413,22103,Autobus-geltokiko gasa,30000.0,30000.0,62265.9
0422,4413,22734,Autobus-geltokiko segurtasuna,60000.0,60000.0,50516.84
0422,4413,22783,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",145000.0,145000.0,139390.2
0810,4301,12000,Funtzionarioen oinarrizko ordainsariak,88855.0,88855.0,89522.5
0810,4301,12100,Funtzionarioen ordainsari osagarriak,115313.0,115313.0,115307.62
0810,4301,14100,Bestelako langileak,135295.0,135295.0,89110.54
0810,4301,16000,"Gizarte Segurantza, enpresaren kontura",85740.0,85740.0,75046.81
0810,4301,16500,"Elkarkidetzako kuotak, Udalaren kontura",2667.0,2667.0,2658.88
0817,4332,22605,"Bilerak, hitzaldiak eta biltzarrak",5000.0,5000.0,0.0
0817,4332,22707,Azterlanak eta lan teknikoak,9680.0,9680.0,9680.0
0819,4301,12000,Funtzionarioen oinarrizko ordainsariak,171254.0,171254.0,160713.26
0819,4301,12100,Funtzionarioen ordainsari osagarriak,211935.0,211935.0,191360.68
0819,4301,14100,Bestelako langileak,74951.0,74951.0,109353.82
0819,4301,16000,"Gizarte Segurantza, enpresaren kontura",118755.0,118755.0,129408.47
0819,4301,16500,"Elkarkidetzako kuotak, Udalaren kontura",6947.0,6947.0,7346.22
0820,4301,12000,Funtzionarioen oinarrizko ordainsariak,119533.0,119533.0,117263.98
0820,4301,12100,Funtzionarioen ordainsari osagarriak,129155.0,129155.0,125108.06
0820,4301,14100,Bestelako langileak,62090.0,62090.0,88538.54
0820,4301,16000,"Gizarte Segurantza, enpresaren kontura",79706.0,79706.0,84479.62
0820,4301,16500,"Elkarkidetzako kuotak, Udalaren kontura",6607.0,6607.0,7632.15
0821,4331,12000,Funtzionarioen oinarrizko ordainsariak,105021.0,105021.0,108225.29
0821,4331,12100,Funtzionarioen ordainsari osagarriak,119417.0,119417.0,123277.06
0821,4331,14100,Bestelako langileak,133442.0,133442.0,122828.67
0821,4331,16000,"Gizarte Segurantza, enpresaren kontura",95021.0,95021.0,103877.01
0821,4331,16500,"Elkarkidetzako kuotak, Udalaren kontura",4195.0,4195.0,5750.25
0821,4331,22677,Ekintzaileentzako laguntza,66000.0,66000.0,90092.15
0821,4331,22712,Enpresa-mintegien kudeaketa,45000.0,45000.0,10962.82
0821,4331,22796,Kalitate Plana,3000.0,0.0,2335.3
0821,4331,22797,Dinamizazio ekonomikoa,250000.0,371500.0,282162.09
0821,4333,22799,"Paisaia-muralak margotzeko lehiaketa, Zaramaga",0.0,0.0,0.0
0822,4314,12000,Funtzionarioen oinarrizko ordainsariak,24133.0,24133.0,24540.9
0822,4314,12100,Funtzionarioen ordainsari osagarriak,29843.0,29843.0,29954.5
0822,4314,14100,Bestelako langileak,122905.0,122905.0,121044.5
0822,4314,16000,"Gizarte Segurantza, enpresaren kontura",65252.0,65252.0,52406.13
0822,4314,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
0822,4314,20200,Makineria eta instalazioak alokatzea,94000.0,94000.0,83886.2
0822,4314,22700,Eguberrietako argiztapena,65100.0,65100.0,65100.0
0822,4314,22771,“Urban Commerce” jardunaldia,25000.0,25000.0,33336.3
0822,4314,22773,Azokak,40000.0,40000.0,49467.85
0822,4314,22798,Merkataritza dinamizatzea,50000.0,76000.0,58168.75
0823,2411,12000,Funtzionarioen oinarrizko ordainsariak,291430.0,291430.0,283270.24
0823,2411,12100,Funtzionarioen ordainsari osagarriak,343990.0,343990.0,331540.02
0823,2411,13000,Lan-kontratudun langile finkoen ordainsariak,5.0,5.0,1031926.52
0823,2411,14100,Bestelako langileak,405535.0,1427566.44,386317.1
0823,2411,16000,"Gizarte Segurantza, enpresaren kontura",293577.0,620627.23,640171.13
0823,2411,16500,"Elkarkidetzako kuotak, Udalaren kontura",18059.0,18059.0,18346.21
0823,2411,20100,Lokal eta eraikinak alokatzea,80000.0,80000.0,76696.3
0823,2411,22790,Udalaren enplegu bermatuaren plana,0.0,0.0,0.0
0823,2411,22791,Lehentasunezko kolektiboen plana bultzatzea,150000.0,77600.0,50741.97
0823,2411,22792,V. Enplegu-plana,2000000.0,1862300.0,136616.75
0823,2411,22793,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,57571.58
0823,2411,22795,Prestakuntza,620000.0,677600.0,571560.21
