#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado 
0171,3351,48002,,Becas y bolsas de estudio al personal,30000.0,30000.0,11447.16
0171,3351,48003,,Subvenciones cursos euskera a euskaltegi,99000.0,75000.0,75000.0
0171,3351,48005,,Subvencion plan general uso del euskera,120000.0,120000.0,99838.45
0171,3351,48005,A,Subvencion plan general uso del euskera,0.0,457.44,457.44
0171,3351,48005,R,Subvencion plan general uso del euskera,0.0,18847.76,12974.57
0171,3351,48044,,Convenio geu,77175.0,77175.0,61740.0
0171,3351,48044,R,Convenio geu,0.0,15435.0,15435.0
0171,3351,48048,,Convenio asociacion tinko,10500.0,10500.0,8400.0
0171,3351,48048,R,Convenio asociacion tinko,0.0,2100.0,2100.0
0171,3351,48049,,Convenio asociación euskharan,25000.0,25000.0,20000.0
0171,3351,48049,R,Convenio asociación euskharan,0.0,3600.0,3600.0
0171,3351,48064,,Convenio korrika,4000.0,4000.0,3200.0
0171,3351,48065,,Convenio euskaraldia,50000.0,50000.0,40000.0
0171,3351,48065,R,Convenio euskaraldia,0.0,10000.0,10000.0
0171,3351,48101,,Convenio araba euskaraz,25000.0,25000.0,20000.0
0171,3351,48103,,Convenio lazarraga,65000.0,224459.56,0.0
0171,3351,48104,,Convenio eusko ikaskuntza,5000.0,5000.0,0.0
0171,3351,48997,,Convenio bai euskarari,23100.0,23100.0,18480.0
0171,3351,48997,R,Convenio bai euskarari,0.0,4620.0,4620.0
0171,3351,62501,,Euskararen etxea,300000.0,300000.0,0.0
0171,3351,62800,,Adquisicion publicaciones y libros,1000.0,1000.0,266.0
0180,3293,41902,,Convenio upv-ehu cursos derecho internacional,0.0,30000.0,24000.0
0180,9271,11000,,Retribuciones personal eventual gabinete,0.0,0.0,302.89
0180,9271,12000,,Retribuciones basicas de funcionarios,144862.0,144862.0,156363.46
0180,9271,12100,,Retribuciones complementarias funcionarios,157166.0,157166.0,181983.47
0180,9271,13000,,Retribuciones personal laboral fijo,41271.0,41271.0,588.97
0180,9271,14100,,Otro personal,8347.0,8347.0,0.0
0180,9271,16000,,Seguridad social a cargo del ayuntamiento,101047.0,101047.0,90443.41
0180,9271,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6063.0,6063.0,6587.46
0180,9271,22603,,Publicaciones y publicidad,600000.0,600000.0,732806.72
0180,9271,22603,R,Publicaciones y publicidad,0.0,101648.36,89890.83
0180,9271,22612,,Adquisicion prensa diaria,25000.0,25000.0,26189.82
0180,9271,22616,,Servicios de asistencia tecnica a prensa,20000.0,20000.0,26522.12
0180,9271,22616,R,Servicios de asistencia tecnica a prensa,0.0,444.01,0.0
0180,9271,22628,,Comunicación audiovisual,10000.0,10000.0,5989.5
0180,9271,22631,,Participacion municipal en otras instituciones,28000.0,28000.0,29530.15
0180,9271,22632,,Suscripciones,500.0,500.0,203.99
0180,9271,22634,,Organizacion de eventos  y gastos de representación,100400.0,137400.0,200208.85
0180,9271,22634,R,Organizacion de eventos  y gastos de representación,0.0,9105.25,3251.27
0180,9271,22645,,Anuncios oficiales por ley,200000.0,200000.0,0.0
0180,9271,22730,,Servicio almacenaje fondos editoriales,20000.0,20000.0,26773.37
0180,9271,22732,,Contratos de prestacion de servicios,30000.0,30000.0,7508.42
0180,9271,22732,R,Contratos de prestacion de servicios,0.0,5280.05,1464.9
0180,9271,22799,,Servicios de traducción,23000.0,23000.0,18456.25
0180,9271,62505,,Otros enseres,2500.0,5000.0,4352.26
0180,9271,62518,,Renovación actualización sala de prensa,50000.0,50000.0,0.0
0181,2327,12000,,Retribuciones basicas de funcionarios,56066.0,56066.0,63788.56
0181,2327,12100,,Retribuciones complementarias funcionarios,69638.0,69638.0,78005.27
0181,2327,14100,,Otro personal,1.0,1.0,34077.55
0181,2327,16000,,Seguridad social a cargo del ayuntamiento,37990.0,37990.0,50297.71
0181,2327,16500,,Cuotas elkarkidetza a cargo ayuntamiento,0.0,0.0,1357.65
0181,2361,22604,,Estrategia antirumor,42500.0,42500.0,44192.06
0181,2361,22608,,Programa de (in)formación,31000.0,26000.0,27455.83
0181,2361,22610,,Ciudad educadora,17500.0,17500.0,17610.08
0181,2361,22613,,Traduccion e interpretacion,50000.0,35000.0,23683.81
0181,2361,22642,,Plan de convivencia y diversidad,103054.0,97054.0,89822.83
0181,2361,41910,,Conv. red vasca antirrumores,5000.0,5000.0,4000.0
0181,2361,41910,R,Conv. red vasca antirrumores,0.0,1000.0,1000.0
0181,2361,48128,,Convenio arabako gorrak,22000.0,22000.0,17600.0
0181,2361,48128,R,Convenio arabako gorrak,0.0,4400.0,4400.0
0181,2361,48901,,Convocatoria general de subvenciones,60000.0,60000.0,48000.02
0181,2361,48901,R,Convocatoria general de subvenciones,0.0,11999.99,11044.19
0181,2361,48970,,Conv.asoc.eginaren eginez,30000.0,30000.0,24000.0
0181,2361,48970,R,Conv.asoc.eginaren eginez,0.0,3600.0,3600.0
0181,2361,48983,,Convenio goian,104000.0,110000.0,88000.0
0181,2361,48983,R,Convenio goian,0.0,20800.0,20800.0
0181,2361,48986,,Fundación memorial 3 de marzo,25000.0,25000.0,0.0
0210,1502,11000,,Retribuciones personal eventual gabinete,46991.77,46991.77,81713.36
0210,1502,12000,,Retribuciones basicas de funcionarios,35391.0,35391.0,35319.32
0210,1502,12100,,Retribuciones complementarias funcionarios,59054.0,59054.0,52959.71
0210,1502,14100,,Otro personal,61319.0,61319.0,43343.11
0210,1502,16000,,Seguridad social a cargo del ayuntamiento,55137.0,55137.0,54726.21
0210,1502,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3342.0,3342.0,2660.16
0210,1502,22004,,Edicion y reproduccion de cartografia y proyectos,5000.0,5000.0,6032.9
0210,1502,22111,,Menaje,2000.0,2000.0,571.45
0210,1502,22205,,"Reuniones,conferencias y congresos",5000.0,5000.0,10610.0
0210,1502,22707,,Asistencias técnicas,4000.0,4000.0,21298.62
0210,1502,23901,,Indemnizaciones jurados expropiacion,1000.0,1000.0,0.0
0211,1511,12000,,Retribuciones basicas de funcionarios,209610.0,209610.0,284019.25
0211,1511,12100,,Retribuciones complementarias funcionarios,262620.0,262620.0,350985.89
0211,1511,14100,,Otro personal,73368.0,73368.0,111215.88
0211,1511,16000,,Seguridad social a cargo del ayuntamiento,154525.0,154525.0,197506.55
0211,1511,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8002.0,8002.0,14755.89
0211,1511,60001,,Expropiaciones y adquisicion de suelo,500000.0,534000.0,116316.27
0211,1511,60001,R,Expropiaciones y adquisicion de suelo,0.0,176790.05,176790.05
0211,1511,60926,,Regularización convenio obispado aparcamiento catedral,50000.0,50000.0,0.0
0211,1511,61405,,Revisión del catálogo ciudad,40000.0,40000.0,7683.5
0211,1511,61405,R,Revisión del catálogo ciudad,0.0,18143.95,18143.95
0211,1511,64202,,Actualizaciones cartográficas,72500.0,72500.0,19742.47
0211,1511,64203,,Honorarios,132000.0,107000.0,18817.4
0211,1511,64203,R,Honorarios,0.0,16335.0,16335.0
0211,1511,64206,,Revision pgou,15000.0,15000.0,14520.0
0211,1511,64206,A,Revision pgou,0.0,576000.0,143999.99
0211,1511,64208,,Revisión plan especial casco histórico,200000.0,200000.0,0.0
0211,1511,64212,,Previsión cuotas urbanización,50000.0,25000.0,0.0
0211,1511,64334,,Honorarios notarios registro regularización propiedades,50000.0,50000.0,0.0
0211,1513,71001,,Proyecto coronación (rehabilitation & distric heating,0.0,259848.0,259848.0
0213,1512,12000,,Retribuciones basicas de funcionarios,288371.0,288371.0,414788.02
0213,1512,12100,,Retribuciones complementarias funcionarios,325062.0,325062.0,535646.43
0213,1512,14100,,Otro personal,150956.0,150956.0,307887.13
0213,1512,16000,,Seguridad social a cargo del ayuntamiento,200235.0,200235.0,337007.34
0213,1512,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12118.0,12118.0,19487.01
0213,1512,22620,,Obras subsidiarias y apuntalamiento,10000.0,10000.0,0.0
0213,1512,22620,A,Obras subsidiarias y apuntalamiento,0.0,39627.67,9278.28
0213,1512,22747,,Inspecc técnica edificios intervencion edif casco histórico,40000.0,40000.0,8904.52
0214,1502,62630,,Licencias software,25000.0,10718.77,205.7
0214,1502,62901,,Adquisicion equipos,5000.0,5000.0,5342.3
0214,1502,64201,,Estudios y proyectos,30000.0,30000.0,37171.57
0214,1502,64201,R,Estudios y proyectos,0.0,17061.0,17061.0
0214,1502,64516,A, gasteiz antzokia,0.0,636079.17,506283.49
0214,3421,62257,A,Frontones beti jai,0.0,51740.38,51740.38
0214,3421,62257,R,Frontones beti jai,0.0,54518.9,54518.9
0214,9211,12000,,Retribuciones basicas de funcionarios,198509.0,198509.0,210139.95
0214,9211,12100,,Retribuciones complementarias funcionarios,239071.0,239071.0,253954.96
0214,9211,14100,,Otro personal,68091.0,68091.0,55983.48
0214,9211,16000,,Seguridad social a cargo del ayuntamiento,147780.0,147780.0,142480.3
0214,9211,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9249.0,9249.0,8402.56
0214,9211,60199,,Obras campo fútbol olarambe,0.0,700000.0,0.0
0214,9211,60507,,Aramangelu - abetxuko,300000.0,79597.18,0.0
0214,9211,62201,R,Reformas edificio complejo gamarra,0.0,535263.2,476967.4
0214,9211,62215,,Inversiones en patrimonio municipal,1000000.0,951475.0,17424.0
0214,9211,62226,,Rehabilitación viviendas municipales,200000.0,200000.0,39954.7
0214,9211,62278,,Centro protección animal,1000000.0,1000000.0,301977.12
0214,9211,62278,R,Centro protección animal,0.0,330000.0,330000.0
0214,9211,62297,,Rehabilitacion edificios mples. directiva 2012/2017 ue,800000.0,800000.0,176182.67
0214,9211,62297,R,Rehabilitacion edificios mples. directiva 2012/2017 ue,0.0,224987.4,24852.51
0214,9211,64326,,Plan de reactivacion del centro urbano,250000.0,421553.0,13215.9
0214,9211,64326,R,Plan de reactivacion del centro urbano,0.0,250000.0,0.0
0214,9211,64516,A, gasteiz antzokia,0.0,1498010.0,567816.87
0214,9212,62290,,Reforma teatro principal,950000.0,750000.0,0.0
0216,1502,12000,,Retribuciones basicas de funcionarios,332265.0,332265.0,315973.01
0216,1502,12100,,Retribuciones complementarias funcionarios,399181.0,399181.0,406321.85
0216,1502,14100,,Otro personal,88719.0,88719.0,89279.08
0216,1502,16000,,Seguridad social a cargo del ayuntamiento,238724.0,238724.0,226085.07
0216,1502,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11265.0,11265.0,11771.86
0218,1741,60150,,Obras en pueblos,150000.0,755000.0,175834.13
0218,1741,60150,R,Obras en pueblos,0.0,88942.84,86756.38
0218,1741,60700,,Mejora paisajistica zona rural,20000.0,20000.0,19915.73
0218,1741,72000,,A la dfa para la ejecucion de caminos parcelarios,0.0,0.0,0.0
0218,1741,73401,,Cofinanciacion obras plan foral,200000.0,200000.0,100000.0
0218,1742,22700,,"Recogida residuos, mantenimiento elm y cementerios",1150000.0,1042000.0,1042703.54
0218,1743,21000,,Infraestructura y bienes naturales,60000.0,60000.0,62218.42
0218,1743,21902,,"Mantenimiento vias forestales,plantaciones y espacios naturales",60000.0,60000.0,42602.3
0218,1743,21902,R,"Mantenimiento vias forestales,plantaciones y espacios naturales",0.0,194.79,194.79
0218,1743,21911,,Mantenimiento jardines nucleos rurales,292661.86,292661.86,298135.1
0218,1743,22111,,Menaje,19145.0,19145.0,14715.98
0218,1743,22145,,Recuperacion espacios degradados,30000.0,30000.0,29661.12
0218,1743,72000,,A la dfa para la ejecucion de caminos parcelarios,100000.0,100000.0,98988.9
0218,1749,12000,,Retribuciones basicas de funcionarios,140878.0,140878.0,141816.91
0218,1749,12100,,Retribuciones complementarias funcionarios,202396.0,202396.0,204709.14
0218,1749,13000,,Retribuciones personal laboral fijo,116614.0,116614.0,126796.89
0218,1749,16000,,Seguridad social a cargo del ayuntamiento,135519.0,135519.0,129167.49
0218,1749,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8930.0,8930.0,8451.73
0218,1749,48112,,Convenio asociacion concejos,115000.0,115000.0,92000.0
0218,1749,78919,,Subvenc.para centros sociales,40000.0,40000.0,0.0
0218,1749,78919,R,Subvenc.para centros sociales,0.0,40000.0,39932.0
022201,1691,12000,,Retribuciones basicas de funcionarios,150101.0,150101.0,135725.08
022201,1691,12100,,Retribuciones complementarias funcionarios,194586.0,194586.0,178883.61
022201,1691,14100,,Otro personal,43531.0,43531.0,115760.2
022201,1691,16000,,Seguridad social a cargo del ayuntamiento,120189.0,120189.0,134667.95
022201,1691,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6456.0,6456.0,6514.27
022201,1721,60305,,Instalaciones del vertedero gardelegui,20000.0,10000.0,4731.1
022201,1722,62916,,Calidad ambiental del vertedero,75000.0,55000.0,19889.98
022202,1623,60706,,Plan de residuos,0.0,0.0,0.0
022202,1623,60711,,Adecuacion vertedero real decreto 14/81/2001,0.0,0.0,0.0
022202,1623,64316,,Plan de acción del mapa estratégico de ruidos,0.0,0.0,0.0
022202,1722,12000,,Retribuciones basicas de funcionarios,1805.0,1805.0,0.0
022202,1722,12100,,Retribuciones complementarias funcionarios,3626.0,3626.0,0.0
022202,1722,16000,,Seguridad social a cargo del ayuntamiento,1233.0,1233.0,0.0
022202,1722,16500,,Cuotas elkarkidetza a cargo ayuntamiento,111.0,111.0,0.0
022202,1722,48196,,Convenio gaia,0.0,0.0,0.0
022202,1722,60182,,Proyecto arboles,0.0,0.0,0.0
022202,1722,60919,,Infraestructuras anillo verde,0.0,0.0,0.0
022202,1722,64329,,Plan sensibilizacion ruidos casco medieval,0.0,0.0,0.0
022202,1722,64330,,Red de control del ruido,0.0,0.0,0.0
022203,1621,22700,,"Contrato serv limpieza, recogida y transporte rsu",8731336.7,11238660.63,11035108.59
022203,1621,22700,R,"Contrato serv limpieza, recogida y transporte rsu",0.0,50952.59,27497.71
022203,1621,22703,,Contrato recogida neumatica en casco medieval,2346707.96,2346707.96,2168960.34
022203,1621,22703,R,Contrato recogida neumatica en casco medieval,0.0,41706.48,41706.48
022203,1621,22715,,Recogidas selectivas de residuos,500000.0,300000.0,240031.31
022203,1621,22715,A,Recogidas selectivas de residuos,0.0,28656.97,28656.97
022203,1621,22715,R,Recogidas selectivas de residuos,0.0,225217.71,183243.02
022203,1621,22724,,Contrato de explotación de garbigunes,567931.32,567931.32,416775.77
022203,1622,21204,,Mantenimiento de las instalaciones del vertedero,10000.0,205000.0,3430.16
022203,1622,22707,,Actuaciones conservación biodiversidad,0.0,178514.67,117897.36
022203,1622,22723,,Contrato explotacion del vertedero,1416496.09,1416496.09,1360367.55
022203,1622,64304,,"Honorarios,estudios y proyectos",20000.0,20000.0,23949.53
022203,1622,64304,R,"Honorarios,estudios y proyectos",0.0,17968.5,17968.5
022203,1622,64318,,Actuaciones conservacion diversidad,200000.0,96375.0,93944.3
022203,1623,22111,,Menaje,5000.0,5000.0,6737.88
022203,1623,22702,,Contrato explotación planta rsu jundiz,8321927.96,8773520.48,8773520.53
022203,1623,22710,,Contrato recogida voluminosos,1562302.7,1562302.7,1562302.7
022203,1623,22710,R,Contrato recogida voluminosos,0.0,12599.18,12599.18
022203,1623,47133,,Convenio fundación vital plasticos 0,20000.0,20000.0,0.0
022203,1623,60907,,"Control de calidad agua, aire y suelo",55000.0,55000.0,1200.93
022203,1623,62901,,Adquisicion equipos,6000.0,6000.0,2537.37
022203,1631,22700,,Limpieza viaria,16757999.49,17779537.48,17023002.76
022203,1631,22701,,Oficina virtual del grafiti y limpiezas tacticas,0.0,200000.0,0.0
022203,1722,12000,,Retribuciones basicas de funcionarios,170192.0,170192.0,180223.62
022203,1722,12100,,Retribuciones complementarias funcionarios,231170.0,231170.0,241087.29
022203,1722,13000,,Retribuciones personal laboral fijo,13466.0,13466.0,0.0
022203,1722,14100,,Otro personal,1716.0,1716.0,46153.39
022203,1722,16000,,Seguridad social a cargo del ayuntamiento,129007.0,129007.0,135448.27
022203,1722,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6870.0,6870.0,8178.04
022204,1711,12000,,Retribuciones basicas de funcionarios,65541.0,65541.0,65235.37
022204,1711,12100,,Retribuciones complementarias funcionarios,84123.0,84123.0,83478.15
022204,1711,13000,,Retribuciones personal laboral fijo,73811.0,73811.0,93001.3
022204,1711,16000,,Seguridad social a cargo del ayuntamiento,64674.0,64674.0,67810.76
022204,1711,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4106.0,4106.0,4086.04
022204,1711,21073,,Conservacion arboreto,26250.0,43550.0,34638.59
022204,1711,21074,,Trabajos de conservacion anillo verde exterior,400000.0,400000.0,395625.81
022204,1711,21074,R,Trabajos de conservacion anillo verde exterior,0.0,25543.23,25543.23
022204,1711,22663,,Compensación cese aprovechamiento elorriaga arkaute,0.0,162364.07,162108.62
022204,1711,22699,,Estrategia de economía circular,55000.0,55000.0,25894.36
022204,1711,47139,,Subvención plan aislamiento acústico zpae,150000.0,0.0,0.0
022204,1711,60916,,Agenda local 2030,60000.0,20000.0,0.0
022204,1711,60916,R,Agenda local 2030,0.0,25137.75,25137.75
022204,1711,60931,,Eu - plan acción agenda urbana local vg,0.0,301290.0,259590.38
022204,1711,62219,,Instalación placas solares fotovoltaicas,0.0,1200000.0,0.0
022204,1711,64305,,Plan de acción clima energía sostenible,70000.0,70000.0,0.0
022204,1711,64305,A,Plan de acción clima energía sostenible,0.0,19833.33,19833.33
022204,1711,64305,R,Plan de acción clima energía sostenible,0.0,74573.96,74573.94
022204,1711,64319,,Red de control campos electromagnéticos,5000.0,5000.0,2741.86
022204,1711,64319,R,Red de control campos electromagnéticos,0.0,9026.6,9026.6
022204,1711,64321,,Plan de energías renovables,125000.0,125000.0,1555.83
022204,1711,64336,,Inversiones transición energética,465000.0,465000.0,26156.51
022204,1711,64336,R,Inversiones transición energética,0.0,299492.35,166060.2
022204,1711,78004,,Subv. plan aislamiento acústico zpae,0.0,1000000.0,0.0
022204,4312,62223,,Eu-instalación fotovoltáica en cubierta abastos,0.0,136518.0,136517.99
022301,1623,60706,,Plan de residuos,85000.0,85000.0,0.0
022301,1623,60711,,Adecuacion vertedero real decreto 14/81/2001,800000.0,917000.0,348742.27
022301,1623,60711,A,Adecuacion vertedero real decreto 14/81/2001,0.0,34978.75,26204.06
022301,1623,60711,R,Adecuacion vertedero real decreto 14/81/2001,0.0,1531945.19,352714.43
022301,1691,12000,,Retribuciones basicas de funcionarios,50898.0,50898.0,54237.17
022301,1691,12100,,Retribuciones complementarias funcionarios,66038.0,66038.0,71484.45
022301,1691,14100,,Otro personal,87482.0,87482.0,83059.18
022301,1691,16000,,Seguridad social a cargo del ayuntamiento,54439.0,54439.0,56349.62
022301,1691,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3007.0,3007.0,6010.46
022301,1691,21040,,Mantenimiento de equipos y control y diagnóstico,130000.0,130000.0,41778.4
022301,1691,22115,,Repuestos y fungibles,5000.0,5000.0,745.45
022301,1691,48196,,Convenio gaia,10000.0,10000.0,10000.0
022301,1721,21040,R,Mantenimiento y reparacion de equipos de control,0.0,86432.72,86432.72
022301,1721,64316,,Plan de acción del mapa estratégico de ruidos,75000.0,75000.0,0.0
022301,1721,64316,R,Plan de acción del mapa estratégico de ruidos,0.0,55660.0,55660.0
022301,1721,64329,,Plan sensibilizacion ruidos casco medieval,25000.0,25000.0,4840.0
022301,1721,64330,,Red de control del ruido,6000.0,6000.0,4936.8
022301,1721,64330,R,Red de control del ruido,0.0,4815.8,4815.8
022301,1722,60182,,Proyecto arboles,50000.0,50000.0,47752.23
022301,1722,60182,A,Proyecto arboles,0.0,41.91,0.0
022301,1722,60182,R,Proyecto arboles,0.0,3227.21,3227.21
022301,1722,60919,,Infraestructuras anillo verde,10000.0,10000.0,13830.3
022301,1722,60932,,Eu - jardín botánico de olárizu,0.0,860000.0,0.0
022301,1722,60933,,Eu - mejoras en la conectividad del anillo verde,0.0,355000.0,0.0
022301,1722,64321,A,Plan de energías renovables,0.0,54021.66,54021.66
0224,1514,12000,,Retribuciones basicas de funcionarios,92426.0,92426.0,0.0
0224,1514,12100,,Retribuciones complementarias funcionarios,172464.0,172464.0,0.0
