#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2023eko Hasierako kreditua,2023eko Behin-betiko kreditua,O
0112,2301,14100,,Bestelako langileak,34861.0,34861.0,22360.94
0112,2301,16000,,"Gizarte Segurantza, enpresaren kontura",99632.0,99632.0,52944.86
0112,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5115.0,5115.0,3544.53
0116,2371,12000,,Funtzionarioen oinarrizko ordainsariak,151481.0,151481.0,67924.59
0116,2371,12100,,Funtzionarioen ordainsari osagarriak,186824.0,186824.0,86229.0
0116,2371,14100,,Bestelako langileak,39856.0,39856.0,42050.09
0116,2371,16000,,"Gizarte Segurantza, enpresaren kontura",101460.0,101460.0,59522.87
0116,2371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5419.0,5419.0,2931.6
0116,2371,22115,,Berariazko material teknikoa,100.0,100.0,0.0
0116,2371,22734,,Aisialdi eta denbora libreko programa,370000.0,370000.0,94370.5
0116,2371,22734,R,Aisialdi eta denbora libreko programa,0.0,15262.5,15262.5
0116,2371,22736,,Gazteria Zerbitzuaren kontratua,219801.0,219801.0,16258.67
0116,2371,22737,,Gazteen Argibideetarako Udal Bulegoa,15000.0,15000.0,2724.88
0116,2371,22775,,Gazte Plana,89540.0,89540.0,81684.18
0116,2371,41924,,Hitzarmena: Euskadiko Gazteria Kontseilua - Gazteen partaidetzaren sustapena,10500.0,10500.0,0.0
0116,2371,41924,R,Hitzarmena: Euskadiko Gazteria Kontseilua - Gazteen partaidetzaren sustapena,0.0,2100.0,0.0
0116,2371,48935,,Gazteriako dirulaguntza deialdi orokorra,30000.0,30000.0,0.0
0116,2371,48935,R,Gazteriako dirulaguntza deialdi orokorra,0.0,5400.0,4086.0
0116,2371,48936,,Irakaskuntza Ertainetako gazte informatzaileen deialdia,11000.0,11000.0,0.0
0116,2371,48936,R,Irakaskuntza Ertainetako gazte informatzaileen deialdia,0.0,5500.0,5125.0
0116,2371,62505,,Bestelako tresnak,1000.0,1000.0,0.0
0116,2371,62800,,"Argitalpenak eta liburuak erostea, Gazteen Argibideetarako Bulegorako",500.0,500.0,402.99
0125,9124,12000,,Funtzionarioen oinarrizko ordainsariak,142568.0,142568.0,61167.96
0125,9124,12100,,Funtzionarioen ordainsari osagarriak,215815.0,215815.0,89628.41
0125,9124,14100,,Bestelako langileak,75602.0,75602.0,18882.96
0125,9124,16000,,"Gizarte Segurantza, enpresaren kontura",104721.0,104721.0,43980.73
0125,9124,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7367.0,7367.0,3864.98
0126,9124,12000,,Funtzionarioen oinarrizko ordainsariak,4369.0,4369.0,0.0
0126,9124,12100,,Funtzionarioen ordainsari osagarriak,8574.0,8574.0,0.0
0126,9124,16000,,"Gizarte Segurantza, enpresaren kontura",687.0,687.0,0.0
0130,9201,11000,,Kabineteko behin-behineko langileen ordainsariak,92176.0,92176.0,45443.69
0130,9201,12000,,Funtzionarioen oinarrizko ordainsariak,229380.0,229380.0,102854.43
0130,9201,12100,,Funtzionarioen ordainsari osagarriak,336535.0,336535.0,162027.85
0130,9201,14100,,Bestelako langileak,45854.0,45854.0,27124.27
0130,9201,16000,,"Gizarte Segurantza, enpresaren kontura",142326.0,142326.0,69750.35
0130,9201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10878.0,10878.0,7833.42
0130,9201,22610,,Kalte-ordainak,1000.0,1000.0,0.0
0130,9201,22617,,"Ordainsariak, minutak",30000.0,30000.0,22188.4
0130,9201,62800,,Argitalpenak eta liburuak erostea,15000.0,15000.0,10792.21
0145,9121,11000,,Kabineteko behin-behineko langileen ordainsariak,266137.0,354036.06,114444.48
0145,9121,16000,,"Gizarte Segurantza, enpresaren kontura",48898.0,66106.72,22466.97
0160,2381,12000,,Funtzionarioen oinarrizko ordainsariak,135160.0,135160.0,57840.17
0160,2381,12100,,Funtzionarioen ordainsari osagarriak,153529.0,153529.0,67886.37
0160,2381,14100,,Bestelako langileak,72602.0,72602.0,31475.63
0160,2381,16000,,"Gizarte Segurantza, enpresaren kontura",97395.0,97395.0,45363.69
0160,2381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5986.0,5986.0,2470.52
0160,2381,22711,,Berdintasun Plana,65000.0,65000.0,18936.63
0160,2381,22712,,Jabetze feministarako eskola,217125.0,217125.0,102100.32
0160,2381,22713,,Indarkeria matxistaren prebentzioa eta arreta,80000.0,80000.0,7302.51
0160,2381,22714,,Sexu- eta genero-aniztasunerako agenda,40000.0,40000.0,8739.45
0160,2381,48120,,Hitzarmena: LGTBI behatokia,100000.0,100000.0,100000.0
0160,2381,48139,,Emakume elkarteentzako diru-laguntza deialdia,85000.0,85000.0,68000.0
0160,2381,48139,R,Emakume elkarteentzako diru-laguntza deialdia,0.0,14186.03,9103.58
0160,2381,62925,,Berdintasun eraikinak,5000.0,5000.0,0.0
0171,3351,12000,,Funtzionarioen oinarrizko ordainsariak,207515.0,207515.0,97654.82
0171,3351,12100,,Funtzionarioen ordainsari osagarriak,234770.0,234770.0,116240.36
0171,3351,14100,,Bestelako langileak,45770.0,45770.0,42260.39
0171,3351,16000,,"Gizarte Segurantza, enpresaren kontura",133438.0,133438.0,74574.18
0171,3351,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7945.0,7945.0,3953.46
0171,3351,22111,,Tresnak eta lanabesak,1500.0,1500.0,70.0
0171,3351,22707,,Izaskun arrue kulturgunearen komunikazio plana,0.0,150000.0,0.0
0171,3351,22741,,Gurasoentzako euskara eskolak,560000.0,560000.0,204178.56
0171,3351,22742,,Udal langileentzako ikastaroak,8500.0,8500.0,0.0
0171,3351,22780,,Euskara plana,195500.0,195500.0,50499.48
0171,3351,22799,,"Kanpoko itzulpenak, euskera",10000.0,10000.0,3196.65
0171,3351,41803,,Hitzarmena: Euskaltzaindia,63000.0,63000.0,50400.0
0171,3351,41803,R,Hitzarmena: Euskaltzaindia,0.0,12600.0,12600.0
0171,3351,42302,,Hitzarmena: merkataritza-ganbera,10500.0,10500.0,0.0
0171,3351,42302,R,Hitzarmena: merkataritza-ganbera,0.0,2100.0,0.0
0171,3351,48001,,"Euskara ikasteko laguntzak, herritarrentzat",150000.0,150000.0,0.0
0171,3351,48002,,Langileentzako ikasketa beka eta poltsak,30000.0,30000.0,2718.01
0171,3351,48005,,Euskararen Plan Nagusiko dirulaguntzak,120000.0,120000.0,0.0
0171,3351,48005,A,Euskararen Plan Nagusiko dirulaguntzak,0.0,4015.36,3036.52
0171,3351,48005,R,Euskararen Plan Nagusiko dirulaguntzak,0.0,19200.04,2776.4
0171,3351,48044,,Hitzarmena GEUrekin,77175.0,77175.0,61740.0
0171,3351,48044,R,Hitzarmena GEUrekin,0.0,15435.0,15435.0
0171,3351,48048,,Hitzarmena Tinko elkartearekin,10500.0,10500.0,8400.0
0171,3351,48048,R,Hitzarmena Tinko elkartearekin,0.0,2100.0,2100.0
0171,3351,48049,,Hitzarmena Euskharan elkartearekin,25000.0,25000.0,20000.0
0171,3351,48049,R,Hitzarmena Euskharan elkartearekin,0.0,5000.0,5000.0
0171,3351,48064,R,Hitzarmena: korrika,0.0,800.0,800.0
0171,3351,48065,,Hitzarmena: Euskaraldia,50000.0,50000.0,40000.0
0171,3351,48065,R,Hitzarmena: Euskaraldia,0.0,10000.0,10000.0
0171,3351,48101,,Hitzarmena: Araba Euskaraz,20000.0,20000.0,16000.0
0171,3351,48101,R,Hitzarmena: Araba Euskaraz,0.0,5000.0,5000.0
0171,3351,48103,,Hitzarmena: Lazarraga - Izaskun arrue kulturgunea,315000.0,315000.0,292950.0
0171,3351,48997,,Hitzarmena: Bai Euskarari,23100.0,23100.0,18480.0
0171,3351,48997,R,Hitzarmena: Bai Euskarari,0.0,4620.0,4620.0
0171,3351,62501,,Izaskun arrue kulturgunea,200000.0,167806.62,0.0
0171,3351,62800,,Argitalpenak eta liburuak erostea,1000.0,1000.0,0.0
0180,3293,41902,,Hitzarmena: UPV-Nazioarteko zuzenbideari buruzko ikastaroak,30000.0,30000.0,0.0
0180,3293,41902,R,Hitzarmena: UPV-Nazioarteko zuzenbideari buruzko ikastaroak,0.0,6000.0,0.0
0180,4321,22770,,Pou anaiak babestea - trango tower bidalketa,0.0,12100.0,0.0
0180,9271,12000,,Funtzionarioen oinarrizko ordainsariak,152259.0,152259.0,79340.36
0180,9271,12100,,Funtzionarioen ordainsari osagarriak,182897.0,182897.0,97905.96
0180,9271,14100,,Bestelako langileak,0.0,0.0,6075.53
0180,9271,16000,,"Gizarte Segurantza, enpresaren kontura",92673.0,92673.0,55757.72
0180,9271,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6652.0,6652.0,3886.47
0180,9271,22603,,Argitalpenak eta publizitatea,600000.0,600000.0,232378.24
0180,9271,22603,A,Argitalpenak eta publizitatea,0.0,11757.53,11757.53
0180,9271,22612,,Eguneko prentsa erostea,25000.0,25000.0,14220.35
0180,9271,22616,,Prentsa-zerbitzuak,20000.0,20000.0,12097.87
0180,9271,22616,A,Prentsa-zerbitzuak,0.0,444.01,444.01
0180,9271,22628,,Ikus-entzunezko komunikazioa,10000.0,10000.0,5916.9
0180,9271,22631,,Erakundeetako parte-hartzea,28000.0,28000.0,31157.16
0180,9271,22632,,Harpidetzak,500.0,500.0,540.0
0180,9271,22634,,Ekitaldiak antolatzea eta ordezkaritza-gastuak,100400.0,100400.0,70203.73
0180,9271,22634,A,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,5853.98,5853.98
0180,9271,22634,R,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,2712.82,2697.09
0180,9271,22645,,Legez argitaratu beharreko iragarki ofizialak,200000.0,200000.0,0.0
0180,9271,22730,,Argitalpen funtsak gordetzeko zerbitzua,20000.0,20000.0,14231.76
0180,9271,22732,,Zerbitzuak emateko kontratuak,30000.0,30000.0,1399.56
0180,9271,22732,A,Zerbitzuak emateko kontratuak,0.0,3815.15,1799.26
0180,9271,22732,R,Zerbitzuak emateko kontratuak,0.0,4954.58,0.0
0180,9271,22736,,Araski babestea - Erreginaren kopa,0.0,10000.0,10000.0
0180,9271,22799,,Itzulpen-zerbitzuak,23000.0,23000.0,14779.43
0180,9271,62505,,Bestelako tresnak,2500.0,2500.0,0.0
0181,2327,12000,,Prentsa-aretoa berritu eta eguneratzea,63570.0,63570.0,31560.45
0181,2327,12100,,Funtzionarioen oinarrizko ordainsariak,79577.0,79577.0,40472.63
0181,2327,14100,,Bestelako langileak,28659.0,28659.0,19000.26
0181,2327,16000,,"Gizarte Segurantza, enpresaren kontura",49504.0,49504.0,27248.68
0181,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1040.0,1040.0,1223.69
0181,2361,22604,,Zurrumurruen kontrako estrategia,42500.0,42500.0,8864.47
0181,2361,22608,,Informazio- eta prestakuntza-programa,30000.0,30000.0,18275.16
0181,2361,22610,,Hiri Hezitzailea,17500.0,17500.0,4504.0
0181,2361,22613,,Itzulpena eta interpretazioa,40000.0,40000.0,15200.25
0181,2361,22642,,Bizikidetza eta Aniztasun Plana,110000.0,110000.0,16429.84
0181,2361,41910,,Zurrumurruen kontrako euskal sarea,5000.0,5000.0,4000.0
0181,2361,41910,R,Zurrumurruen kontrako euskal sarea,0.0,1000.0,1000.0
0181,2361,48128,,Hitzarmena: Arabako gorrak,22000.0,22000.0,0.0
0181,2361,48128,R,Hitzarmena: Arabako gorrak,0.0,4400.0,4400.0
0181,2361,48901,,Dirulaguntza deialdi orokorra,60000.0,60000.0,0.0
0181,2361,48901,R,Dirulaguntza deialdi orokorra,0.0,11999.98,9669.74
0181,2361,48970,,Hitzarmena: Eginaren Eginez elkartea,30000.0,30000.0,24000.0
0181,2361,48970,R,Hitzarmena: Eginaren Eginez elkartea,0.0,6000.0,6000.0
0181,2361,48983,,Hitzarmena: Goian,114000.0,114000.0,91200.0
0181,2361,48983,R,Hitzarmena: Goian,0.0,22000.0,22000.0
0181,2361,48986,,Martxoaren 3aren memorialaren fundazioa,25000.0,25000.0,10000.0
0210,1502,11000,,Kabineteko behin-behineko langileen ordainsariak,83322.0,83322.0,44216.26
0210,1502,12000,,Funtzionarioen oinarrizko ordainsariak,45150.0,45150.0,0.0
0210,1502,12100,,Funtzionarioen ordainsari osagarriak,58682.0,58682.0,0.0
0210,1502,14100,,Bestelako langileak,51307.49,51307.49,0.0
0210,1502,16000,,"Gizarte Segurantza, enpresaren kontura",60697.0,60697.0,7032.11
0210,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,0.0
0210,1502,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,5000.0,5000.0,600.0
0210,1502,22111,,Tresnak,2000.0,2000.0,332.11
0210,1502,22205,,"Bilerak, hitzaldiak eta biltzarrak",5000.0,5000.0,15237.25
0210,1502,22707,,Laguntza teknikoak,4000.0,4000.0,0.0
0210,1502,23901,,Kalte-ordainak desjabetzeetako epaimahaiei,1000.0,1000.0,0.0
0211,1511,12000,,Funtzionarioen oinarrizko ordainsariak,275979.0,275979.0,147509.02
0211,1511,12100,,Funtzionarioen ordainsari osagarriak,353151.0,353151.0,191311.65
0211,1511,14100,,Bestelako langileak,90520.0,90520.0,110773.2
0211,1511,16000,,"Gizarte Segurantza, enpresaren kontura",200031.0,200031.0,130688.4
0211,1511,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15536.0,15536.0,8824.48
0211,1511,60001,,Lurzoru desjabetzeak eta erosketak,1250000.0,950000.0,64960.37
0211,1511,60926,,Apezpikutzarekiko hitzarmenak erregulatzea. Katedraleko aparkalekua,400000.0,400000.0,0.0
0211,1511,61405,,Hiriko katalogoaren berrikuspena,40000.0,40000.0,0.0
0211,1511,64202,,Eguneratze kartografikoak,93000.0,93000.0,605.0
0211,1511,64202,R,Eguneratze kartografikoak,0.0,329.15,0.0
0211,1511,64203,,Ordainsariak,40000.0,40000.0,0.0
0211,1511,64206,,HAPO berrikustea,192000.0,192000.0,143999.99
0211,1511,64208,,Hirigune historikoko plan bereziaren berrikuspena,50000.0,50000.0,0.0
0211,1511,64212,,Urbanizazio kuoten aurreikuspena,50000.0,50000.0,0.0
0211,1511,64334,,Notarioen ordainsaria. Jabetzak erregulatzeko erregistroa.,50000.0,50000.0,0.0
0213,1512,12000,,Funtzionarioen oinarrizko ordainsariak,55491.0,55491.0,262685.56
0213,1512,12100,,Funtzionarioen ordainsari osagarriak,78555.0,78555.0,343913.28
0213,1512,14100,,Bestelako langileak,55939.0,55939.0,138482.15
0213,1512,16000,,"Gizarte Segurantza, enpresaren kontura",49533.0,49533.0,217558.41
0213,1512,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,14190.45
0213,1512,22620,,Lan subsidiarioak eta eskoratzeak,50000.0,50000.0,0.0
0213,1512,22620,A,Lan subsidiarioak eta eskoratzeak,0.0,30349.39,0.0
0213,1512,22747,,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,40000.0,40000.0,0.0
0213,1512,22747,R,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,0.0,2586.37,0.0
0214,1502,62630,,Software-lizentziak,34000.0,34000.0,480.0
0214,1502,62901,,Tresneria erostea,5000.0,5000.0,0.0
0214,1502,64201,,Azterlanak eta proiektuak,30000.0,30000.0,3993.0
0214,1502,64201,R,Azterlanak eta proiektuak,0.0,27406.5,6509.8
0214,1502,64516,A,Gasteiz Antzokia,0.0,129795.68,129795.68
0214,9211,12000,,Funtzionarioen oinarrizko ordainsariak,252488.0,252488.0,104007.76
0214,9211,12100,,Funtzionarioen ordainsari osagarriak,289933.0,289933.0,127573.37
0214,9211,14100,,Beste langileak,0.0,0.0,13657.55
0214,9211,16000,,"Gizarte Segurantza, enpresaren kontura",149834.0,149834.0,69779.04
0214,9211,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9091.0,9091.0,3983.14
0214,9211,60507,,Aramangelu - abetxuko,100000.0,10000.0,0.0
0214,9211,60507,R,Aramangelu - abetxuko,0.0,74881.41,0.0
0214,9211,62215,,Udal ondareko inbertsioak,1000000.0,25000.0,4469.49
0214,9211,62215,R,Udal ondareko inbertsioak,0.0,239277.5,0.0
0214,9211,62226,,Udal etxebizitzak birgaitzea,300000.0,250000.0,0.0
0214,9211,62278,R,Animaliak babesteko zentroa,0.0,676092.03,672798.25
0214,9211,62297,,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,1000000.0,268674.65,6068.15
0214,9211,62297,A,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,0.0,180161.1,7318.08
0214,9211,62297,R,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,0.0,540449.75,0.0
0214,9211,64326,,Hirigunea biziberritzeko plana,250000.0,150000.0,0.0
0214,9211,64326,A,Hirigunea biziberritzeko plana,0.0,250000.0,1082.95
0214,9211,64326,R,Hirigunea biziberritzeko plana,0.0,327077.34,240045.2
0214,9211,64516,, gasteiz antzokia,0.0,492193.38,0.0
0214,9211,64516,A, gasteiz antzokia,0.0,930193.13,903513.19
0214,9212,62290,,Principal antzokia eraberritzea,300000.0,1621325.35,1326032.25
0214,9212,62290,R,Principal antzokia eraberritzea,0.0,645535.0,19366.05
0216,1502,12000,,Funtzionarioen oinarrizko ordainsariak,349653.0,349653.0,117667.39
0216,1502,12100,,Funtzionarioen ordainsari osagarriak,426548.0,426548.0,152125.64
0216,1502,14100,,Bestelako langileak,109441.0,109441.0,17300.89
0216,1502,16000,,"Gizarte Segurantza, enpresaren kontura",241430.0,241430.0,77814.06
0216,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13112.0,13112.0,3509.94
0218,1741,60150,,Herrietako obrak,150000.0,150000.0,6.11
0218,1741,60150,R,Herrietako obrak,0.0,524914.7,234835.88
0218,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,20000.0,20000.0,8225.01
0218,1741,73401,,Foru-planeko obren baterako finantzaketa,200000.0,170146.89,0.0
0218,1741,73401,R,Foru-planeko obren baterako finantzaketa,0.0,100000.0,0.0
0218,1741,73402,,"Arkauti/arcaute kontzeju-hitzarmena, foru-planean kofinantzatutako urbanizaziorako",0.0,29853.11,0.0
0218,1742,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,1100000.0,1100000.0,418460.65
0218,1743,21000,,Azpiegiturak eta ondasun naturalak,60000.0,60000.0,10630.22
0218,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",90000.0,90000.0,12936.66
0218,1743,21902,R,"Baso-bide, landaketak eta naturguneak mantentzea",0.0,20092.94,19858.6
0218,1743,21911,,Herrietako lorategiak onik zaintzea,308045.4,308045.4,136645.3
0218,1743,22111,,Tresnak,19000.0,19000.0,9126.86
0218,1743,22145,,Eremu hondatuak lehengoratzea,30000.0,30000.0,5610.11
0218,1743,72000,,"AFA, lursailen arteko bideak egitea",100000.0,100000.0,0.0
0218,1749,12000,,Funtzionarioen oinarrizko ordainsariak,156494.0,156494.0,69616.3
0218,1749,12100,,Funtzionarioen ordainsari osagarriak,208432.0,208432.0,104384.1
0218,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,129103.0,129103.0,63779.73
0218,1749,16000,,"Gizarte Segurantza, enpresaren kontura",136020.0,136020.0,69545.08
0218,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9286.0,9286.0,3717.0
0218,1749,48112,,Hitzarmena: Kontzejuen elkartea,115000.0,115000.0,0.0
0218,1749,48112,R,Hitzarmena: Kontzejuen elkartea,0.0,23000.0,23000.0
0218,1749,78919,,Dirulaguntzak: gizarte zentroak,60000.0,60000.0,0.0
0218,1749,78919,R,Dirulaguntzak: gizarte zentroak,0.0,40000.0,40000.0
022201,1691,12000,,Funtzionarioen oinarrizko ordainsariak,139107.0,139107.0,91878.28
022201,1691,12100,,Funtzionarioen ordainsari osagarriak,179453.0,179453.0,121155.96
022201,1691,14100,,Bestelako langileak,96749.0,96749.0,81625.22
022201,1691,16000,,"Gizarte Segurantza, enpresaren kontura",134189.0,134189.0,67667.75
022201,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6807.0,6807.0,3716.86
022201,1721,60305,,Gardelegiko zabortegiko instalazioak,20000.0,279434.16,0.0
022201,1722,62916,,Zabortegiaren ingurumen kalitatea,75000.0,75000.0,3267.0
022201,1722,62916,R,Zabortegiaren ingurumen kalitatea,0.0,4564.12,3388.0
022203,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,10162598.28,10752079.28,4167186.49
022203,1621,22703,,Bilketa pneumatikoaren kontratua alde zaharrean,1520371.0,1520371.0,577312.35
022203,1621,22703,R,Bilketa pneumatikoaren kontratua alde zaharrean,0.0,251521.98,0.0
022203,1621,22704,,Bilketa pneumatikoaren energia elektrikoaren hornidura,880000.0,783997.0,188462.67
022203,1621,22715,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,492627.7,492627.7,98114.57
022203,1621,22715,A,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,3131.04,3131.04
022203,1621,22715,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,51668.55,18199.5
022203,1621,22724,,Garbiguneak ustiatzeko kontratua,511138.19,511138.19,212974.25
022203,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,165000.0,0.0
022203,1622,22699,,Bestelako hainbat gastu,0.0,96003.0,96003.0
022203,1622,22707,,Dibertsitatea kontserbatzeko azterlanak,40800.81,40800.81,2801.63
022203,1622,22707,R,Dibertsitatea kontserbatzeko azterlanak,0.0,60616.31,0.0
022203,1622,22723,,Zabortegia ustiatzeko kontratua,1500000.0,1500000.0,600602.86
022203,1623,22111,,Tresnak,0.0,5000.0,75.5
022203,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,8889462.92,8889462.92,2924506.86
022203,1623,22710,,Tamaina handikoen bilketarako kontratua,1562302.7,1562302.7,650959.65
022203,1623,47133,,"Hitzarmena, Vital Fundazioa, 0 plastiko",20000.0,20000.0,0.0
022203,1623,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",50000.0,50000.0,0.0
022203,1623,60907,R,"Uraren, airearen eta lurraren kalitatea kontrolatzea",0.0,50000.0,0.0
022203,1631,22700,,Kale-garbiketa,15326737.8,16423897.7,6258417.95
022203,1631,22701,,Graffiti aurkako plana,97100.0,97100.0,0.0
022203,1722,12000,,Funtzionarioen oinarrizko ordainsariak,193803.0,193803.0,88478.33
022203,1722,12100,,Funtzionarioen ordainsari osagarriak,243334.0,243334.0,123716.41
022203,1722,14100,,Bestelako langileak,34226.0,34226.0,65173.03
022203,1722,16000,,"Gizarte Segurantza, enpresaren kontura",137321.0,137321.0,80882.18
022203,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7797.0,7797.0,4714.79
022204,1711,12000,,Funtzionarioen oinarrizko ordainsariak,70437.0,70437.0,29927.99
022204,1711,12100,,Funtzionarioen ordainsari osagarriak,85589.0,85589.0,39502.25
022204,1711,13000,,Lan-kontratudun langile finkoen ordainsariak,93062.0,93062.0,45028.63
022204,1711,16000,,"Gizarte Segurantza, enpresaren kontura",70561.0,70561.0,32225.43
022204,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4270.0,4270.0,2124.71
022204,1711,21073,,Arboretoa onik zaintzea,26250.0,26250.0,15670.73
022204,1711,21074,,Kanpoko Eraztun Berdea onik zaintzeko lanak,400000.0,400000.0,100253.16
022204,1711,21074,R,Kanpoko Eraztun Berdea onik zaintzeko lanak,0.0,13632.88,0.0
022204,1711,22663,,Jabari publikoko kanon. Elorriaga-Arkaute,10954.6,10954.6,0.0
022204,1711,22699,,Ekonomia zirkularraren estrategia,55000.0,50000.0,2593.11
022204,1711,60916,,Tokiko (Hiriko) 2030 Agenda ,85000.0,76334.38,4452.0
022204,1711,60931,R,Eu-tokiko hiri-agenda vg ekintza-plana,0.0,41699.62,0.0
022204,1711,62219,R,C.M.A.S egokitzeko obrak,0.0,1200000.0,0.0
022204,1711,62800,,Harpidetzak,700.0,700.0,0.0
022204,1711,64305,,Klimaren eta energia iraunkorraren aldeko ekintza plana,85000.0,40000.0,0.0
022204,1711,64305,R,Klima eta energia jasangarriko ekintza plana,0.0,16940.0,0.0
022204,1711,64306,,Eguzki-plaka fotovoltaikoak instalatzea,1000000.0,460000.0,0.0
022204,1711,64319,,Eremu elektromagnetikoak kontrolatzeko sarea,10000.0,10000.0,0.0
022204,1711,64319,R,Eremu elektromagnetikoak kontrolatzeko sarea,0.0,4089.8,0.0
022204,1711,64321,,Energia berriztagarrien plana,175000.0,75000.0,8578.5
022204,1711,64321,R,Energia berriztagarrien plana,0.0,100000.0,0.0
022204,1711,64336,,Trantsizio energetikorako inbertsioak,500000.0,4402.0,0.0
022204,1711,64336,A,Trantsizio energetikorako inbertsioak,0.0,104821.95,0.0
022204,1711,64336,R,Trantsizio energetikorako inbertsioak,0.0,332841.89,63154.74
022204,1711,64337,,Misio klimatikoak,100000.0,10000.0,0.0
022204,1711,64338,,Ingurumenarekiko sentsibilizazio plana (KONPONDU),60000.0,15000.0,0.0
022204,1711,78004,,Diru-laguntza: isolamendu akustikorako plana,200000.0,200000.0,0.0
