#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2023eko Hasierako kreditua,2023eko Behin-betiko kreditua,O
0171,3351,48044,,Hitzarmena GEUrekin,77175.0,77175.0,61740.0
0171,3351,48044,R,Hitzarmena GEUrekin,0.0,15435.0,15435.0
0171,3351,48048,,Hitzarmena Tinko elkartearekin,10500.0,10500.0,8400.0
0171,3351,48048,R,Hitzarmena Tinko elkartearekin,0.0,2100.0,2100.0
0171,3351,48049,,Hitzarmena Euskharan elkartearekin,25000.0,25000.0,20000.0
0171,3351,48049,R,Hitzarmena Euskharan elkartearekin,0.0,5000.0,5000.0
0171,3351,48064,R,Hitzarmena: korrika,0.0,800.0,800.0
0171,3351,48065,,Hitzarmena: Euskaraldia,50000.0,50000.0,40000.0
0171,3351,48065,R,Hitzarmena: Euskaraldia,0.0,10000.0,10000.0
0171,3351,48101,,Hitzarmena: Araba Euskaraz,20000.0,20000.0,16000.0
0171,3351,48101,R,Hitzarmena: Araba Euskaraz,0.0,5000.0,5000.0
0171,3351,48103,,Hitzarmena: Lazarraga - Izaskun arrue kulturgunea,315000.0,315000.0,292950.0
0171,3351,48997,,Hitzarmena: Bai Euskarari,23100.0,23100.0,18480.0
0171,3351,48997,R,Hitzarmena: Bai Euskarari,0.0,4620.0,4620.0
0171,3351,62501,,Izaskun arrue kulturgunea,200000.0,157806.62,133463.3
0171,3351,62800,,Argitalpenak eta liburuak erostea,1000.0,1000.0,61.29
0180,3293,41902,,Hitzarmena: UPV-Nazioarteko zuzenbideari buruzko ikastaroak,30000.0,30000.0,24000.0
0180,3293,41902,R,Hitzarmena: UPV-Nazioarteko zuzenbideari buruzko ikastaroak,0.0,6000.0,4027.29
0180,4321,22770,,Pou anaiak babestea - trango tower bidalketa,0.0,12100.0,11999.99
0180,9271,12000,,Funtzionarioen oinarrizko ordainsariak,152259.0,152259.0,160377.89
0180,9271,12100,,Funtzionarioen ordainsari osagarriak,182897.0,182897.0,193338.38
0180,9271,14100,,Bestelako langileak,0.0,0.0,29450.37
0180,9271,16000,,"Gizarte Segurantza, enpresaren kontura",92673.0,92673.0,117474.03
0180,9271,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6652.0,6652.0,7772.94
0180,9271,22603,,Argitalpenak eta publizitatea,600000.0,600000.0,737239.8
0180,9271,22603,A,Argitalpenak eta publizitatea,0.0,11757.53,11757.53
0180,9271,22612,,Eguneko prentsa erostea,25000.0,25000.0,33020.02
0180,9271,22616,,Prentsa-zerbitzuak,20000.0,20000.0,27606.05
0180,9271,22616,A,Prentsa-zerbitzuak,0.0,444.01,444.01
0180,9271,22628,,Ikus-entzunezko komunikazioa,10000.0,30000.0,11906.4
0180,9271,22631,,Erakundeetako parte-hartzea,28000.0,28000.0,47284.69
0180,9271,22632,,Harpidetzak,500.0,500.0,540.0
0180,9271,22634,,Ekitaldiak antolatzea eta ordezkaritza-gastuak,100400.0,100400.0,150595.04
0180,9271,22634,A,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,5853.98,5853.98
0180,9271,22634,R,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,2712.82,2712.82
0180,9271,22645,,Legez argitaratu beharreko iragarki ofizialak,200000.0,200000.0,0.0
0180,9271,22730,,Argitalpen funtsak gordetzeko zerbitzua,20000.0,20000.0,24802.43
0180,9271,22732,,Zerbitzuak emateko kontratuak,30000.0,30000.0,4614.92
0180,9271,22732,A,Zerbitzuak emateko kontratuak,0.0,3815.15,3158.08
0180,9271,22732,R,Zerbitzuak emateko kontratuak,0.0,4954.58,0.0
0180,9271,22736,,Araski babestea - Erreginaren kopa,0.0,10000.0,10000.0
0180,9271,22799,,Itzulpen-zerbitzuak,23000.0,23000.0,24560.95
0180,9271,62505,,Bestelako tresnak,2500.0,6500.0,5856.01
0181,2327,12000,,Prentsa-aretoa berritu eta eguneratzea,63570.0,63570.0,63823.59
0181,2327,12100,,Funtzionarioen oinarrizko ordainsariak,79577.0,79577.0,83177.02
0181,2327,14100,,Bestelako langileak,28659.0,28659.0,41998.77
0181,2327,16000,,"Gizarte Segurantza, enpresaren kontura",49504.0,49504.0,55811.58
0181,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1040.0,1040.0,1882.6
0181,2361,22604,,Zurrumurruen kontrako estrategia,42500.0,42500.0,48464.23
0181,2361,22608,,Informazio- eta prestakuntza-programa,30000.0,30000.0,18552.64
0181,2361,22610,,Hiri Hezitzailea,17500.0,17500.0,16152.5
0181,2361,22613,,Itzulpena eta interpretazioa,40000.0,40000.0,35493.16
0181,2361,22642,,Bizikidetza eta Aniztasun Plana,110000.0,110000.0,68370.43
0181,2361,41910,,Zurrumurruen kontrako euskal sarea,5000.0,5000.0,4000.0
0181,2361,41910,R,Zurrumurruen kontrako euskal sarea,0.0,1000.0,1000.0
0181,2361,48128,,Hitzarmena: Arabako gorrak,22000.0,22000.0,17600.0
0181,2361,48128,R,Hitzarmena: Arabako gorrak,0.0,4400.0,4400.0
0181,2361,48901,,Dirulaguntza deialdi orokorra,60000.0,60000.0,48000.01
0181,2361,48901,R,Dirulaguntza deialdi orokorra,0.0,11999.98,10436.86
0181,2361,48970,,Hitzarmena: Eginaren Eginez elkartea,30000.0,30000.0,24000.0
0181,2361,48970,R,Hitzarmena: Eginaren Eginez elkartea,0.0,6000.0,6000.0
0181,2361,48983,,Hitzarmena: Goian,114000.0,114000.0,91200.0
0181,2361,48983,R,Hitzarmena: Goian,0.0,22000.0,22000.0
0181,2361,48986,,Martxoaren 3aren memorialaren fundazioa,25000.0,25000.0,10000.0
0210,1502,11000,,Kabineteko behin-behineko langileen ordainsariak,83322.0,165328.48,45185.28
0210,1502,12000,,Funtzionarioen oinarrizko ordainsariak,45150.0,45150.0,25454.8
0210,1502,12100,,Funtzionarioen ordainsari osagarriak,58682.0,58682.0,42767.48
0210,1502,14100,,Bestelako langileak,51307.49,51307.49,0.0
0210,1502,16000,,"Gizarte Segurantza, enpresaren kontura",60697.0,74830.84,17692.17
0210,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,1267.97
0210,1502,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,5000.0,5000.0,380.01
0210,1502,22111,,Tresnak,2000.0,2000.0,659.71
0210,1502,22205,,"Bilerak, hitzaldiak eta biltzarrak",5000.0,5000.0,18187.22
0210,1502,22707,,Laguntza teknikoak,4000.0,4000.0,1960.2
0210,1502,23901,,Kalte-ordainak desjabetzeetako epaimahaiei,1000.0,1000.0,864.0
0211,1511,12000,,Funtzionarioen oinarrizko ordainsariak,275979.0,275979.0,312938.03
0211,1511,12100,,Funtzionarioen ordainsari osagarriak,353151.0,353151.0,396830.45
0211,1511,14100,,Bestelako langileak,90520.0,90520.0,183594.4
0211,1511,16000,,"Gizarte Segurantza, enpresaren kontura",200031.0,200031.0,261942.7
0211,1511,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15536.0,15536.0,17648.96
0211,1511,60001,,Lurzoru desjabetzeak eta erosketak,1250000.0,491511.46,421125.51
0211,1511,60926,,Apezpikutzarekiko hitzarmenak erregulatzea. Katedraleko aparkalekua,400000.0,240000.0,0.0
0211,1511,61405,,Hiriko katalogoaren berrikuspena,40000.0,0.0,0.0
0211,1511,64202,,Eguneratze kartografikoak,93000.0,21145.0,10381.8
0211,1511,64202,R,Eguneratze kartografikoak,0.0,329.15,0.0
0211,1511,64203,,Ordainsariak,40000.0,40000.0,4961.0
0211,1511,64206,,HAPO berrikustea,192000.0,192000.0,191999.99
0211,1511,64208,,Hirigune historikoko plan bereziaren berrikuspena,50000.0,50000.0,45000.0
0211,1511,64212,,Urbanizazio kuoten aurreikuspena,50000.0,50000.0,0.0
0211,1511,64334,,Notarioen ordainsaria. Jabetzak erregulatzeko erregistroa.,50000.0,20000.0,0.0
0213,1512,12000,,Funtzionarioen oinarrizko ordainsariak,55491.0,55491.0,540655.62
0213,1512,12100,,Funtzionarioen ordainsari osagarriak,78555.0,78555.0,692034.93
0213,1512,14100,,Bestelako langileak,55939.0,55939.0,289845.25
0213,1512,16000,,"Gizarte Segurantza, enpresaren kontura",49533.0,210117.76,442876.04
0213,1512,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,27165.18
0213,1512,22620,,Lan subsidiarioak eta eskoratzeak,50000.0,50000.0,0.0
0213,1512,22620,A,Lan subsidiarioak eta eskoratzeak,0.0,30349.39,0.0
0213,1512,22747,,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,40000.0,40000.0,0.0
0213,1512,22747,R,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,0.0,2586.37,0.0
0214,1502,62630,,Software-lizentziak,34000.0,671.76,480.0
0214,1502,62901,,Tresneria erostea,5000.0,5000.0,0.0
0214,1502,64201,,Azterlanak eta proiektuak,30000.0,30000.0,6794.98
0214,1502,64201,R,Azterlanak eta proiektuak,0.0,27406.5,27406.5
0214,1502,64516,A,Gasteiz Antzokia,0.0,129795.68,129795.68
0214,9210,60205,,EU Maturana-Berastegi jauregia birgaitzea,0.0,1491820.0,0.0
0214,9211,12000,,Funtzionarioen oinarrizko ordainsariak,252488.0,252488.0,218651.17
0214,9211,12100,,Funtzionarioen ordainsari osagarriak,289933.0,289933.0,263480.49
0214,9211,14100,,Beste langileak,0.0,0.0,13727.65
0214,9211,16000,,"Gizarte Segurantza, enpresaren kontura",149834.0,149834.0,140582.04
0214,9211,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9091.0,9091.0,7966.28
0214,9211,60507,,Aramangelu - abetxuko,100000.0,0.0,0.0
0214,9211,60507,R,Aramangelu - abetxuko,0.0,74881.41,0.0
0214,9211,62215,,Udal ondareko inbertsioak,1000000.0,25000.0,10770.97
0214,9211,62215,R,Udal ondareko inbertsioak,0.0,239277.5,17644.27
0214,9211,62226,,Udal etxebizitzak birgaitzea,300000.0,248050.0,0.0
0214,9211,62278,,Animaliak babesteko zentroa,0.0,130242.29,130049.94
0214,9211,62278,R,Animaliak babesteko zentroa,0.0,676092.03,672798.25
0214,9211,62297,,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,1000000.0,39593.08,6068.15
0214,9211,62297,A,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,0.0,180161.1,180161.1
0214,9211,62297,R,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,0.0,540449.75,479949.74
0214,9211,64326,,Hirigunea biziberritzeko plana,250000.0,138437.84,44992.3
0214,9211,64326,A,Hirigunea biziberritzeko plana,0.0,175000.0,52839.36
0214,9211,64326,R,Hirigunea biziberritzeko plana,0.0,327077.34,240045.2
0214,9211,64516,, gasteiz antzokia,0.0,492193.38,492193.38
0214,9211,64516,A, gasteiz antzokia,0.0,930193.13,913314.19
0214,9212,62290,,Principal antzokia eraberritzea,300000.0,1772361.24,1406128.71
0214,9212,62290,R,Principal antzokia eraberritzea,0.0,645535.0,342133.55
0216,1502,12000,,Funtzionarioen oinarrizko ordainsariak,349653.0,349653.0,231362.36
0216,1502,12100,,Funtzionarioen ordainsari osagarriak,426548.0,426548.0,297404.03
0216,1502,14100,,Bestelako langileak,109441.0,109441.0,34826.42
0216,1502,16000,,"Gizarte Segurantza, enpresaren kontura",241430.0,241430.0,153732.34
0216,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13112.0,13112.0,6556.5
0218,1741,60150,,Herrietako obrak,150000.0,150000.0,92604.69
0218,1741,60150,R,Herrietako obrak,0.0,524914.7,520349.12
0218,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,20000.0,20000.0,12945.63
0218,1741,73401,,Foru-planeko obren baterako finantzaketa,200000.0,170146.89,0.0
0218,1741,73401,R,Foru-planeko obren baterako finantzaketa,0.0,100000.0,0.0
0218,1741,73402,,"Arkauti/arcaute kontzeju-hitzarmena, foru-planean kofinantzatutako urbanizaziorako",0.0,29853.11,14926.55
0218,1742,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,1100000.0,1100000.0,1006327.56
0218,1743,21000,,Azpiegiturak eta ondasun naturalak,60000.0,60000.0,75916.7
0218,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",90000.0,90000.0,89104.84
0218,1743,21902,R,"Baso-bide, landaketak eta naturguneak mantentzea",0.0,20092.94,19858.6
0218,1743,21911,,Herrietako lorategiak onik zaintzea,308045.4,308045.4,327948.72
0218,1743,22111,,Tresnak,19000.0,19000.0,11690.68
0218,1743,22145,,Eremu hondatuak lehengoratzea,30000.0,30000.0,25425.29
0218,1743,72000,,"AFA, lursailen arteko bideak egitea",100000.0,100000.0,0.0
0218,1749,12000,,Funtzionarioen oinarrizko ordainsariak,156494.0,156494.0,134660.78
0218,1749,12100,,Funtzionarioen ordainsari osagarriak,208432.0,208432.0,204556.06
0218,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,129103.0,129103.0,129163.17
0218,1749,16000,,"Gizarte Segurantza, enpresaren kontura",136020.0,136020.0,136135.93
0218,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9286.0,9286.0,7716.39
0218,1749,48112,,Hitzarmena: Kontzejuen elkartea,115000.0,115000.0,92000.0
0218,1749,48112,R,Hitzarmena: Kontzejuen elkartea,0.0,23000.0,23000.0
0218,1749,78919,,Dirulaguntzak: gizarte zentroak,60000.0,60000.0,0.0
0218,1749,78919,R,Dirulaguntzak: gizarte zentroak,0.0,40000.0,40000.0
022201,1691,12000,,Funtzionarioen oinarrizko ordainsariak,139107.0,139107.0,153849.5
022201,1691,12100,,Funtzionarioen ordainsari osagarriak,179453.0,179453.0,204918.65
022201,1691,14100,,Bestelako langileak,96749.0,96749.0,154742.34
022201,1691,16000,,"Gizarte Segurantza, enpresaren kontura",134189.0,134189.0,143917.69
022201,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6807.0,6807.0,7974.33
022201,1721,60305,,Gardelegiko zabortegiko instalazioak,20000.0,279434.16,57395.25
022201,1722,22600,,Micat proiektuaren gastuak,0.0,4500.0,2754.5
022201,1722,62916,,Zabortegiaren ingurumen kalitatea,75000.0,75000.0,3784.88
022201,1722,62916,R,Zabortegiaren ingurumen kalitatea,0.0,4564.12,4564.12
022202,1722,22600,,Urbanew hainbat gastu,0.0,84525.0,5346.0
022203,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,10162598.28,10988804.05,10590324.33
022203,1621,22703,,Bilketa pneumatikoaren kontratua alde zaharrean,1520371.0,1520371.0,1578395.97
022203,1621,22703,R,Bilketa pneumatikoaren kontratua alde zaharrean,0.0,22641.34,23943.34
022203,1621,22704,,Bilketa pneumatikoaren energia elektrikoaren hornidura,880000.0,568958.14,483045.28
022203,1621,22715,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,492627.7,492627.7,269629.45
022203,1621,22715,A,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,3131.04,3131.04
022203,1621,22715,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,51668.55,41233.04
022203,1621,22724,,Garbiguneak ustiatzeko kontratua,511138.19,511138.19,511138.19
022203,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,165000.0,66158.0
022203,1622,22699,,Bestelako hainbat gastu,0.0,96003.0,96003.0
022203,1622,22707,,Dibertsitatea kontserbatzeko azterlanak,40800.81,40800.81,42291.07
022203,1622,22707,R,Dibertsitatea kontserbatzeko azterlanak,0.0,60616.31,27233.15
022203,1622,22723,,Zabortegia ustiatzeko kontratua,1500000.0,1500000.0,1527736.12
022203,1623,22111,,Tresnak,0.0,5000.0,965.48
022203,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,8889462.92,8889462.92,9226482.08
022203,1623,22710,,Tamaina handikoen bilketarako kontratua,1562302.7,1562302.7,1562302.7
022203,1623,47133,,"Hitzarmena, Vital Fundazioa, 0 plastiko",20000.0,20000.0,16054.95
022203,1623,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",50000.0,50000.0,8545.63
022203,1623,60907,R,"Uraren, airearen eta lurraren kalitatea kontrolatzea",0.0,50000.0,44999.99
022203,1631,22700,,Kale-garbiketa,15326737.8,16864497.03,16117336.75
022203,1631,22701,,Graffiti aurkako plana,97100.0,97100.0,40988.52
022203,1722,12000,,Funtzionarioen oinarrizko ordainsariak,193803.0,193803.0,177093.38
022203,1722,12100,,Funtzionarioen ordainsari osagarriak,243334.0,243334.0,240541.65
022203,1722,14100,,Bestelako langileak,34226.0,34226.0,147696.41
022203,1722,16000,,"Gizarte Segurantza, enpresaren kontura",137321.0,137321.0,168877.59
022203,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7797.0,7797.0,10428.97
022204,1711,12000,,Funtzionarioen oinarrizko ordainsariak,70437.0,70437.0,63753.3
022204,1711,12100,,Funtzionarioen ordainsari osagarriak,85589.0,85589.0,82474.34
022204,1711,13000,,Lan-kontratudun langile finkoen ordainsariak,93062.0,93062.0,93325.75
022204,1711,16000,,"Gizarte Segurantza, enpresaren kontura",70561.0,70561.0,67468.52
022204,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4270.0,4270.0,4249.42
022204,1711,21073,,Arboretoa onik zaintzea,26250.0,43550.0,36633.78
022204,1711,21074,,Kanpoko Eraztun Berdea onik zaintzeko lanak,400000.0,400000.0,343481.43
022204,1711,21074,R,Kanpoko Eraztun Berdea onik zaintzeko lanak,0.0,13632.88,13632.88
022204,1711,22663,,Jabari publikoko kanon. Elorriaga-Arkaute,10954.6,10954.6,0.0
022204,1711,22699,,Ekonomia zirkularraren estrategia,55000.0,50000.0,18224.11
022204,1711,60916,,Tokiko (Hiriko) 2030 Agenda ,85000.0,76334.38,4452.0
022204,1711,60931,R,Eu-tokiko hiri-agenda vg ekintza-plana,0.0,41699.62,0.0
022204,1711,62219,R,C.M.A.S egokitzeko obrak,0.0,1200000.0,0.0
022204,1711,62800,,Harpidetzak,700.0,700.0,0.0
022204,1711,64305,,Klimaren eta energia iraunkorraren aldeko ekintza plana,85000.0,40000.0,0.0
022204,1711,64305,R,Klima eta energia jasangarriko ekintza plana,0.0,16940.0,16940.0
022204,1711,64306,,Eguzki-plaka fotovoltaikoak instalatzea,1000000.0,216292.81,0.0
022204,1711,64319,,Eremu elektromagnetikoak kontrolatzeko sarea,10000.0,10000.0,0.0
