#Económico,Denominacion Aplicacion Ingresos,Crédito Inicial,C.DEFINITVO,DRN NETOS
34013,Cursos y talleres de Cultura,300000.0,300000.0,302845.8
34014,Taquillas  teatro,350000.0,350000.0,221719.34
34015,Prestación de servicios de ludotecas,0.0,0.0,12083.05
34016,Prestamos de material audiovisual e iluminación de Juventud,8000.0,8000.0,8105.88
34018,Talleres de Presidencia,285000.0,285000.0,251476.74
34020,Abonados a campañas deportivas,1250000.0,1250000.0,1111372.15
34021,Precio prestación Servicio Médico,62000.0,62000.0,10065.0
34023,Estancia en el C.A.M.A.S.,40000.0,40000.0,51448.36
34025,Comidas centro socioculturales de mayores,400000.0,400000.0,414482.7
34026,Liquidación estancias en residencias 3ª edad,60000.0,60000.0,63673.9
34032,Venta de entradas presidencia,0.0,0.0,6250.94
34038,Servicio de bodas,30000.0,30000.0,23400.5
34039,Compensación gastos de gestión,1000000.0,1000000.0,872744.96
34040,Ingresos nueva Estación de autobuses,580000.0,580000.0,816243.73
36002,Cuotas de urbanización,350000.0,350000.0,0.0
36003,Cuota Unespa y compañías no conveniadas,975000.0,975000.0,948975.46
38001,Reintegro por pagos,700000.0,700000.0,899062.13
38002,Reintegros gastos por publicaciones en anuncios,50000.0,50000.0,74216.12
38003,Reintegro de gastos o indemnizaciones de cias. aseguradoras,215052.15,527603.13,805133.57
38004,Reintegros por costas de la vía de apremio,8000.0,8000.0,16025.21
38005,Reintegro indemnizaciones vía judicial,15000.0,15000.0,12421.51
38008,Reintegros en explotaciones de servicios,0.0,0.0,79266.79
39101,Multas por infracciones de tráfico,5480000.0,5480000.0,5206272.45
39102,Sanciones por infracciones de inspección de tributos,700000.0,700000.0,988751.83
39103,Sanciones por incumplimientos contractuales,40000.0,40000.0,493698.43
39201,Recargos de apremio,950000.0,950000.0,912289.49
39401,Daños en vía pública por accidentes de vehículos,100000.0,100000.0,142017.0
39402,Daños en bienes mpales. por actos vandálicos,5000.0,5000.0,9365.61
39403,Actuaciones del SEIS por limpieza de calzadas por accidente,0.0,0.0,209.02
39404,Ingresos ejecuciones subsidiarias,113004.93,113004.93,69805.8
39405,Ingresos derivados de costas judiciales,25000.0,25000.0,1906.93
39601,Ingresos  empresas de telefonía,850000.0,850000.0,980299.72
39901,Donativos,2000.0,2000.0,1066.82
39902,Otros ingresos diversos,50000.0,50000.0,89677.88
39903,Intereses demora ejercicios anteriores,4000.0,4000.0,-7126.16
39906,Donativos Belén de La Florida,11226.13,24900.07,13673.94
39907,Ingresos rifa San Antón,1.0,1.0,14129.6
39909,Participación ingresos aparcamientos,200000.0,200000.0,2260.07
40000,De la Administración General,133810.64,133810.64,63844.4
41000,Del Gobierno Vasco,16840266.4,17420266.4,14483360.84
42000,De la Diputación Foral de Álava,10247664.42,10372694.34,9473297.99
42001,FOFEL,157011216.15,157011216.15,157136326.12
42003,Impuestos no concertados,300000.0,300000.0,373845.21
47000,De empresas,0.0,40000.0,95000.0
48000,De familias,0.0,0.0,0.0
49000,De entes de la Unión Europea,729694.51,744394.51,8812.5
52500,Intereses en cajas y bancos ayuntamiento,5000.0,5000.0,5252.7
53200,De otras empresas,0.0,571266.0,571287.81
54001,Rentas arrendamientos fincas urbanas ayto,150000.0,150000.0,127490.83
54002,Arrendamiento locales semillero de empresas,100000.0,100000.0,119536.67
54004,Explotación servicios hostelería en inmuebles municipales,0.0,0.0,31320.76
54200,De terrenos rústicos,32.41,32.41,2857.24
55000,Productos de concesiones,1880000.0,1880000.0,895641.71
55004,Cesión de uso plazas aparcamiento,0.0,0.0,64570.01
59001,Utilización instalaciones parque de bomberos,400.0,400.0,0.0
59002,Utilización de terrenos,40000.0,40000.0,38914.96
60900,De terrenos-enajenación de parcelas municipales,1430000.0,1430000.0,313868.7
61200,De edificios y otras construcciones,2600000.0,2600000.0,1047069.0
65000,Cuotas de urbanización,0.0,0.0,350602.37
71000,Del Gobierno Vasco,4131000.0,5181000.0,4360761.04
72000,De la Diputación Foral de Álava,2500000.0,2500000.0,3100000.0
73000,Entes públicos dentro término municipal,0.0,0.0,43070.87
87200,Remanentes de tesorería para gastos generales,0.0,1386648.64,0.0
87210,Remanente de tesorería para gastos con financiación afectada,0.0,2667059.49,0.0
93301,Préstamos para la financiación de inversiones,12000000.0,12000000.0,12000000.0
