#Organikoa,Funtzionala,Ekonomikoa,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0411,6111,12000,Funtzionarioen oinarrizko ordainsariak,25226.0,25226.0,61824.64
0411,6111,12100,Funtzionarioen ordainsari osagarriak,30281.0,30281.0,95943.7
0411,6111,14100,Bestelako langileak,79043.0,79043.0,0.0
0411,6111,16000,"Gizarte Segurantza, enpresaren kontura",33232.0,33232.0,32198.7
0411,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",1400.0,1400.0,154.98
0412,6111,12000,Funtzionarioen oinarrizko ordainsariak,77988.0,77988.0,69184.05
0412,6111,12100,Funtzionarioen ordainsari osagarriak,81900.0,81900.0,101588.95
0412,6111,16000,"Gizarte Segurantza, enpresaren kontura",34111.0,34111.0,39021.94
0412,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",1400.0,1400.0,799.67
0414,6111,12000,Funtzionarioen oinarrizko ordainsariak,45824.0,45824.0,41075.51
0414,6111,12100,Funtzionarioen ordainsari osagarriak,70056.0,70056.0,73410.95
0414,6111,14100,Bestelako langileak,161599.0,161599.0,41334.48
0414,6111,16000,"Gizarte Segurantza, enpresaren kontura",53397.0,53397.0,31751.0
0414,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",1400.0,1400.0,82.64
0415,6111,12000,Funtzionarioen oinarrizko ordainsariak,215932.0,215932.0,79365.54
0415,6111,12100,Funtzionarioen ordainsari osagarriak,215099.0,215099.0,126515.85
0415,6111,16000,"Gizarte Segurantza, enpresaren kontura",98306.0,98306.0,49867.6
0415,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",5649.0,5649.0,2099.81
0416,6111,12000,Funtzionarioen oinarrizko ordainsariak,50597.0,50597.0,63594.83
0416,6111,12100,Funtzionarioen ordainsari osagarriak,112683.0,112683.0,105701.32
0416,6111,14100,Bestelako langileak,42124.0,42124.0,40348.2
0416,6111,16000,"Gizarte Segurantza, enpresaren kontura",35833.0,35833.0,46818.89
0416,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",2800.0,2800.0,289.27
0417,6111,12000,Funtzionarioen oinarrizko ordainsariak,64932.0,64932.0,52097.28
0417,6111,12100,Funtzionarioen ordainsari osagarriak,80535.0,80535.0,95649.12
0417,6111,16000,"Gizarte Segurantza, enpresaren kontura",31811.0,31811.0,32453.22
0417,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",3638.0,3638.0,248.32
0418,6111,12000,Funtzionarioen oinarrizko ordainsariak,1080783.0,1080783.0,908752.57
0418,6111,12100,Funtzionarioen ordainsari osagarriak,1347217.0,1347217.0,1375297.06
0418,6111,14100,Bestelako langileak,671726.0,671726.0,556221.67
0418,6111,16000,"Gizarte Segurantza, enpresaren kontura",867189.0,867189.0,856628.85
0418,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",74074.0,74074.0,9684.17
0419,6111,12000,Funtzionarioen oinarrizko ordainsariak,51705.0,51705.0,0.0
0419,6111,12100,Funtzionarioen ordainsari osagarriak,66647.0,66647.0,0.0
0419,6111,16000,"Gizarte Segurantza, enpresaren kontura",19342.0,19342.0,0.0
0419,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",2800.0,2800.0,0.0
0810,7211,12000,Funtzionarioen oinarrizko ordainsariak,269606.0,269606.0,211003.79
0810,7211,12100,Funtzionarioen ordainsari osagarriak,352090.0,352090.0,331880.63
0810,7211,14100,Bestelako langileak,141216.0,141216.0,54478.56
