#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
34037,Argitalpenen salmenta,0.0,0.0,0.0
34038,Ezkontza-zerbitzua,30000.0,30000.0,54240.0
36002,Urbanizazio-kuotak,1.0,1.0,-180998.78
36003,Unespa eta hitzartu gabeko konpainien kuota,950000.0,950000.0,887562.89
38001,Okerreko ordainketak itzultzea,450000.0,450000.0,884461.47
38002,Iragarki-argitalpenen gastuak itzultzea,2000.0,2000.0,58584.3
38003,Aseguru-etxeek gastu eta kalte-ordainak itzultzea,1.0,34001.0,227990.77
38004,Premiamendu-bideko kostuak itzultzea,20000.0,20000.0,39754.32
38005,Bide judizialeko kalte-ordainak itzultzea,10000.0,10000.0,15007.66
39101,Trafiko arau-hausteengatiko isunak,6500000.0,6500000.0,5865146.56
39102,Zerga-ikuskaritzako arau-hausteengatiko isunak,700000.0,700000.0,695679.57
39103,Kontratua ez betetzeagatiko zigorrak,40000.0,98807.9,107809.81
39201,Premiamendu-gainordainak,1000000.0,1000000.0,1062467.91
39401,Auto-istripuek bide publikoan eragindako kalteak,100000.0,100000.0,132690.44
39402,Ekintza basatiek ondasunetan eragindako kalteak,5000.0,5000.0,7727.86
39403,SISZren jardunak galtzadak garbitzeko,0.0,0.0,347.52
39404,Betearazte subsidiarioengatiko sarrerak,100000.0,100000.0,5869.86
39405,Epai kostuek sortutako sarrerak,15000.0,15000.0,18810.34
39601,Telefonia-enpresen sarrerak,1200000.0,1200000.0,1061417.7
39901,Dohaintzak,2000.0,2000.0,1296.8
39902,Bestelako diru-sarrerak,207500.0,207500.0,14308.11
39903,Aurreko ekitaldietako berandutze-interesak,1.0,1.0,-1263.98
39906,Floridako jaiotzako dohainak,1.0,9304.54,11562.47
39907,San Anton zozketako diru-sarrerak,1.0,1.0,13571.4
39908,"Partikularren diru-sarrerak, gurasoentzako euskara-ikastaroak",21000.0,21000.0,0.0
40000,Administrazio Orokorretik,171201.0,171201.0,222098.17
41000,Eusko Jaurlaritzatik,11165782.1,11365782.1,11585194.8
42000,Arabako Foru Aldunditik,7293070.0,7293070.0,7355191.19
42001,FOFEL,127839012.0,127839012.0,123068487.73
42003,Hitzartu gabeko zergak,300000.0,300000.0,349929.18
47000,Enpresetatik,1500000.0,1510600.0,1646901.16
48000,Familietatik,120000.0,120000.0,0.0
49000,Europar Batasuneko erakundeetatik,648763.81,648763.81,199733.83
52500,Udalaren interesak banku eta kutxetan,150000.0,150000.0,312401.22
53100,Udal partaidetza duten enpresen irabazietako partaidetza,16735103.36,28668526.02,30085103.06
53200,Beste enpresa batzuetatik,8000.0,8000.0,4469.68
54001,Udalaren hiri-funtsen alokairu-errentak,200000.0,200000.0,160929.18
54002,Enpresa-mintegietako lokalak alokatzea,100000.0,100000.0,116038.18
54003,Zezen-plazaren alokairua,1.0,1.0,4379.71
54101,Landa-funtsen alokairua,0.0,0.0,32.41
54200,Landa-funtsena,1.0,1.0,0.0
55000,Emakiden emaitzak,2200000.0,2200000.0,2081278.26
55100,Nekazaritza- eta baso-aprobetxamenduak,0.0,0.0,8480.92
59001,Suhiltzaileen etxeko instalazioak erabiltzea,0.0,0.0,132.0
59002,Lur sailak erabiltzea,50000.0,50000.0,38791.47
60900,Ondasunak besterendu eta saltzea,0.0,0.0,80850.04
60901,Ustiapenen nahitaezko lagapenak,0.0,0.0,1254379.85
61200,Eraikinak eta bestelako eraikuntzak,0.0,0.0,732.93
70000,Estatutik,0.0,0.0,-3908.14
71000,Eusko Jaurlaritzatik,0.0,10538272.89,5747142.87
72000,Arabako Foru Aldunditik,0.0,2668395.77,2942744.07
78000,Irabazi asmorik gabeko familia eta erakundeak,0.0,99401.31,99401.31
79000,Europar Batasuneko erakunde publikoak,0.0,0.0,50369.05
83200,Aseguratze-kontratuetako diru-sarrerak,200000.0,200000.0,164911.38
87200,Diruzaintzako geldikina,0.0,2787301.32,0.0
87201,Diruzaintzako geldikin likidoa,0.0,3189912.02,0.0
93301,Inbertsioak finantzatzeko maileguak,31135650.01,33147575.33,6011694.63
