#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial 2019,Tot Crédito Definitivo,Tot Obligado
0181,2361,48984,,Ayudas a apoyo a familias de personas desaparecidas,5000.0,5000.0,0.0
0181,2361,48985,,Subvenciones memoria histórica,15000.0,15000.0,0.0
0182,1741,60150,,Obras en pueblos,160500.0,160500.0,0.0
0182,1741,60150,R,Obras en pueblos,0.0,143598.5,0.0
0182,1741,60700,,Mejora paisajística zona rural,20000.0,20000.0,0.0
0182,1742,22700,,Recogida de residuos y mantenimiento ELM y cementerio,1400000.0,1234535.0,447046.48
0182,1743,21000,,Infraestructura y bienes naturales,45000.0,45000.0,30929.42
0182,1743,21902,,"Mantenimiento vías forestales, plantaciones y espacios naturales",45000.0,45000.0,2541.59
0182,1743,21902,R,"Mantenimiento vías forestales, plantaciones y espacios naturales",0.0,181.11,0.0
0182,1743,21911,,Mantenimiento jardines núcleos rurales,260000.0,260000.0,111668.9
0182,1743,22111,,Menaje,12000.0,12000.0,1952.44
0182,1743,22145,,Recuperación espacios degradados,25000.0,25000.0,770.77
0182,1743,72000,,A la DFA para la ejecución de caminos parcelarios,100000.0,100000.0,0.0
0182,1749,12000,,Retribuciones básicas de funcionarios,132528.0,132528.0,74192.61
0182,1749,12100,,Retribuciones complementarias funcionarios,197941.0,197941.0,110387.71
0182,1749,13000,,Retribuciones personal laboral fijo,115043.0,115043.0,58018.01
0182,1749,14100,,Otro personal,0.0,0.0,2837.08
0182,1749,16000,,Seguridad social a cargo del ayuntamiento,128189.0,128189.0,69343.28
0182,1749,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8874.0,8874.0,4895.08
0182,1749,48112,,Subvenciones asociación concejos,115000.0,115000.0,115000.0
0182,1749,78919,,Subvenc.para centros sociales,40000.0,40000.0,0.0
0182,1749,78919,R,Subvenc.para centros sociales,0.0,20000.0,0.0
0182,2411,22100,,POEJ - servicio zona rural,6715.5,6715.5,4005.75
0187,9271,22634,,Organización de eventos y gastos de representación,688.73,688.73,110.0
0188,9251,12000,,Retribuciones básicas de funcionarios,607633.0,607633.0,311300.16
0188,9251,12100,,Retribuciones complementarias funcionarios,757837.0,757837.0,381947.7
0188,9251,14100,,Otro personal,196286.0,196286.0,114329.3
0188,9251,16000,,Seguridad social a cargo del ayuntamiento,451056.0,451056.0,242771.32
0188,9251,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,26197.0,26197.0,15592.91
0188,9251,22201,,"Sistema información ciudadana ""010""",610000.0,610000.0,209806.85
0188,9251,22201,R,"Sistema información ciudadana ""010""",0.0,36874.72,30838.35
0188,9251,22707,,Estudios y trabajos técnicos,61000.0,66500.0,1206.43
0188,9251,22707,R,Estudios y trabajos técnicos,0.0,8015.04,0.0
0188,9251,22747,,Dispensadores electrónicos,64800.0,64800.0,0.0
0210,1502,12000,,Retribuciones básicas de funcionarios,117256.0,117256.0,48786.18
0210,1502,12100,,Retribuciones complementarias funcionarios,179218.0,179218.0,73974.96
0210,1502,14100,,Otro personal,40510.0,40510.0,25218.93
0210,1502,16000,,Seguridad social a cargo del ayuntamiento,72614.0,72614.0,30092.2
0210,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5905.0,5905.0,2233.43
0210,1502,22004,,Edición y reproducción de cartografía y proyectos,3500.0,3500.0,325.75
0210,1502,22111,,"Menaje, útiles y herramientas",0.0,0.0,1273.74
0210,1502,22707,,Asistencias técnicas,4100.0,4100.0,0.0
0210,1502,22732,,Contratos de prestación de servicios,5000.0,5000.0,0.0
0210,1502,23901,,Indemnizaciones jurados expropiación,1000.0,1000.0,360.0
0211,1511,12000,,Retribuciones básicas de funcionarios,237004.0,237004.0,91921.84
0211,1511,12100,,Retribuciones complementarias funcionarios,297403.0,297403.0,115192.6
0211,1511,14100,,Otro personal,67369.0,67369.0,41760.03
0211,1511,16000,,Seguridad social a cargo del ayuntamiento,173732.0,173732.0,71509.23
0211,1511,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9262.0,9262.0,2954.59
0211,1511,22732,R,Master plan del centro,0.0,86440.0,23232.0
0211,1511,60001,,Expropiaciones y adquisición de suelo,240748.0,240748.0,0.0
0211,1511,64201,,PGOU modificaciones,20000.0,20000.0,0.0
0211,1511,64202,,Actualizaciones cartográficas,25498.66,25498.66,1890.0
0211,1511,64203,,Honorarios,20000.0,20000.0,2998.38
0211,1511,64206,,Revisión PGOU,266000.0,266000.0,23000.0
0211,1511,64206,A,Revisión PGOU,0.0,217000.0,217000.0
0211,1511,64206,R,Revisión PGOU,0.0,384000.0,0.0
0211,1511,64215,,Acuerdo extrajudicial ocupación suelo TGSS,20000.0,20000.0,9825.31
0211,1511,64215,R,Acuerdo extrajudicial ocupación suelo TGSS,0.0,118689.36,118686.36
0211,1513,73301,,A ensanche 21-gastos inmuebles ARICH,42000.0,42000.0,0.0
0213,1502,22730,,Servicio de almacenaje de fondos editoriales,10000.0,10000.0,2784.42
0213,1512,12000,,Retribuciones básicas de funcionarios,278824.0,278824.0,164897.42
0213,1512,12100,,Retribuciones complementarias funcionarios,387186.0,387186.0,221451.65
0213,1512,14100,,Otro personal,118404.0,118404.0,58024.89
0213,1512,16000,,Seguridad social a cargo del ayuntamiento,215757.0,215757.0,123243.55
0213,1512,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,11248.0,11248.0,5999.55
0213,1512,22620,,Obras subsidiarias y apuntalamiento,135314.46,135314.46,0.0
0213,1512,22620,A,Obras subsidiarias y apuntalamiento,0.0,9643.87,0.0
0213,1512,22747,,Inspecc técnica edificios intervención Edif. casco histórico,150000.0,150000.0,0.0
0214,1502,62901,,Adquisición equipos,1000.0,1000.0,0.0
0214,1502,64201,,Estudios y proyectos,30000.0,30000.0,9834.88
0214,1502,64516,, Gasteiz Antzokia,800000.0,1563398.9,17545.0
0214,1502,64516,R, Gasteiz Antzokia,0.0,56885.92,33478.75
0214,3421,62257,,"Front Beti Jai, astrónomos, Adurtza, Abetxuko",2500000.0,1950000.0,0.0
0214,9211,12000,,Retribuciones básicas de funcionarios,239353.0,239353.0,117353.21
0214,9211,12100,,Retribuciones complementarias funcionarios,296409.0,296409.0,144416.92
0214,9211,13000,,Retribuciones personal laboral fijo,50879.0,50879.0,25460.12
0214,9211,14100,,Otro personal,39772.0,39772.0,6765.4
0214,9211,16000,,Seguridad social a cargo del ayuntamiento,169934.0,169934.0,81923.31
0214,9211,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9631.0,9631.0,4977.83
0214,9211,62215,,Inversiones en patrimonio municipal,15000.0,15000.0,1046.95
0214,9211,62278,,Perrera municipal,100000.0,100000.0,0.0
0214,9211,62297,,Rehabilitación edificios mples. directiva 2012/2017 UE,50000.0,50000.0,0.0
0214,9211,64326,,Plan de reactivación del centro urbano,771.38,771.38,750.2
0216,1502,12000,,Retribuciones básicas de funcionarios,162461.0,162461.0,90858.37
0216,1502,12100,,Retribuciones complementarias funcionarios,199995.0,199995.0,112543.11
0216,1502,14100,,Otro personal,76328.0,76328.0,14714.15
0216,1502,16000,,Seguridad social a cargo del ayuntamiento,113597.0,113597.0,58216.08
0216,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7851.0,7851.0,3649.52
0320,1301,11000,,Retribuciones personal eventual gabinete,84052.0,84052.0,41935.41
0320,1301,12000,,Retribuciones básicas de funcionarios,50013.0,50013.0,23915.24
0320,1301,12100,,Retribuciones complementarias funcionarios,53902.0,53902.0,26283.37
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,36600.0,36600.0,20256.83
0320,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4358.0,4358.0,2125.62
0325,1331,12000,,Retribuciones básicas de funcionarios,177231.0,177231.0,107067.57
0325,1331,12100,,Retribuciones complementarias funcionarios,223253.0,223253.0,130913.86
0325,1331,14100,,Otro personal,203374.0,203374.0,66316.65
0325,1331,16000,,Seguridad social a cargo del ayuntamiento,192285.0,192285.0,99723.52
0325,1331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9602.0,9602.0,5455.49
0325,1331,20200,,Mantenimiento regulación estacionamiento,230000.0,235250.59,87087.17
0325,1331,21050,,Conservación de señalización,150000.0,150000.0,20369.49
0325,1331,21050,R,Conservación de señalización,0.0,50709.64,0.0
0325,1331,21910,,Mantenimiento sistema control de trafico,1254116.38,1254116.38,517776.28
0325,1331,22105,,Vestuario agentes OTA,15000.0,15000.0,487.16
0325,1331,60107,,Sistema de control de circulación,15000.0,15000.0,1801.69
0325,1331,62901,,Adquisición equipos,15000.0,15000.0,941.38
0330,1301,12000,,Retribuciones básicas de funcionarios,402190.0,402190.0,187364.06
0330,1301,12100,,Retribuciones complementarias funcionarios,534364.0,534364.0,245242.44
0330,1301,14100,,Otro personal,4066.0,4066.0,13451.64
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,263923.0,263923.0,128231.83
0330,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10550.0,10550.0,4723.6
0340,1351,21102,,Gastos emergencia y nevadas,150000.0,150000.0,83555.4
0340,1351,21102,R,Gastos emergencia y nevadas,0.0,16000.0,16000.0
0340,1351,22701,,Gastos operativo sanitario de fiestas,13000.0,13000.0,0.0
0340,1361,12000,,Retribuciones básicas de funcionarios,1563928.0,1563928.0,759848.1
0340,1361,12100,,Retribuciones complementarias funcionarios,3267054.0,3267054.0,1554935.13
0340,1361,14100,,Otro personal,536774.0,536774.0,279080.61
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,1978791.0,1978791.0,999513.16
0340,1361,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,65298.0,65298.0,30595.64
0340,1361,21300,,Reparación vehículos,65000.0,65000.0,29553.1
0340,1361,21900,,Renovación y reposición de equipos,80000.0,80000.0,13077.37
0340,1361,22105,,Vestuario y uniformes,90000.0,90000.0,29842.17
0340,1361,22105,R,Vestuario y uniformes,0.0,33045.71,18854.22
0340,1361,22111,,"Menaje, útiles y herramientas",40000.0,40000.0,8864.0
0340,1361,22199,,Otros suministros,30000.0,30000.0,9475.63
0340,1361,22699,,Otros gastos diversos,10000.0,10000.0,9596.2
0340,1361,62400,,Vehículos,140000.0,140000.0,0.0
0340,1361,62400,R,Vehículos,0.0,75079.0,0.0
0340,1361,62401,A,Adquisición vehículo de altura - auto escalera,0.0,700000.0,0.0
0350,1321,12000,,Retribuciones básicas de funcionarios,6276836.0,6276836.0,2927952.47
0350,1321,12100,,Retribuciones complementarias funcionarios,11805035.0,11805035.0,5736331.02
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,6399454.0,6399454.0,3058626.56
0350,1321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,248260.0,248260.0,136453.49
0350,1321,20501,,Renting sist.radiocomunicaciones TETRA,9000.0,9000.0,3567.1
0350,1321,21001,,Seguridad en fiestas virgen blanca,2997.07,2997.07,0.0
0350,1321,21300,,Reparación vehículos,75000.0,75000.0,22030.33
0350,1321,21900,,Renovación y reposición de equipos,40000.0,40000.0,13167.09
0350,1321,21905,,Manten.scanner seguridad y usp,7500.0,7500.0,1076.59
0350,1321,22105,,Vestuario y uniformes,155000.0,325382.0,7686.76
0350,1321,22105,R,Vestuario y uniformes,0.0,80052.71,0.0
0350,1321,22111,,"Menaje, útiles y herramientas",30000.0,30000.0,0.0
0350,1321,22199,,Otros suministros,15000.0,15000.0,7451.39
0350,1321,22699,,Otros gastos diversos,25000.0,25000.0,9124.78
0350,1321,22707,,Plan de seguridad vial,30000.0,30000.0,0.0
0350,1321,62400,,Vehículos,30000.0,30000.0,0.0
0350,1321,62400,R,Vehículos,0.0,29900.7,29900.7
0350,1321,62501,,Mobiliario,3000.0,3000.0,516.83
0350,1321,62901,,Adquisición equipos e instalaciones,7000.0,7000.0,0.0
0350,1331,62904,,Adquisición de equipos NARCOTEST,5000.0,5000.0,0.0
0410,0111,32201,,Intereses prestamos a corto plazo,64200.0,26063.52,5187.28
0410,0111,33201,,Intereses de prestamos a largo plazo,875732.59,639653.78,196001.46
0410,0111,93300,,Amortización de prestamos a l/p,18232050.0,18232050.0,7630149.24
0410,1513,73102,,Al centro de estudios ambientales,30000.0,30000.0,0.0
0410,1513,73310,,A ensanche 21 inversiones barrios de oro,360666.66,1260666.66,1260666.66
0410,1722,43102,,Al centro de estudios ambientales,2408537.08,2408537.08,1445122.26
0410,2411,20301,,Renting de vehículos  - POEJ,42350.0,42350.0,0.0
0410,2411,20301,R,Renting de vehículos  - POEJ,0.0,38383.63,22139.61
0410,4411,43300,,Aportación a TUVISA,13395351.05,13395351.05,8040000.0
0410,4411,47122,,Convenio DFA parque tecnológico para el tpte de viajeros,20000.0,20000.0,7836.22
0410,4411,73300,,A TUVISA,833833.33,774714.64,0.0
0410,4413,21105,,Conservación y mantenimiento estación de autobuses,85000.0,0.0,0.0
0410,4413,22101,,Suministro energía eléctrica,150000.0,0.0,0.0
0410,9205,20301,,Renting de vehículos,400000.0,400000.0,142950.48
0410,9205,21300,,Reparación vehículos,175000.0,175000.0,91274.7
0410,9205,22104,,Combustibles y carburantes,300000.0,300000.0,89403.61
0410,9205,22404,,Seguros de vehículos,138000.0,138000.0,48379.43
0410,9205,62400,,Vehículos,140000.0,140000.0,10978.0
0410,9206,21400,,Reparación mobiliario,4000.0,4000.0,0.0
0410,9206,21500,,Contratos mantenimiento de equipos,170000.0,170000.0,51541.11
0410,9206,21500,R,Contratos mantenimiento de equipos,0.0,1.0,0.0
0410,9206,22001,,Ordinario no inventariable,200000.0,200000.0,69476.91
0410,9206,62501,,Mobiliario,10000.0,10000.0,4715.49
0410,9206,62505,,Adquisiciones varias Dpto.. municipales,15000.0,15000.0,2626.91
0410,9207,20100,,Arrendamiento locales y edificios,3431000.0,3431000.0,1749226.42
0410,9207,22110,,Gastos de reprografita,60000.0,60000.0,6942.68
0410,9207,22402,,Seguros de responsabilidad civil,336000.0,336000.0,146913.69
0410,9207,22407,,Seguro vida y accidentes,40000.0,40000.0,28052.83
0410,9207,22600,,Gastos de registro de bienes,25000.0,25000.0,4070.55
0410,9207,22732,,Contratos de prestación de servicios,90000.0,90000.0,29973.12
0410,9207,62900,,Reposiciones por siniestros,1.0,90956.25,90727.48
0410,9207,68202,,Reversión plazas estacionamiento,0.0,98344.33,98344.33
0410,9211,62258,,Inversiones nuevo ayuntamiento,1292388.98,1292388.98,1292388.98
0410,9211,62298,,Inversiones San Martín,200000.0,25000.0,3270.06
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,0.0
0410,9213,22103,,Fraccionamiento suministro agua,1593757.31,1593757.31,0.0
0410,9271,41800,,A EUDEL,235516.82,258925.04,258924.23
0410,9310,85113,R,Participación capital INDESA,0.0,1950.0,1950.0
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,626000.0,626000.0,23007.47
0410,9319,12000,,Retribuciones básicas de funcionarios,51914.0,51914.0,24930.98
0410,9319,12100,,Retribuciones complementarias funcionarios,90275.0,90275.0,42906.59
0410,9319,14100,,Otro personal,42150.0,42150.0,1029.02
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,35943.0,35943.0,12477.63
0410,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,754.67
0410,9321,22776,,Servicios de la unidad de multas,180500.0,180500.0,75208.3
0410,9331,22401,,Seguros de edificios y locales municipales,385000.0,385000.0,144471.88
0410,9331,22601,,Gastos comunidades vecinos,450000.0,450000.0,148791.66
0410,9331,22631,,Tasa AIREF,3000.0,3000.0,4982.61
0410,9331,22663,,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,0.0
0410,9331,22760,,Mantenimiento relojes públicos,20000.0,20000.0,7960.0
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolución ingresos indebidos,100000.0,100000.0,19958.04
0410,9341,36101,,Gastos financieros asociados a ingresos,130000.0,130000.0,57956.77
0410,9341,36102,,Intereses de demora,400000.0,368500.0,56542.02
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,83.5
0411,9321,12000,,Retribuciones básicas de funcionarios,65767.0,65767.0,35921.06
0411,9321,12100,,Retribuciones complementarias funcionarios,88167.0,88167.0,46624.33
