#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
0116,2371,22734,,Programa de ocio y tiempo libre,373369.7,373369.7,392722.1
0116,2371,22736,,Contrato servicios juventud,123025.55,123025.55,122446.57
0116,2371,22737,,Oficina municipal de información joven,4000.0,4000.0,3976.4
0116,2371,22775,,Plan Joven,129400.0,119400.0,96524.57
0116,2371,22775,R,Plan Joven,0.0,16092.82,14248.42
0116,2371,41924,,Convenio consejo juventud Euskadi-fomento participación juvenil,10500.0,10500.0,10500.0
0116,2371,48901,,Convenio Citylab Deusto,0.0,18000.0,18000.0
0116,2371,48935,,Convocatoria general subvenciones juventud,25000.0,25000.0,25000.0
0116,2371,48936,,Convocatoria jóvenes informadores en EEMM,10000.0,10000.0,10000.0
0116,2371,62505,,Otros enseres,1000.0,1000.0,985.03
0116,2371,62800,,Adquisición publicaciones y libros OMIJ,1000.0,1000.0,995.55
0125,9124,12000,,Retribuciones básicas de funcionarios,100445.0,100445.0,93268.37
0125,9124,12100,,Retribuciones complementarias funcionarios,155337.0,155337.0,138283.71
0125,9124,14100,,Otro personal,59200.0,59200.0,87343.47
0125,9124,16000,,Seguridad social a cargo del ayuntamiento,91079.0,91079.0,83349.95
0125,9124,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3730.0,3730.0,7040.5
0126,9124,12000,,Retribuciones básicas de funcionarios,26651.0,26651.0,7360.49
0126,9124,12100,,Retribuciones complementarias funcionarios,54230.0,54230.0,23775.22
0126,9124,14100,,Otro personal,0.0,0.0,12468.42
0126,9124,16000,,Seguridad social a cargo del ayuntamiento,19350.0,19350.0,11891.71
0126,9124,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2073.0,2073.0,794.42
0130,9201,11000,,Retribuciones personal eventual gabinete,82799.0,82799.0,83167.98
0130,9201,12000,,Retribuciones básicas de funcionarios,186918.0,186918.0,200219.24
0130,9201,12100,,Retribuciones complementarias funcionarios,291025.0,291025.0,300335.74
0130,9201,14100,,Otro personal,197.0,197.0,4493.62
0130,9201,16000,,Seguridad social a cargo del ayuntamiento,107922.0,107922.0,112858.46
0130,9201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,11207.0,11207.0,9565.74
0130,9201,22610,,Indemnizaciones,14000.0,14000.0,0.0
0130,9201,22617,,"Honorarios, minutas",39620.0,69620.0,62352.65
0145,9121,11000,,Retribuciones personal eventual gabinete,247425.0,247425.0,201999.23
0145,9121,16000,,Seguridad social a cargo del ayuntamiento,40704.0,40704.0,36646.07
0160,2381,12000,,Retribuciones básicas de funcionarios,112137.0,112137.0,123742.21
0160,2381,12100,,Retribuciones complementarias funcionarios,132720.0,132720.0,146026.27
0160,2381,14100,,Otro personal,50013.0,50013.0,3058.5
0160,2381,16000,,Seguridad social a cargo del ayuntamiento,88276.0,88276.0,75914.13
0160,2381,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4074.0,4074.0,3974.46
0160,2381,22115,,Material técnico específico,550.0,0.0,0.0
0160,2381,22711,,Plan para la igualdad,210000.0,210000.0,113221.34
0160,2381,22743,,Casa de mujeres incluyente,31520.0,0.0,2456.75
0160,2381,22773,,Programación cursos de igualdad,75000.0,75000.0,146726.42
0160,2381,22773,R,Programación cursos de igualdad,0.0,3388.0,3388.0
0160,2381,22775,,"LGTBQ-tolerancia 0 a la homofobia, lesbofobia o transfobia",50000.0,50000.0,35995.39
0160,2381,48118,,Convenio Emakumeen etxea,0.0,90000.0,90000.0
0160,2381,48120,,Conv observatorio LGTBI,0.0,30000.0,30000.0
0160,2381,48139,,Convocatoria de subvenciones a Asoc. mujeres,50000.0,50000.0,50000.0
0160,2381,62208,,Emakumeen etxea,100000.0,100000.0,20457.49
0162,2391,12000,,Retribuciones básicas de funcionarios,75320.0,75320.0,87493.88
0162,2391,12100,,Retribuciones complementarias funcionarios,101123.0,101123.0,110072.92
0162,2391,14100,,Otro personal,0.0,0.0,7277.45
0162,2391,16000,,Seguridad social a cargo del ayuntamiento,47646.0,47646.0,56697.56
0162,2391,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2119.0,2119.0,2243.64
0162,2391,22696,,Cuota Euskal Fondoa,11237.4,11237.4,11237.4
0162,2391,22699,,Otros gastos diversos cooperación,16000.0,6000.0,3423.52
0162,2391,22707,,Estudios y trabajos técnicos,87571.67,29227.64,27055.3
0162,2391,22707,R,Estudios y trabajos técnicos,0.0,9147.6,9147.6
0162,2391,22799,,Otros trabajos exteriores,30000.0,30000.0,34748.82
0162,2391,48200,,Subvenciones de cooperación,1497262.6,1481262.6,1481262.6
0162,2391,48205,,Convenio Fondo Alavés de Emergencia,132000.0,132000.0,132000.0
0162,2391,48206,,Convenio Asoc. Amigos/as del RASD,320000.0,320000.0,320000.0
0162,2391,48207,,Convenio Euskal Fondoa,207000.0,207000.0,207000.0
0162,2391,48210,,Convenio SETEM Hego Haizea,25000.0,25000.0,25000.0
0162,2391,48211,,Convenio coordinadora ONGDS,24000.0,24000.0,24000.0
0162,2391,48212,,Convenio Afanis-vacaciones en paz,16000.0,16000.0,16000.0
0162,2391,48213,,Convenio comercio justo,32000.0,32000.0,32000.0
0171,3351,12000,,Retribuciones básicas de funcionarios,191819.0,191819.0,184843.94
0171,3351,12100,,Retribuciones complementarias funcionarios,213197.0,213197.0,212408.86
0171,3351,14100,,Otro personal,57665.0,57665.0,48123.39
0171,3351,16000,,Seguridad social a cargo del ayuntamiento,134654.0,134654.0,130169.4
0171,3351,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7039.0,7039.0,6603.0
0171,3351,22741,,Cursos de euskera para madres y padres,500000.0,500000.0,380110.4
0171,3351,22748,,Semana del euskera,25000.0,25000.0,15814.17
0171,3351,22780,,Plan Euskera,200044.8,200044.8,163236.11
0171,3351,22780,R,Plan Euskera,0.0,12797.02,12797.02
0171,3351,22799,,Traducciones externas euskera,15000.0,15000.0,11087.84
0171,3351,41802,,Convenio Euskaltzaindia centenario,25000.0,25000.0,0.0
0171,3351,41803,,Convenio Euskaltzaindia,63000.0,38000.0,63000.0
0171,3351,42302,,Convenio con la camara de comercio,10500.0,10500.0,5250.0
0171,3351,48001,,Subvenciones a particulares para estudios de euskera,150000.0,150000.0,146337.17
0171,3351,48002,,Becas y bolsas de estudio al personal,60000.0,60000.0,20100.61
0171,3351,48003,,Subvenciones cursos euskera a euskaltegi,99000.0,99000.0,99000.0
0171,3351,48005,,Subvención Plan general uso del euskera,120000.0,120000.0,109239.66
0171,3351,48044,,Convenio GEU,77175.0,77175.0,77175.0
0171,3351,48048,,Convenio Asociación Tinko,10500.0,10500.0,4000.0
0171,3351,48049,,Convenio Asociación Euskharan,24255.0,24255.0,24255.0
0171,3351,48064,,Convenio Korrika,3465.0,50000.0,50000.0
0171,3351,48123,,Convenio Araba euskaraz,0.0,25000.0,25000.0
0171,3351,48997,,Convenio Bai Euskarari,23100.0,23100.0,23100.0
0171,3351,62800,,Adquisición publicaciones y libros,1000.0,1000.0,262.11
0180,9271,11000,,Retribuciones personal eventual gabinete,78599.0,78599.0,93447.81
0180,9271,12000,,Retribuciones básicas de funcionarios,85404.0,85404.0,104570.78
0180,9271,12100,,Retribuciones complementarias funcionarios,99744.0,99744.0,121587.62
0180,9271,14100,,Otro personal,0.0,0.0,3667.61
0180,9271,16000,,Seguridad social a cargo del ayuntamiento,75367.0,75367.0,99481.58
0180,9271,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4157.0,4157.0,5652.77
0180,9271,22603,,Publicidad,650000.0,650000.0,515902.04
0180,9271,22603,R,Publicidad,0.0,48566.23,48512.84
0180,9271,22612,,Adquisición prensa diaria,25000.0,25000.0,23389.58
0180,9271,22615,,"Patrocinio estreno ""El silencio de la ciudad blanca""",0.0,0.0,35800.0
0180,9271,22616,,Servicios de asistencia técnica a prensa,20000.0,20000.0,18012.56
0180,9271,22631,,Participación municipal en otras instituciones,28000.0,28000.0,14830.18
0180,9271,22632,,Suscripciones,4397.43,4397.43,0.0
0180,9271,22634,,Organización de actos y gastos de representación,107411.27,79751.27,136046.74
0180,9271,22634,R,Organización de actos y gastos de representación,0.0,1739.82,0.0
0180,9271,22645,,Anuncios oficiales por ley,180000.0,180000.0,122479.24
0180,9271,22730,,Servicios almacenaje de fondos editoriales,20000.0,20000.0,22444.72
0180,9271,22732,,Contrato prestación servicios video actas,59000.0,30000.0,14287.48
0180,9271,62505,,Otros enseres,2502.57,2502.57,2215.51
0181,2327,12000,,Retribuciones básicas de funcionarios,60345.0,60345.0,63832.48
0181,2327,12100,,Retribuciones complementarias funcionarios,68506.0,68506.0,77537.89
0181,2327,14100,,Otro personal,48456.0,48456.0,36868.88
0181,2327,16000,,Seguridad social a cargo del ayuntamiento,50441.0,50441.0,49334.03
0181,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,902.0,902.0,1232.56
0181,2361,22604,,Estrategia AntiRumor,15000.0,15000.0,15175.74
0181,2361,22608,,Programa de (in)formación,18000.0,18000.0,18120.19
0181,2361,22610,,Ciudad educadora,23000.0,23000.0,22566.48
0181,2361,22613,,Traducción e interpretación,20000.0,20000.0,22880.33
0181,2361,22642,,Plan de convivencia y diversidad,200000.0,210000.0,154119.67
0181,2361,48128,,Conv.c. del sordo Alava-Arabako gorra,20000.0,20000.0,20000.0
0181,2361,48150.0,,Convenio SECOT-Seniors Españoles para Cooperación Técnica,0.0,3000.0,600.0
0181,2361,48901,,Convocatoria general de subvenciones,65000.0,65000.0,64999.96
0181,2361,48970,,Convocatoria Asociación Eginaren Eginez,27000.0,27000.0,27000.0
0181,2361,48983,,Convenio GOIAN,100000.0,100000.0,100000.0
0181,2361,48984,,Ayudas a apoyo a familias de personas desaparecidas,5000.0,5000.0,0.0
0181,2361,48985,,Subvenciones Memoria Histórica,15000.0,15000.0,14975.0
0182,1741,60150,,Obras en pueblos,160500.0,160500.0,11726.91
0182,1741,60150,R,Obras en pueblos,0.0,143598.5,135533.55
0182,1741,60700,,Mejora paisajística zona rural,20000.0,20000.0,11087.84
0182,1742,22700,,Recogida de residuos y mantenimiento ELM y cementerio,1400000.0,1234535.0,1112678.05
0182,1743,21000,,Infraestructura y bienes naturales,45000.0,45000.0,44532.38
0182,1743,21902,,"Mantenimiento vías forestales, plantaciones y espacios naturales",45000.0,45000.0,36817.68
0182,1743,21902,R,"Mantenimiento vías forestales, plantaciones y espacios naturales",0.0,181.11,0.0
0182,1743,21911,,Mantenimiento jardines núcleos rurales,260000.0,260000.0,268005.36
0182,1743,22111,,Menaje,12000.0,12000.0,6640.94
0182,1743,22145,,Recuperación espacios degradados,25000.0,25000.0,41709.99
0182,1743,72000,,A la DFA para la ejecución de caminos parcelarios,100000.0,100000.0,87967.96
0182,1749,12000,,Retribuciones básicas de funcionarios,132528.0,132528.0,150423.6
0182,1749,12100,,Retribuciones complementarias funcionarios,197941.0,197941.0,219787.08
0182,1749,13000,,Retribuciones personal laboral fijo,115043.0,115043.0,116089.34
0182,1749,14100,,Otro personal,0.0,0.0,2837.08
0182,1749,16000,,Seguridad social a cargo del ayuntamiento,128189.0,128189.0,137757.72
0182,1749,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8874.0,8874.0,9971.27
0182,1749,48112,,Subvenciones asociación concejos,115000.0,115000.0,115000.0
0182,1749,78919,,Subvenciones para centros sociales,40000.0,40000.0,0.0
0182,1749,78919,R,Subvenciones para centros sociales,0.0,20000.0,20000.0
0182,2411,22100,,POEJ - Servicio Zona Rural,6715.5,6715.5,5398.64
0187,9271,22634,,Organización de eventos y gastos de representación,688.73,688.73,110.0
0188,9251,12000,,Retribuciones básicas de funcionarios,607633.0,607633.0,630313.1
0188,9251,12100,,Retribuciones complementarias funcionarios,757837.0,757837.0,772475.51
0188,9251,14100,,Otro personal,196286.0,196286.0,218956.87
0188,9251,16000,,Seguridad social a cargo del ayuntamiento,451056.0,451056.0,491485.48
0188,9251,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,26197.0,26197.0,31333.18
0188,9251,22201,,"Sistema información ciudadana ""010""",610000.0,610000.0,593410.11
0188,9251,22201,R,"Sistema información ciudadana ""010""",0.0,36874.72,35128.57
0188,9251,22707,,Estudios y trabajos técnicos,61000.0,66500.0,9730.08
0188,9251,22707,R,Estudios y trabajos técnicos,0.0,8015.04,8015.04
0188,9251,22747,,Dispensadores electrónicos,64800.0,64800.0,0.0
0210,1502,12000,,Retribuciones básicas de funcionarios,117256.0,117256.0,97572.36
0210,1502,12100,,Retribuciones complementarias funcionarios,179218.0,179218.0,147949.92
0210,1502,14100,,Otro personal,40510.0,40510.0,51696.24
0210,1502,16000,,Seguridad social a cargo del ayuntamiento,72614.0,72614.0,60058.61
0210,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5905.0,5905.0,4359.05
0210,1502,22004,,Edición y reproducción de cartografía y proyectos,3500.0,3500.0,3635.97
0210,1502,22111,,"Menaje, útiles y herramientas",0.0,0.0,1568.14
0210,1502,22707,,Asistencias técnicas,4100.0,4100.0,0.0
0210,1502,22732,,Contratos de prestación de servicios,5000.0,5000.0,0.0
0210,1502,23901,,Indemnizaciones jurados expropiación,1000.0,1000.0,360.0
0211,1511,12000,,Retribuciones básicas de funcionarios,237004.0,237004.0,184014.62
0211,1511,12100,,Retribuciones complementarias funcionarios,297403.0,297403.0,229091.98
0211,1511,14100,,Otro personal,67369.0,67369.0,74437.66
0211,1511,16000,,Seguridad social a cargo del ayuntamiento,173732.0,173732.0,143518.42
0211,1511,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9262.0,9262.0,6016.99
0211,1511,22732,R,Master Plan del centro,0.0,86440.0,86440.0
0211,1511,60001,,Expropiaciones y adquisición de suelo,240748.0,240748.0,0.0
0211,1511,64201,,PGOU modificaciones,20000.0,20000.0,0.0
0211,1511,64202,,Actualizaciones cartográficas,25498.66,37498.66,3184.7
0211,1511,64203,,Honorarios,20000.0,20000.0,8951.58
0211,1511,64206,,Revisión PGOU,266000.0,279320.0,32165.04
0211,1511,64206,A,Revisión PGOU,0.0,217000.0,217000.0
0211,1511,64206,R,Revisión PGOU,0.0,384000.0,0.0
0211,1511,64215,,Acuerdo extrajudicial ocupación suelo TGSS,20000.0,20000.0,14158.25
0211,1511,64215,R,Acuerdo extrajudicial ocupación suelo TGSS,0.0,118689.36,118686.36
0211,1513,73301,,A Ensanche 21-gastos inmuebles ARICH,42000.0,30000.0,0.0
0213,1502,22730,,Servicio de almacenaje de fondos editoriales,10000.0,10000.0,6587.2
0213,1512,12000,,Retribuciones básicas de funcionarios,278824.0,278824.0,331468.4
0213,1512,12100,,Retribuciones complementarias funcionarios,387186.0,387186.0,451917.91
0213,1512,14100,,Otro personal,118404.0,118404.0,121774.02
0213,1512,16000,,Seguridad social a cargo del ayuntamiento,215757.0,215757.0,252858.15
0213,1512,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,11248.0,11248.0,11490.63
0213,1512,22620,,Obras subsidiarias y apuntalamiento,135314.46,135314.46,29749.15
0213,1512,22620,A,Obras subsidiarias y apuntalamiento,0.0,9643.87,0.0
0213,1512,22747,,Inspecc. técnica edificios intervención Edif. Casco histórico,150000.0,100000.0,0.0
0214,1502,62901,,Adquisición equipos,1000.0,1000.0,0.0
0214,1502,64201,,Estudios y proyectos,30000.0,30000.0,14996.5
0214,1502,64516,,Gasteiz Antzokia,800000.0,1563398.9,17545.0
0214,1502,64516,R,Gasteiz Antzokia,0.0,56885.92,40388.71
0214,3421,62257,,"Front Beti Jai, Astrónomos, Adurtza, Abetxuko",2500000.0,1900000.0,413711.81
0214,9211,12000,,Retribuciones básicas de funcionarios,239353.0,239353.0,240282.4
0214,9211,12100,,Retribuciones complementarias funcionarios,296409.0,296409.0,295928.2
0214,9211,13000,,Retribuciones personal laboral fijo,50879.0,50879.0,24470.0
0214,9211,14100,,Otro personal,39772.0,39772.0,33215.65
0214,9211,16000,,Seguridad social a cargo del ayuntamiento,169934.0,169934.0,164274.93
0214,9211,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9631.0,9631.0,10219.78
0214,9211,62215,,Inversiones en patrimonio municipal,15000.0,15000.0,13001.44
0214,9211,62278,,Perrera municipal,100000.0,100000.0,0.0
0214,9211,62297,,Rehabilitación edificios mples. directiva 2012/2017 UE,50000.0,50000.0,0.0
0214,9211,64326,,Plan de reactivación del centro urbano,771.38,771.38,750.2
0216,1502,12000,,Retribuciones básicas de funcionarios,162461.0,162461.0,224961.89
0216,1502,12100,,Retribuciones complementarias funcionarios,199995.0,199995.0,267414.93
0216,1502,14100,,Otro personal,76328.0,76328.0,30166.8
0216,1502,16000,,Seguridad social a cargo del ayuntamiento,113597.0,113597.0,138091.84
0216,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7851.0,7851.0,8668.1
0320,1301,11000,,Retribuciones personal eventual gabinete,84052.0,84052.0,83737.58
0320,1301,12000,,Retribuciones básicas de funcionarios,50013.0,50013.0,45570.27
0320,1301,12100,,Retribuciones complementarias funcionarios,53902.0,53902.0,48925.27
0320,1301,14100,,Otro personal,0.0,0.0,3649.29
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,36600.0,36600.0,40913.01
0320,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4358.0,4358.0,4251.24
0325,1331,12000,,Retribuciones básicas de funcionarios,177231.0,177231.0,233431.07
0325,1331,12100,,Retribuciones complementarias funcionarios,223253.0,223253.0,284977.91
0325,1331,14100,,Otro personal,203374.0,203374.0,115990.26
0325,1331,16000,,Seguridad social a cargo del ayuntamiento,192285.0,192285.0,208937.44
0325,1331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9602.0,9602.0,11243.35
0325,1331,20200,,Mantenimiento regulación estacionamiento,230000.0,235250.59,215310.02
0325,1331,21050,,Conservación de señalización,150000.0,150000.0,55707.31
0325,1331,21050,R,Conservación de señalización,0.0,50709.64,3733.49
0325,1331,21910,,Mantenimiento sistema control de tráfico,1254116.38,1254116.38,1238870.09
0325,1331,22105,,Vestuario agentes OTA,15000.0,15000.0,6684.69
0325,1331,60107,,Sistema de control de circulación,15000.0,15000.0,11602.69
0325,1331,62901,,Adquisición equipos,15000.0,15000.0,941.38
0330,1301,12000,,Retribuciones básicas de funcionarios,402190.0,402190.0,372439.57
0330,1301,12100,,Retribuciones complementarias funcionarios,534364.0,534364.0,489692.82
0330,1301,14100,,Otro personal,4066.0,4066.0,17326.35
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,263923.0,263923.0,253714.14
0330,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10550.0,10550.0,9447.2
0340,1351,21102,,Gastos emergencia y nevadas,150000.0,150000.0,93944.15
0340,1351,21102,R,Gastos emergencia y nevadas,0.0,16000.0,16000.0
0340,1351,22701,,Gastos operativo sanitario de fiestas,13000.0,13000.0,12324.85
0340,1361,12000,,Retribuciones básicas de funcionarios,1563928.0,1563928.0,1515891.64
0340,1361,12100,,Retribuciones complementarias funcionarios,3267054.0,3267054.0,3079291.94
0340,1361,14100,,Otro personal,536774.0,536774.0,612496.21
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,1978791.0,1978791.0,1991608.45
0340,1361,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,65298.0,65298.0,63020.76
0340,1361,21300,,Reparación vehículos,65000.0,65000.0,74114.48
0340,1361,21900,,Renovación y reposición de equipos,80000.0,75000.0,65863.78
0340,1361,22105,,Vestuario y uniformes,90000.0,90000.0,101520.52
0340,1361,22105,R,Vestuario y uniformes,0.0,33045.71,33045.71
0340,1361,22111,,"Menaje, útiles y herramientas",40000.0,40000.0,27616.11
0340,1361,22199,,Otros suministros,30000.0,30000.0,29880.5
0340,1361,22699,,Otros gastos diversos,10000.0,10000.0,10781.58
0340,1361,62400,,Vehículos,140000.0,140000.0,0.0
0340,1361,62400,R,Vehículos,0.0,75079.0,23206.66
0340,1361,62401,A,Adquisición vehículo de altura - auto escalera,0.0,700000.0,0.0
0340,1361,62901,,Adquisición equipos,0.0,5000.0,4908.4
0350,1321,12000,,Retribuciones básicas de funcionarios,6276836.0,6276836.0,5924627.38
0350,1321,12100,,Retribuciones complementarias funcionarios,11805035.0,11805035.0,11569036.85
0350,1321,14100,,Otro personal,0.0,0.0,13631.73
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,6399454.0,6399454.0,6185016.31
0350,1321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,248260.0,248260.0,275165.63
0350,1321,20501,,Renting sist. radiocomunicaciones TETRA,9000.0,9000.0,8561.04
0350,1321,21001,,Seguridad en fiestas Virgen Blanca,2997.07,2997.07,2477.47
0350,1321,21300,,Reparación vehículos,75000.0,75000.0,57385.06
0350,1321,21900,,Renovación y reposición de equipos,40000.0,40000.0,37666.16
0350,1321,21905,,Manten. scanner seguridad y USP,7500.0,7500.0,4306.36
0350,1321,22105,,Vestuario y uniformes,155000.0,325382.0,268199.38
0350,1321,22105,R,Vestuario y uniformes,0.0,80052.71,76715.21
0350,1321,22111,,"Menaje, útiles y herramientas",30000.0,30000.0,14727.23
0350,1321,22199,,Otros suministros,15000.0,15000.0,22982.16
0350,1321,22699,,Otros gastos diversos,25000.0,25000.0,25670.94
0350,1321,22707,,Plan de seguridad vial,30000.0,30000.0,2900.0
0350,1321,62400,,Vehículos,30000.0,30000.0,0.0
0350,1321,62400,R,Vehículos,0.0,29900.7,29900.7
0350,1321,62501,,Mobiliario,3000.0,3000.0,2890.84
0350,1321,62901,,Adquisición equipos e instalaciones,7000.0,7000.0,402.0
0350,1331,62904,,Adquisición de equipos NARCOTEST,5000.0,5000.0,0.0
0410,0111,32201,,Intereses de préstamos a corto plazo,64200.0,5187.28,5187.28
0410,0111,33201,,Intereses de préstamos a largo plazo,875732.59,375506.63,370723.48
0410,0111,93300,,Amortización de préstamos a l/p,18232050.0,18232050.0,18232043.75
0410,1513,73102,,Al Centro de Estudios Ambientales,30000.0,30000.0,25778.28
0410,1513,73310,,A Ensanche 21 inversiones barrios de oro,360666.66,1260666.66,1260666.66
0410,1722,43102,,Al Centro de Estudios Ambientales,2408537.08,2478537.08,2478537.08
0410,2411,20301,,Renting de vehículos  - POEJ,42350.0,12350.0,8414.23
0410,2411,20301,R,Renting de vehículos  - POEJ,0.0,38383.63,38142.38
0410,4411,43300,,Aportación a TUVISA,13395351.05,13395351.05,13395350.0
0410,4411,47122,,Convenio DFA parque tecnológico para el tpte. de viajeros,20000.0,20000.0,7836.22
0410,4411,73300,,A TUVISA,833833.33,774714.64,755000.0
0410,4413,21105,,Conservación y mantenimiento estación de autobuses,85000.0,0.0,0.0
0410,4413,22101,,Suministro energía eléctrica,150000.0,0.0,0.0
0410,9205,20301,,Renting de vehículos,400000.0,340000.0,328400.67
0410,9205,21300,,Reparación vehículos,175000.0,235000.0,222167.14
0410,9205,22104,,Combustibles y carburantes,300000.0,300000.0,292893.64
0410,9205,22404,,Seguros de vehículos,138000.0,138000.0,97071.07
0410,9205,62400,,Vehículos,140000.0,190000.0,128806.65
0410,9206,21400,,Reparación mobiliario,4000.0,4000.0,3979.54
0410,9206,21500,,Contratos mantenimiento de equipos,170000.0,170000.0,137835.04
0410,9206,21500,R,Contratos mantenimiento de equipos,0.0,1.0,0.0
0410,9206,22001,,Ordinario no inventariable,200000.0,200000.0,138936.33
0410,9206,62501,,Mobiliario,10000.0,10000.0,15282.17
0410,9206,62505,,Adquisiciones varias Dptos. municipales,15000.0,15000.0,5125.56
0410,9207,20100,,Arrendamiento locales y edificios,3431000.0,3507418.0,3506036.31
0410,9207,22110,,Gastos de reprografía,60000.0,60000.0,38911.25
0410,9207,22402,,Seguros de responsabilidad civil,336000.0,336000.0,292114.17
0410,9207,22407,,Seguro vida y accidentes,40000.0,40000.0,49207.06
0410,9207,22600,,Gastos de registro de bienes,25000.0,25000.0,20822.1
0410,9207,22732,,Contratos de prestación de servicios,90000.0,90000.0,78522.66
0410,9207,62900,,Reposiciones por siniestros,1.0,167996.25,167872.84
0410,9207,68202,,Reversión plazas estacionamiento,0.0,98344.33,98344.33
0410,9211,62258,,Inversiones nuevo ayuntamiento,1292388.98,1292388.98,1292388.98
0410,9211,62298,,Inversiones San Martín,200000.0,25000.0,6760.09
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,2049473.68
0410,9213,22103,,Fraccionamiento suministro agua,1593757.31,0.0,0.0
0410,9271,41800,,A EUDEL,235516.82,258925.04,258924.23
0410,9310,85113,R,Participación capital INDESA,0.0,1950.0,1950.0
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,626000.0,184235.8,75787.03
0410,9319,12000,,Retribuciones básicas de funcionarios,51914.0,51914.0,52442.86
0410,9319,12100,,Retribuciones complementarias funcionarios,90275.0,90275.0,89138.86
0410,9319,14100,,Otro personal,42150.0,42150.0,1029.02
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,35943.0,35943.0,24880.16
0410,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1861.5
0410,9321,22776,,Servicios de la unidad de multas,180500.0,180500.0,180499.92
0410,9331,22401,,Seguros de edificios y locales municipales,385000.0,385000.0,314779.52
0410,9331,22601,,Gastos comunidades vecinos,450000.0,450000.0,322370.03
0410,9331,22631,,Tasa AIREF,3000.0,3000.0,5106.69
