#Orgánico,Funcional,Económico,Concepto,Crédito Inicial,Crédito Definitivo,Obligado
0116,2371,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10773.0,10773.0,8361.18
0116,2371,22115,Material técnico específico juventud,100.0,100.0,120.18
0116,2371,22709,Festival de juegos,0.0,0.0,0.0
0116,2371,22732,Contratos de prestación de servicios juventud,0.0,0.0,0.0
0116,2371,22733,Contratos de ocio y tiempo libre,0.0,0.0,0.0
0116,2371,22734,Programa de ocio y tiempo libre,355000.0,355000.0,362111.27
0116,2371,22775,Plan joven,91000.0,52500.0,47479.44
0125,9124,12000,Retribuciones básicas de personal funcionario,86028.35,86028.35,90372.21
0125,9124,12100,Retribuciones complementarias de personal funcionario,122344.0,122344.0,128559.57
0125,9124,14100,Otro personal,66646.0,66646.0,106123.65
0125,9124,16000,Seguridad social a cargo del ayuntamiento,89949.0,89949.0,87437.07
0125,9124,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3744.0,3744.0,1977.22
0126,9124,12000,Retribuciones básicas de personal funcionario,28341.3,28341.3,38105.44
0126,9124,12100,Retribuciones complementarias de personal funcionario,56438.0,56438.0,43032.44
0126,9124,16000,Seguridad social a cargo del ayuntamiento,24899.0,24899.0,18546.33
0126,9124,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2478.0,2478.0,1877.81
0130,9201,12000,Retribuciones básicas de personal funcionario,197446.34,197446.34,191221.98
0130,9201,12100,Retribuciones complementarias de personal funcionario,279924.0,279924.0,258681.3
0130,9201,16000,Seguridad social a cargo del ayuntamiento,98171.0,98171.0,78649.91
0130,9201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,12917.0,12917.0,10149.82
0130,9201,22610,Indemnizaciones,15000.0,991277.16,977937.53
0130,9201,22612,Indemnizaciones sin convenio,0.0,0.0,0.0
0130,9201,22617,"Honorarios, minutas",30000.0,51000.0,60832.98
0145,9121,11000,Retribuciones personal eventual gabinete,185458.67,185458.67,177532.54
0145,9121,12000,Retribuciones básicas de personal funcionario,22067.0,22067.0,0.0
0145,9121,12100,Retribuciones complementarias de personal funcionario,31735.0,31735.0,0.0
0145,9121,16000,Seguridad social a cargo del ayuntamiento,78304.0,78304.0,30647.57
0145,9121,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,0.0
0160,2381,12000,Retribuciones básicas de personal funcionario,120954.24,120954.24,96043.42
0160,2381,12100,Retribuciones complementarias de personal funcionario,131980.0,131980.0,104954.67
0160,2381,16000,Seguridad social a cargo del ayuntamiento,71818.0,71818.0,68881.8
0160,2381,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2791.0,2791.0,2431.69
0160,2381,22115,Material técnico especifico,550.0,550.0,132.76
0160,2381,22710,III plan para igualdad,295000.0,295000.0,189496.88
0162,2391,12000,Retribuciones básicas de personal funcionario,42968.34,42968.34,37167.32
0162,2391,12100,Retribuciones complementarias de personal funcionario,56100.0,56100.0,40492.82
0162,2391,14100,Otro personal,48860.0,48860.0,56540.05
0162,2391,16000,Seguridad social a cargo del ayuntamiento,43764.0,43764.0,39562.42
0162,2391,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1239.0,1239.0,973.68
0162,2391,22696,Cuota Euskal Fondoa,11237.4,11237.4,11237.4
0162,2391,22699,Otros gastos diversos cooperación,16000.0,16000.0,4914.26
0162,2391,22707,Estudios y trabajos técnicos,30000.0,30000.0,5959.8
0162,2391,22798,Otros trabajos exteriores cooperación,0.0,0.0,0.0
0162,2391,22799,Otros trabajos exteriores,44560.0,44560.0,28657.32
0171,3351,12000,Retribuciones básicas de personal funcionario,159504.53,159504.53,188020.03
0171,3351,12100,Retribuciones complementarias de personal funcionario,175965.0,175965.0,210596.41
0171,3351,14100,Otro personal,118780.0,118780.0,96652.95
0171,3351,16000,Seguridad social a cargo del ayuntamiento,142492.0,142492.0,131793.93
0171,3351,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10301.0,10301.0,8998.49
0171,3351,22741,Cursos de euskera para madres y padres,500000.0,500000.0,386583.81
0171,3351,22748,Semana del euskera,25000.0,25000.0,25000.88
0171,3351,22780,Plan euskera,236250.0,236250.0,159941.86
0171,3351,22781,Dinamización del debate sobre la ordenanza del euskera,24000.0,24000.0,0.0
0171,3351,22782,Programas actividades Antzokia,0.0,0.0,0.0
0171,3351,22799,Traducciones externas euskera,15000.0,15000.0,5224.57
0180,9271,11000,Retribuciones personal eventual gabinete,58855.1,58855.1,50303.72
0180,9271,12000,Retribuciones básicas de personal funcionario,15943.0,15943.0,16812.19
0180,9271,12100,Retribuciones complementarias de personal funcionario,24925.0,24925.0,25002.59
0180,9271,16000,Seguridad social a cargo del ayuntamiento,35429.0,35429.0,24304.59
0181,2327,12000,Retribuciones básicas de personal funcionario,33209.86,33209.86,57816.85
0181,2327,12100,Retribuciones complementarias de personal funcionario,45906.75,45906.75,62255.32
0181,2327,14100,Otro personal,34773.08,34773.08,35899.64
0181,2327,16000,Seguridad social a cargo del ayuntamiento,40073.69,40073.69,46586.14
0181,2327,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1768.0,1768.0,116.26
0182,1742,22700,Recogida de residuos y mantenimiento elm y cementerio,1400000.0,1400000.0,1397073.03
0182,1743,21000,Infraestructura y bienes naturales,45000.0,45000.0,48388.05
0182,1743,21902,"Mantenimiento vias forestales, plantaciones y espacios naturales",45000.0,45000.0,37048.12
0182,1743,21911,Mantenimiento jardines núcleos rurales,260000.0,260000.0,259805.23
0182,1743,22111,Menaje,12000.0,12000.0,12048.28
0182,1743,22145,Recuperación espacios degradados,25000.0,25000.0,24969.75
0182,1749,12000,Retribuciones básicas de personal funcionario,121849.75,121849.75,130600.83
0182,1749,12100,Retribuciones complementarias de personal funcionario,177039.0,177039.0,179875.94
0182,1749,13000,Retribuciones personal laboral fijo,110300.0,110300.0,109057.6
0182,1749,14100,Otro personal,666.0,666.0,2475.64
0182,1749,16000,Seguridad social a cargo del ayuntamiento,126653.0,126653.0,111266.83
0182,1749,16500,Cuotas Elkarkidetza a cargo ayuntamiento,8895.0,8895.0,8962.72
0187,9271,11000,Retribuciones personal eventual gabinete,97959.65,97959.65,100966.55
0187,9271,12000,Retribuciones básicas de personal funcionario,48214.0,48214.0,40990.5
0187,9271,12100,Retribuciones complementarias de personal funcionario,46420.0,46420.0,38092.22
0187,9271,16000,Seguridad social a cargo del ayuntamiento,63307.0,63307.0,47367.23
0187,9271,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3360.0,3360.0,2131.76
0187,9271,22603,Publicaciones y publicidad,500000.0,595000.0,596934.71
0187,9271,22604,Publicaciones edición libro,0.0,0.0,0.0
0187,9271,22612,Adquisición prensa diaria,25000.0,25000.0,32168.36
0187,9271,22616,Servicios de prensa,20000.0,20000.0,24220.62
0187,9271,22631,Participación institucional,28000.0,33700.0,42698.1
0187,9271,22632,Suscripciones,5000.0,5000.0,394.77
0187,9271,22634,Organización de eventos y gastos de representación,63500.0,123500.0,131826.87
0187,9271,22645,Anuncios oficiales por ley,200000.0,200000.0,159831.74
0187,9271,22730,Servicio de almacenaje de fondos editoriales,15000.0,15000.0,26684.77
0210,1502,11000,Retribuciones personal eventual gabinete,52320.27,52320.27,5022.38
0210,1502,12000,Retribuciones básicas de personal funcionario,76588.0,76588.0,99579.58
0210,1502,12100,Retribuciones complementarias de personal funcionario,113390.0,113390.0,147408.46
0210,1502,14100,Otro personal,88375.0,88375.0,94755.75
0210,1502,16000,Seguridad social a cargo del ayuntamiento,100855.0,100855.0,71117.77
0210,1502,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5474.0,5474.0,5236.1
0210,1502,22004,Edición y reproducción de cartografía y proyectos,3500.0,3500.0,920.88
0210,1502,22707,Asistencias técnicas,4100.0,4100.0,1661.66
0210,1502,23901,Indemnizaciones jurados expropiación,1000.0,1000.0,180.0
0211,1511,12000,Retribuciones básicas de personal funcionario,197029.61,197029.61,201458.95
0211,1511,12100,Retribuciones complementarias de personal funcionario,243325.0,243325.0,245531.34
0211,1511,14100,Otro personal,194585.0,194585.0,229554.55
0211,1511,16000,Seguridad social a cargo del ayuntamiento,192233.0,192233.0,183261.33
0211,1511,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10193.0,10193.0,8182.51
0213,1502,22730,Servicio de almacenaje de fondos editoriales,7000.0,7000.0,6534.35
0213,1512,12000,Retribuciones básicas de personal funcionario,324610.78,324610.78,300512.65
0213,1512,12100,Retribuciones complementarias de personal funcionario,410844.0,410844.0,375371.24
0213,1512,14100,Otro personal,5526.0,5526.0,101443.24
0213,1512,16000,Seguridad social a cargo del ayuntamiento,216304.0,216304.0,189086.92
0213,1512,16500,Cuotas Elkarkidetza a cargo ayuntamiento,17588.0,17588.0,13285.65
0213,1512,22620,Obras subsidiarias y apuntalamiento,40000.0,40000.0,0.0
0213,1512,22621,Ejecución subsidiaria nueva dentro 32,0.0,56320.33,0.0
0214,9211,12000,Retribuciones básicas de personal funcionario,230703.83,230703.83,219251.54
0214,9211,12100,Retribuciones complementarias de personal funcionario,287068.0,287068.0,250670.49
0214,9211,14100,Otro personal,113021.0,113021.0,119450.47
0214,9211,16000,Seguridad social a cargo del ayuntamiento,195595.0,195595.0,155391.25
0214,9211,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10329.0,10329.0,5081.5
0216,1502,12000,Retribuciones básicas de personal funcionario,173815.13,173815.13,162600.08
0216,1502,12100,Retribuciones complementarias de personal funcionario,227394.0,227394.0,203542.06
0216,1502,14100,Otro personal,97656.0,97656.0,106641.87
0216,1502,16000,Seguridad social a cargo del ayuntamiento,152090.0,152090.0,121903.52
0216,1502,16500,Cuotas Elkarkidetza a cargo ayuntamiento,12618.0,12618.0,8280.74
0320,1301,11000,Retribuciones personal eventual gabinete,77567.72,77567.72,83827.77
0320,1301,12000,Retribuciones básicas de personal funcionario,50947.0,50947.0,51323.24
0320,1301,12100,Retribuciones complementarias de personal funcionario,50863.0,50863.0,50928.53
0320,1301,16000,Seguridad social a cargo del ayuntamiento,40071.0,40071.0,34449.66
0320,1301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3360.0,3360.0,3367.18
0325,1331,12000,Retribuciones básicas de personal funcionario,207047.52,207047.52,169215.09
0325,1331,12100,Retribuciones complementarias de personal funcionario,231289.0,231289.0,194724.08
0325,1331,14100,Otro personal,167872.0,167872.0,272752.99
0325,1331,16000,Seguridad social a cargo del ayuntamiento,208427.0,208427.0,200711.7
0325,1331,16500,Cuotas Elkarkidetza a cargo ayuntamiento,11491.0,11491.0,5330.97
0325,1331,20200,Mantenimiento expendedores talones ota,250000.0,250000.0,249761.65
0325,1331,21050,Conservación de señalización,150000.0,150000.0,112689.29
0325,1331,21910,Mantenimiento sistema control de tráfico,1220000.0,1220000.0,1181393.6
0330,1301,12000,Retribuciones básicas de personal funcionario,356150.56,356150.56,378578.78
0330,1301,12100,Retribuciones complementarias de personal funcionario,447436.0,447436.0,468799.59
0330,1301,14100,Otro personal,114265.0,114265.0,123396.99
0330,1301,16000,Seguridad social a cargo del ayuntamiento,286717.0,286717.0,263186.78
0330,1301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,18145.0,18145.0,12905.23
0340,1351,21102,Gastos emergencia y nevadas,150000.0,150000.0,83246.88
0340,1351,21104,Actuaciones nevadas,0.0,0.0,0.0
0340,1361,12000,Retribuciones básicas de personal funcionario,1638773.66,1638773.66,1721373.21
0340,1361,12100,Retribuciones complementarias de personal funcionario,3040740.0,3040740.0,3187449.85
0340,1361,14100,Otro personal,1832584.0,1832584.0,1985864.82
0340,1361,16000,Seguridad social a cargo del ayuntamiento,4157331.0,3028842.0,2498678.16
0340,1361,16500,Cuotas Elkarkidetza a cargo ayuntamiento,100411.0,100411.0,81316.37
0340,1361,21000,Mantenimiento infrestructura,8000.0,8000.0,4996.18
0340,1361,21300,Reparación vehiculos,65000.0,65000.0,70819.87
0340,1361,21900,Renovación y reposición de equipos,40000.0,70250.0,70057.3
0340,1361,22105,Vestuario y uniformes,75000.0,75000.0,74847.39
0340,1361,22111,"Menaje, útiles y herramientas",20000.0,20000.0,15419.77
0340,1361,22199,Otros suministros,30000.0,30000.0,31052.36
0340,1361,22699,Otros gastos diversos,10000.0,10000.0,14026.89
0350,1321,12000,Retribuciones básicas de personal funcionario,5874405.34,5811422.34,6189547.09
0350,1321,12100,Retribuciones complementarias de personal funcionario,10816900.0,10662699.0,10041994.44
0350,1321,16000,Seguridad social a cargo del ayuntamiento,5127646.0,5060319.0,4329192.72
0350,1321,16500,Cuotas Elkarkidetza a cargo ayuntamiento,259596.0,259596.0,228726.06
0350,1321,20501,Renting sist. radiocomunicaciones Tetra,8000.0,8000.0,8000.0
0350,1321,21000,Infraestructura y bienes naturales,0.0,0.0,0.0
0350,1321,21300,Reparación vehiculos,75000.0,84000.0,83475.16
0350,1321,21301,Reparaciónes complementarias vehículos,0.0,0.0,0.0
0350,1321,21900,Renovación y reposición de equipos,40000.0,46000.0,36679.73
0350,1321,21905,Manten. scanner seguridad y usp,7500.0,7500.0,5255.08
0350,1321,22105,Vestuario y uniformes,85000.0,76000.0,66104.12
0350,1321,22111,"Menaje, útiles y herramientas",10000.0,4000.0,2760.37
0350,1321,22112,Materiales y actuaciones sanitarias,0.0,0.0,0.0
0350,1321,22199,Otros suministros,15000.0,15000.0,16480.68
0350,1321,22699,Otros gastos diversos,25000.0,25000.0,18333.99
0410,0111,32000,Intereses y comisiones deuda c/p,348053.0,31219.57,24468.19
0410,0111,33000,Intereses y comisiones  deuda l/p,932982.0,584025.78,570255.88
0410,0111,91005,Amortización creditos,14344111.87,14344111.87,14344111.87
0410,9205,20301,Renting de vehiculos,530000.0,470000.0,373887.91
0410,9205,21300,Reparación vehiculos,150000.0,186000.0,181011.55
0410,9205,22104,Combustibles y carburantes,350000.0,270000.0,264243.96
0410,9205,22404,Seguros de vehiculos,120000.0,120000.0,100230.09
0410,9206,21400,Reparación mobiliario,4000.0,4000.0,150.04
0410,9206,21500,Contratos mantenimiento de equipos,100000.0,180000.0,171052.31
0410,9206,22001,Ordinario no inventariable,180000.0,180000.0,162749.19
0410,9207,20100,Arrendamiento locales y edificios,4164876.82,4164876.82,4085032.43
0410,9207,22110,Gastos de reprografía,50000.0,56000.0,85606.88
0410,9207,22402,Seguros de responsabilidad civil,301700.0,301700.0,262341.07
0410,9207,22407,Seguro vida y accidentes,25000.0,25000.0,32414.34
0410,9207,22600,Gastos de registro de bienes,20000.0,20000.0,19162.6
0410,9207,22639,Gastos conserjes,0.0,0.0,0.0
0410,9207,22695,Licencias de Cedro,0.0,0.0,0.0
0410,9207,22732,Contratos de prestación de servicios,90000.0,90000.0,78901.94
0410,9213,22103,Fraccionamiento suministro agua,0.0,0.0,0.0
0410,9311,22499,Indemnizaciones por responsabilidad patrimonial,150000.0,150000.0,101167.33
0410,9319,12000,Retribuciones básicas de personal funcionario,30863.12,30863.12,50138.92
0410,9319,12100,Retribuciones complementarias de personal funcionario,50772.0,50772.0,89940.02
0410,9319,16000,Seguridad social a cargo del ayuntamiento,21257.0,21257.0,21533.15
0410,9319,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2841.0,2841.0,2427.28
0410,9321,22611,Mantenimiento del catastro,111225.0,111225.0,110816.64
0410,9321,22699,Otros gastos diversos,0.0,0.0,0.0
0410,9321,22776,Servicios de la unidad de multas,190000.0,190000.0,185894.26
0410,9331,22401,Seguros de edificios y locales municipales,310000.0,310000.0,297815.55
0410,9331,22601,Gastos comunidades vecinos,427357.97,427357.97,352230.33
0410,9331,22610,Indemnización acuerdo convencional aparcamiento Europa,411297.5,411297.5,411297.49
0410,9331,22663,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,50892.05
0410,9331,22760,Mantenimiento relojes públicos,20100.0,20100.0,19306.1
0410,9341,36100,Intereses devolución ingresos indebidos,113965.0,113965.0,127632.68
0410,9341,36101,Gastos financieros asociados a ingresos,110000.0,110000.0,146005.4
0410,9341,36102,Intereses de demora,1140070.39,10581262.47,10419523.73
0410,9341,36900,Otros gastos financieros,20000.0,20000.0,386.61
0411,9321,12000,Retribuciones básicas de personal funcionario,78830.48,78830.48,54960.79
0411,9321,12100,Retribuciones complementarias de personal funcionario,96168.0,96168.0,65541.0
0411,9321,16000,Seguridad social a cargo del ayuntamiento,39436.0,39436.0,34925.88
0411,9321,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,2907.2
0412,9314,12000,Retribuciones básicas de personal funcionario,31575.55,31575.55,129640.8
0412,9314,12100,Retribuciones complementarias de personal funcionario,49766.0,49766.0,171123.43
0412,9314,16000,Seguridad social a cargo del ayuntamiento,13603.0,13603.0,53675.42
0412,9314,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,5547.58
0414,9312,12000,Retribuciones básicas de personal funcionario,54968.24,54968.24,108469.58
0414,9312,12100,Retribuciones complementarias de personal funcionario,80284.0,80284.0,148207.15
0414,9312,14100,Otro personal,51548.0,51548.0,48062.4
0414,9312,16000,Seguridad social a cargo del ayuntamiento,43925.0,43925.0,63012.85
0414,9312,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,1453.6
0415,9323,12000,Retribuciones básicas de personal funcionario,103914.51,103914.51,103355.82
0415,9323,12100,Retribuciones complementarias de personal funcionario,128698.0,128698.0,129651.44
0415,9323,16000,Seguridad social a cargo del ayuntamiento,52270.0,52270.0,42198.4
0415,9323,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6065.0,6065.0,4800.84
0416,9341,12000,Retribuciones básicas de personal funcionario,96295.61,96295.61,99827.6
0416,9341,12100,Retribuciones complementarias de personal funcionario,112898.0,112898.0,120565.28
0416,9341,16000,Seguridad social a cargo del ayuntamiento,62388.0,62388.0,49690.76
0416,9341,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3700.0,3700.0,4360.8
0417,9322,12000,Retribuciones básicas de personal funcionario,90118.8,90118.8,90784.26
0417,9322,12100,Retribuciones complementarias de personal funcionario,132065.0,132065.0,133905.49
0417,9322,16000,Seguridad social a cargo del ayuntamiento,60962.0,60962.0,43067.23
0417,9322,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6178.0,6178.0,4854.56
0418,9319,12000,Retribuciones básicas de personal funcionario,1142398.75,1142398.75,957549.18
0418,9319,12100,Retribuciones complementarias de personal funcionario,1411380.0,1411380.0,1112093.5
0418,9319,14100,Otro personal,377760.0,377760.0,349621.64
0418,9319,16000,Seguridad social a cargo del ayuntamiento,913999.0,913999.0,638438.29
0418,9319,16500,Cuotas Elkarkidetza a cargo ayuntamiento,66880.0,66880.0,45656.37
0421,9314,12000,Retribuciones básicas de personal funcionario,98548.99,98548.99,0.0
0421,9314,12100,Retribuciones complementarias de personal funcionario,121109.0,121109.0,0.0
0421,9314,16000,Seguridad social a cargo del ayuntamiento,52436.0,52436.0,0.0
0421,9314,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5210.0,5210.0,0.0
0422,4413,12000,Retribuciones básicas de personal funcionario,113430.23,113430.23,107040.35
0422,4413,12100,Retribuciones complementarias de personal funcionario,151218.0,151218.0,154921.67
0422,4413,14100,Otro personal,270241.0,270241.0,349999.52
0422,4413,16000,Seguridad social a cargo del ayuntamiento,172445.0,172445.0,172327.17
0422,4413,21105,Conservación y mantenimiento estación de autobuses,94000.0,94000.0,52245.63
0422,4413,22101,Energiía eléctrica,174000.0,174000.0,84376.96
0422,4413,22102,Suministro agua y depuración de residuales,19000.0,19000.0,0.0
0422,4413,22103,Gas,30000.0,30000.0,3454.26
0422,4413,22734,Seguridad,50000.0,50000.0,49252.61
0422,4413,22783,Contratos prestación de servicios de limpieza,120000.0,120000.0,138347.78
0810,4301,11000,Retribuciones personal eventual gabinete,51821.66,51821.66,2338.87
0810,4301,12000,Retribuciones básicas de personal funcionario,7442.0,7442.0,28328.6
0810,4301,12100,Retribuciones complementarias de personal funcionario,20616.0,20616.0,49672.36
0810,4301,14100,Otro personal,140175.0,140175.0,119877.41
0810,4301,16000,Seguridad social a cargo del ayuntamiento,85599.0,85599.0,48447.99
0810,4301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1775.0,1775.0,2640.38
0817,4332,11000,Retribuciones personal eventual gabinete,1310.01,1310.01,0.0
0817,4332,12000,Retribuciones básicas de personal funcionario,156760.0,156760.0,74490.23
0817,4332,12100,Retribuciones complementarias de personal funcionario,170805.0,170805.0,72342.61
0817,4332,14100,Otro personal,67447.0,67447.0,13522.83
0817,4332,16000,Seguridad social a cargo del ayuntamiento,118538.0,118538.0,40036.43
0817,4332,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5285.0,5285.0,415.32
0817,4332,22605,"Reuniones, conferencias y congresos",2000.0,2000.0,2699.99
0817,4332,22606,Contratos de patrocinio,0.0,0.0,0.0
0817,4332,22707,Estudios y trabajos técnicos,8000.0,8000.0,15549.73
0817,4334,85112,Ampliación de capital CEIA,122335.36,122335.36,122335.36
0817,9241,22640,Consejo social del municipio,0.0,0.0,0.0
0819,4301,12000,Retribuciones básicas de personal funcionario,212254.51,212254.51,182367.31
0819,4301,12100,Retribuciones complementarias de personal funcionario,243532.0,243532.0,208309.52
0819,4301,14100,Otro personal,49138.0,49138.0,75868.66
0819,4301,16000,Seguridad social a cargo del ayuntamiento,150018.0,150018.0,119590.28
0819,4301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10612.0,10612.0,6878.4
0820,4301,12000,Retribuciones básicas de personal funcionario,74727.94,74727.94,116445.0
0820,4301,12100,Retribuciones complementarias de personal funcionario,75321.0,75321.0,119709.55
0820,4301,16000,Seguridad social a cargo del ayuntamiento,39629.0,39629.0,77885.56
0820,4301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5550.0,5550.0,6333.54
0821,4331,12000,Retribuciones básicas de personal funcionario,67021.89,67021.89,108012.78
0821,4331,12100,Retribuciones complementarias de personal funcionario,65751.0,65751.0,118075.4
0821,4331,14100,Otro personal,120851.0,120851.0,129178.15
0821,4331,16000,Seguridad social a cargo del ayuntamiento,78217.0,78217.0,96255.25
0821,4331,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3369.0,3369.0,4153.14
0821,4331,22677,Apoyo a emprendedores,50000.0,69000.0,60549.08
0821,4331,22712,Gestión centros de empresas,30000.0,9000.0,7467.98
0821,4331,22796,Plan de calidad,5000.0,5000.0,4395.95
0821,4331,22797,Dinamización económica,380000.0,270000.0,189794.03
0821,4333,22798,Gastos gestión sociocultural y dinamización económica casco histórco,0.0,0.0,0.0
0821,4333,22799,Concurso paisaje muralístico Zaramaga,30000.0,30000.0,26699.99
0822,4314,12000,Retribuciones básicas de personal funcionario,26479.45,26479.45,25514.18
0822,4314,12100,Retribuciones complementarias de personal funcionario,29538.0,29538.0,29540.23
0822,4314,14100,Otro personal,110352.0,110352.0,130363.46
0822,4314,16000,Seguridad social a cargo del ayuntamiento,52487.0,52487.0,67313.62
0822,4314,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,1453.6
0822,4314,20200,Arrendamiento de maquinaria e instalaciones,85000.0,94000.0,79810.5
0822,4314,22700,Iluminación navideña,70000.0,70000.0,65824.38
0822,4314,22773,Mercados,30000.0,30000.0,33698.3
0822,4314,22798,Dinamización comercial,130000.0,78100.0,40446.68
0823,2411,12000,Retribuciones básicas de personal funcionario,344296.85,344296.85,315486.31
0823,2411,12100,Retribuciones complementarias de personal funcionario,367300.0,367300.0,341949.55
0823,2411,13000,Retribuciones personal laboral fijo,622.0,622.0,806009.61
0823,2411,14100,Otro personal,411664.0,681840.36,422345.63
0823,2411,16000,Seguridad social a cargo del ayuntamiento,356192.0,436137.18,565015.38
0823,2411,16500,Cuotas Elkarkidetza a cargo ayuntamiento,24351.0,24351.0,17879.73
0823,2411,20100,Arrendamiento locales y edificios,75100.0,78100.0,78082.04
0823,2411,22795,Formación,620000.0,615000.0,603671.06
0823,2411,22796,Promoción empleo estacional municipal,0.0,0.0,0.0
0823,2411,22797,Plan de empleo Vitoria-Gasteiz,2210000.0,1200000.0,113810.64
0824,4321,12000,Retribuciones básicas de personal funcionario,111215.85,111215.85,127191.49
0824,4321,12100,Retribuciones complementarias de personal funcionario,133846.0,133846.0,152507.6
0824,4321,14100,Otro personal,68670.0,68670.0,73242.22
0824,4321,16000,Seguridad social a cargo del ayuntamiento,93839.0,93839.0,92606.43
0824,4321,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7639.0,7639.0,6197.84
0824,4321,22630,Mesa de turismo,0.0,0.0,0.0
0824,4321,22732,Contratos de prestación de servicios,0.0,0.0,0.0
0824,4321,22776,"Gestión P. Europa, Villasuso y turismo",425000.0,500000.0,406650.23
0824,4321,22777,Dinamizacion turística,100000.0,100000.0,65352.2
0824,4321,22778,Eventos turísticos singulares,5000.0,5000.0,0.0
0824,4321,22779,Promoción de ciudad,145000.0,145000.0,184923.49
0824,4321,22780,Gastos de merchandising oficina turismo,30000.0,30000.0,18277.53
0824,4321,22781,Acciones Federación ciudades napoleónicas,0.0,0.0,0.0
0825,4221,22729,Apoyo a empresas,0.0,0.0,0.0
0910,9202,12000,Retribuciones básicas de personal funcionario,66934.19,66934.19,70346.66
0910,9202,12100,Retribuciones complementarias de personal funcionario,94407.0,94407.0,97450.16
0910,9202,14100,Otro personal,124943.0,124943.0,166912.01
0910,9202,16000,Seguridad social a cargo del ayuntamiento,75195.0,75195.0,75532.38
0910,9202,16007,Aportación complemento especifico a de personal funcionario,269974.0,269974.0,255035.64
