#Orgánico,Funcional,Económico,Denominación aplicación,Crédito Inicial,Crédito Definitivo,Obligado
0187,4621,22733,Plan de comunicación bicicleta,12000.0,0.0,0.0
0188,4444,22600,Promoción y divulgación green capital,505500.0,1707000.0,516904.47
0188,4444,22732,Contratos european green capital,173000.0,96000.0,203077.68
0210,1900,12000,Retribuciones básicas de personal funcionario,51509.0,51509.0,39346.97
0210,1900,12100,Retribuciones complementarias de personal funcionario,85708.0,85708.0,81762.9
0210,1900,14100,Otro personal,84882.0,84882.0,87014.39
0210,1900,16000,Seguridad social a cargo del Ayuntamiento,48503.0,48503.0,49948.62
0210,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3690.0,3690.0,2278.6
0210,1900,21300,Reparación vehículos,3000.0,0.0,0.0
0210,1900,22004,Edición y reproducción de cartografía y proyectos,4000.0,4000.0,3781.96
0210,1900,22104,Combustibles y carburantes,6000.0,0.0,0.0
0210,1900,22707,Asistencias técnicas,100000.0,35000.0,2330.4
0210,4321,12000,Retribuciones básicas de personal funcionario,23735.0,23735.0,0.0
0210,4321,12100,Retribuciones complementarias de personal funcionario,35501.0,35501.0,0.0
0210,4321,16000,Seguridad social a cargo del Ayuntamiento,10184.0,10184.0,0.0
0211,4321,12000,Retribuciones básicas de personal funcionario,125518.0,125518.0,118292.66
0211,4321,12100,Retribuciones complementarias de personal funcionario,163759.0,163759.0,194969.62
0211,4321,14100,Otro personal,88863.0,88863.0,207022.59
0211,4321,16000,Seguridad social a cargo del Ayuntamiento,89600.0,89600.0,138383.47
0211,4321,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5138.0,5138.0,468.96
0211,4322,12000,Retribuciones básicas de personal funcionario,77828.0,77828.0,60855.22
0211,4322,12100,Retribuciones complementarias de personal funcionario,87083.0,87083.0,91711.38
0211,4322,14100,Otro personal,38502.0,38502.0,0.0
0211,4322,16000,Seguridad social a cargo del Ayuntamiento,69883.0,69883.0,41608.92
0211,4322,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2081.0,2081.0,122.81
0213,4340,12000,Retribuciones básicas de personal funcionario,312156.0,312156.0,242328.51
0213,4340,12100,Retribuciones complementarias de personal funcionario,405220.0,405220.0,370302.47
0213,4340,14100,Otro personal,124471.0,124471.0,87373.27
0213,4340,16000,Seguridad social a cargo del Ayuntamiento,221016.0,221016.0,204439.61
0213,4340,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,16381.0,16381.0,1008.02
0213,4340,22620,Obras subsidiarias y apuntalamiento,140000.0,50000.0,3304.0
0213,4340,22730,Servicio de almacenaje de fondos editoriales,6000.0,18000.0,13148.74
0214,4311,12000,Retribuciones básicas de personal funcionario,155970.0,155970.0,71343.45
0214,4311,12100,Retribuciones complementarias de personal funcionario,181110.0,181110.0,99738.09
0214,4311,16000,Seguridad social a cargo del Ayuntamiento,90686.0,90686.0,56391.14
0214,4311,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,7736.0,7736.0,332.16
0214,4330,12000,Retribuciones básicas de personal funcionario,147925.0,147925.0,134591.09
0214,4330,12100,Retribuciones complementarias de personal funcionario,178531.0,178531.0,194994.06
0214,4330,14100,Otro personal,156493.0,156493.0,36368.93
0214,4330,16000,Seguridad social a cargo del Ayuntamiento,139090.0,139090.0,107255.45
0214,4330,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,8995.0,8995.0,307.05
0216,4321,12000,Retribuciones básicas de personal funcionario,213224.0,213224.0,176113.07
0216,4321,12100,Retribuciones complementarias de personal funcionario,253456.0,253456.0,261059.5
0216,4321,14100,Otro personal,112735.0,112735.0,17825.58
0216,4321,16000,Seguridad social a cargo del Ayuntamiento,180284.0,180284.0,148199.43
0216,4321,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,12398.0,12398.0,870.17
0320,1900,12000,Retribuciones básicas de personal funcionario,49883.0,49883.0,54848.91
0320,1900,12100,Retribuciones complementarias de personal funcionario,86054.0,86054.0,90259.09
0320,1900,16000,Seguridad social a cargo del Ayuntamiento,20937.0,20937.0,26706.79
0320,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2148.0,2148.0,425.84
0320,2224,12000,Retribuciones básicas de personal funcionario,133390.0,133390.0,122282.67
0320,2224,12100,Retribuciones complementarias de personal funcionario,151316.0,151316.0,176974.5
0320,2224,14100,Otro personal,151221.0,151221.0,96745.6
0320,2224,16000,Seguridad social a cargo del Ayuntamiento,146796.0,146796.0,140292.3
0320,2224,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,10078.0,10078.0,404.71
0320,5111,20200,Mantenimiento expendedores talones OTA,295000.0,315000.0,254365.67
0320,5112,12000,Retribuciones básicas de personal funcionario,83683.0,83683.0,70013.61
0320,5112,12100,Retribuciones complementarias de personal funcionario,80258.0,80258.0,106707.59
0320,5112,16000,Seguridad social a cargo del Ayuntamiento,48591.0,48591.0,43311.68
0320,5112,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,4162.0,4162.0,270.91
0320,5112,21910,Mantenimiento sistema control de trafico,1242000.0,1147000.0,1169335.42
0320,5113,21050,Conservación de señalización,343200.0,257500.0,205380.05
0330,1900,12000,Retribuciones básicas de personal funcionario,289009.0,289009.0,276309.03
0330,1900,12100,Retribuciones complementarias de personal funcionario,399798.0,399798.0,453016.06
0330,1900,14100,Otro personal,126034.0,126034.0,150586.03
0330,1900,16000,Seguridad social a cargo del Ayuntamiento,236489.0,236489.0,270336.28
0330,1900,16220,Indemnizaciones por daños,40.0,40.0,0.0
0330,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,13544.0,13544.0,1180.89
0340,2231,12000,Retribuciones básicas de personal funcionario,1558767.0,1558767.0,1269989.4
0340,2231,12100,Retribuciones complementarias de personal funcionario,2957799.0,2957799.0,2938213.8
0340,2231,14100,Otro personal,808795.0,1172765.0,1547356.78
0340,2231,16000,Seguridad social a cargo del Ayuntamiento,1846971.0,2002957.6,2265025.89
0340,2231,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,106310.0,106310.0,31662.69
0340,2231,21300,Reparación vehículos,88400.0,60000.0,61448.68
0340,2231,21900,Renovación y reposición de equipos,85000.0,60000.0,49582.82
0340,2231,22104,Combustibles y carburantes,57000.0,0.0,0.0
0340,2231,22105,Vestuario y uniformes,80000.0,100000.0,36902.22
0340,2231,22111,"Menaje, útiles y herramientas",30000.0,30000.0,25619.68
0340,2231,22199,Otros suministros,36000.0,36000.0,36874.63
0340,2231,22699,Otros gastos diversos,20000.0,10000.0,10175.05
0340,2233,21300,Reparación vehículos UCEIS,1.0,1.0,0.0
0340,2233,21900,Renovacion y reposición de equipos UCEIS,1.0,1.0,0.0
0340,2233,22105,Vestuario y uniformes,1.0,1.0,0.0
0340,2233,22111,"Menaje, utiles y herramientas uceis",1.0,1.0,0.0
0340,2233,22199,Otros suministros UCEIS,1.0,1.0,0.0
0340,2233,22638,Formación voluntarios Valdegobía - Campezo,1.0,1.0,0.0
0340,2233,22699,Otros gastos diversos,1.0,1.0,824.74
0340,2234,21000,Infraestructura y bienes naturales,5000.0,5000.0,3781.63
0340,2234,21102,Gastos de emergencia,156252.88,57000.0,7808.07
0350,1110,22710,Otros suministros y gastos diversos,960000.0,0.0,0.0
0350,2221,12000,Retribuciones básicas de personal funcionario,5780781.0,5780781.0,4918598.36
0350,2221,12100,Retribuciones complementarias de personal funcionario,10064933.0,10064933.0,10623974.51
0350,2221,14100,Otro personal,14809.0,14809.0,0.0
0350,2221,16000,Seguridad social a cargo del Ayuntamiento,4206550.0,4206550.0,4463839.63
0350,2221,16220,Indemnizaciones por daños,119.0,119.0,0.0
0350,2221,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,273245.0,273245.0,33133.05
0350,2221,20301,Renting unidad canina,37000.0,0.0,0.0
0350,2221,20501,Renting sist.radiocomunicaciones tetra,1.0,8000.0,7893.32
0350,2221,21300,Reparación vehiculos,88000.0,88000.0,83188.41
0350,2221,21400,Reparación mobiliario,25000.0,0.0,0.0
0350,2221,21900,Renovacion y reposición de equipos,50000.0,50000.0,42838.5
0350,2221,21905,Manten. scanner seguridad y usp,7280.0,7500.0,5118.23
0350,2221,22002,"Prensa, revistas y otras publicaciones",1000.0,0.0,0.0
0350,2221,22104,Combustibles y carburantes,140000.0,0.0,0.0
0350,2221,22105,Vestuario y uniformes,220000.0,200000.0,127436.95
0350,2221,22111,"Menaje, útiles y herramientas",110000.0,50000.0,15818.29
0350,2221,22112,Materiales y actuaciones sanitarias,3000.0,3000.0,1070.6
0350,2221,22199,Otros suministros,63000.0,30000.0,12945.49
0350,2221,22699,Otros gastos diversos,20000.0,10000.0,16342.2
0350,2223,21900,Renovacion y reposición equipos,5000.0,5000.0,0.0
0350,2223,22199,Otros suministros,15000.0,15000.0,8522.48
0350,2223,22699,Otros gastos diversos,18000.0,59000.0,29432.7
0350,2224,22105,Vestuario y uniformes,10000.0,0.0,0.0
0350,2224,22199,Otros suministros,2000.0,0.0,0.0
0350,2234,21000,Infraestructura y bienes naturales,25000.0,4000.0,3008.34
0410,0111,32000,Intereses y comisiones deuda c/p,215426.36,215426.36,105650.72
0410,0111,33000,Intereses y comisiones  deuda l/p,3990000.0,3108363.95,2762702.03
0410,0111,36100,Intereses devolucion ingresos indebidos,150000.0,150000.0,21683.97
0410,0111,36101,Gastos financieros Asociacióniados a ingresos,140000.0,140000.0,131293.55
0410,0111,36900,Otros gastos financieros,10000.0,10000.0,1523.69
0410,0111,91005,Amortizacion creditos,12814326.21,12814326.21,12724988.34
0410,1200,22101,Energia electrica,8000000.0,8700000.0,8833732.44
0410,1200,22102,Suministro de agua y depuracion de residuales,1300000.0,890000.0,139453.07
0410,1200,22401,Seguros de edificios y locales municipales,433500.0,350000.0,338607.42
0410,1201,20300,Alquiler de vehiculos,35000.0,0.0,0.0
0410,1201,20301,Renting de vehiculos,800000.0,822000.0,709092.45
0410,1201,21300,Reparación vehiculos,20400.0,200000.0,90836.22
0410,1201,22104,Combustibles y carburantes,25500.0,400000.0,372615.27
0410,1201,22404,Seguros de vehiculos,190000.0,127000.0,126250.0
0410,1203,21400,Reparación mobiliario,6120.0,15000.0,2205.1
0410,1203,21500,Contratos mantenimientos de equipos,130000.0,130000.0,144449.1
0410,1203,22001,Ordinario no inventariable,370000.0,300000.0,174447.84
0410,1203,22110,Gastos de reprografia,76500.0,100000.0,68188.22
0410,1203,22663,Compensación cese aprovechamientos elorriaga,46200.0,46200.0,49807.92
0410,1203,22732,Contratos de prestacion de servicios,145000.0,113000.0,145068.21
0410,1204,20100,Arrendaniento locales y edificios,2767642.0,2819646.0,2831840.2
0410,1204,21103,Adecuacion edificios arrendados,500000.0,0.0,0.0
0410,1204,22402,Seguros de responsabilidad civil,433500.0,315000.0,312208.81
0410,1204,22407,Seguro vida y accidentes,98940.0,20000.0,26390.89
0410,1204,22499,Indemniz.por responsabilidad patrimonial,332500.0,332500.0,300759.26
0410,1204,22601,Gastos comunidades vecinos,198900.0,249444.62,289378.88
0410,1204,22760,Mantenimiento relojes publicos,18819.0,18819.0,18620.73
0410,1204,22761,Contratos arrendamiento pista hielo,800000.0,0.0,0.0
0410,1261,22639,Gastos conserjes,475.0,475.0,0.0
0410,6111,12000,Retribuciones básicas de personal funcionario,25763.0,25763.0,21281.58
0410,6111,12100,Retribuciones complementarias de personal funcionario,39537.0,39537.0,48716.52
0410,6111,16000,Seguridad social a cargo del Ayuntamiento,9671.0,9671.0,9865.9
0410,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1400.0,1400.0,82.64
0410,6111,22600,Gastos de registro de bienes,35700.0,30000.0,28633.61
0410,6111,22611,Mantenimiento del catastro,501000.0,501000.0,488926.72
0410,6111,22776,Servicios de la unidad de multas,293760.0,250000.0,247038.37
0410,6111,22785,Contratos espectáculos taurinos,1000000.0,0.0,6088.8
0411,6111,12000,Retribuciones básicas de personal funcionario,25226.0,25226.0,61824.64
0411,6111,12100,Retribuciones complementarias de personal funcionario,30281.0,30281.0,95943.7
0411,6111,14100,Otro personal,79043.0,79043.0,0.0
0411,6111,16000,Seguridad social a cargo del Ayuntamiento,33232.0,33232.0,32198.7
0411,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1400.0,1400.0,154.98
0412,6111,12000,Retribuciones básicas de personal funcionario,77988.0,77988.0,69184.05
0412,6111,12100,Retribuciones complementarias de personal funcionario,81900.0,81900.0,101588.95
0412,6111,16000,Seguridad social a cargo del Ayuntamiento,34111.0,34111.0,39021.94
0412,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1400.0,1400.0,799.67
0414,6111,12000,Retribuciones básicas de personal funcionario,45824.0,45824.0,41075.51
0414,6111,12100,Retribuciones complementarias de personal funcionario,70056.0,70056.0,73410.95
0414,6111,14100,Otro personal,161599.0,161599.0,41334.48
0414,6111,16000,Seguridad social a cargo del Ayuntamiento,53397.0,53397.0,31751.0
0414,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1400.0,1400.0,82.64
0415,6111,12000,Retribuciones básicas de personal funcionario,215932.0,215932.0,79365.54
0415,6111,12100,Retribuciones complementarias de personal funcionario,215099.0,215099.0,126515.85
0415,6111,16000,Seguridad social a cargo del Ayuntamiento,98306.0,98306.0,49867.6
0415,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5649.0,5649.0,2099.81
0416,6111,12000,Retribuciones básicas de personal funcionario,50597.0,50597.0,63594.83
0416,6111,12100,Retribuciones complementarias de personal funcionario,112683.0,112683.0,105701.32
0416,6111,14100,Otro personal,42124.0,42124.0,40348.2
0416,6111,16000,Seguridad social a cargo del Ayuntamiento,35833.0,35833.0,46818.89
0416,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2800.0,2800.0,289.27
0417,6111,12000,Retribuciones básicas de personal funcionario,64932.0,64932.0,52097.28
0417,6111,12100,Retribuciones complementarias de personal funcionario,80535.0,80535.0,95649.12
0417,6111,16000,Seguridad social a cargo del Ayuntamiento,31811.0,31811.0,32453.22
0417,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3638.0,3638.0,248.32
0418,6111,12000,Retribuciones básicas de personal funcionario,1080783.0,1080783.0,908752.57
0418,6111,12100,Retribuciones complementarias de personal funcionario,1347217.0,1347217.0,1375297.06
0418,6111,14100,Otro personal,671726.0,671726.0,556221.67
0418,6111,16000,Seguridad social a cargo del Ayuntamiento,867189.0,867189.0,856628.85
0418,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,74074.0,74074.0,9684.17
0419,6111,12000,Retribuciones básicas de personal funcionario,51705.0,51705.0,0.0
0419,6111,12100,Retribuciones complementarias de personal funcionario,66647.0,66647.0,0.0
0419,6111,16000,Seguridad social a cargo del Ayuntamiento,19342.0,19342.0,0.0
0419,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2800.0,2800.0,0.0
0810,7211,12000,Retribuciones básicas de personal funcionario,269606.0,269606.0,211003.79
0810,7211,12100,Retribuciones complementarias de personal funcionario,352090.0,352090.0,331880.63
0810,7211,14100,Otro personal,141216.0,141216.0,54478.56
0810,7211,16000,Seguridad social a cargo del Ayuntamiento,182018.0,182018.0,158152.42
0810,7211,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,13385.0,13385.0,696.87
0811,3220,12000,Retribuciones básicas de personal funcionario,484467.0,484467.0,383880.34
0811,3220,12100,Retribuciones complementarias de personal funcionario,431235.0,431235.0,535072.11
0811,3220,13000,Retribuciones personal laboral fijo,22417.0,327971.0,1007815.08
0811,3220,14100,Otro personal,1234764.0,1005613.0,567630.82
0811,3220,16000,Seguridad social a cargo del Ayuntamiento,628363.0,552514.0,691117.24
0811,3220,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,25839.0,25839.0,1459.84
0811,3220,22002,Orientación laboral individualizada,5000.0,0.0,360.4
0811,3220,22769,Dinamización laboral p.desempleadas cualificadas,150000.0,30000.0,41028.26
0811,3220,22770,Intermediacion laboral,50000.0,43245.37,31293.05
0811,3221,20100,Arrendaniento locales y edificios,130000.0,130000.0,107100.0
0811,3221,22003,Material informatico no inventariable,5000.0,0.0,626.64
0811,3221,22676,Planes de empleo verde,290000.0,0.0,0.0
0811,3221,22742,Formación específica en sectores estratégicos,425000.0,100000.0,82778.2
0811,3221,22743,Formacion sector industrial,470000.0,0.0,48520.0
0811,3221,22744,Plan calidad,16000.0,0.0,9420.0
0811,3221,22745,Formación servicios personales y a la comunidad,200000.0,25000.0,41173.0
0811,3221,22758,Formacion en tics,350000.0,0.0,144329.67
