#Orgánico,Funcional,Económico,R,Denominacion Aplicacion,Tot Credito inicial,Tot Credito Definitivo,Tot Obligado
0126,9124,12100,,Retribuciones complementarias funcionarios,47038.0,47038.0,52750.21
0126,9124,16000,,Seguridad social a cargo del ayuntamiento,18880.0,18880.0,19040.11
0126,9124,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1980.0,1980.0,1992.2
0130,9201,11000,,Retribuciones personal eventual gabinete,0.0,0.0,80560.35
0130,9201,12000,,Retribuciones básicas de funcionarios,219590.0,219590.0,184929.82
0130,9201,12100,,Retribuciones complementarias funcionarios,322584.0,322584.0,283935.3
0130,9201,14100,,Otro personal,0.0,0.0,191.28
0130,9201,16000,,Seguridad social a cargo del ayuntamiento,104331.0,104331.0,99660.41
0130,9201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,12058.0,12058.0,10772.38
0130,9201,22610,,Indemnizaciones,14000.0,14000.0,225.0
0130,9201,22617,,"Honorarios , minutas",44000.0,39620.0,8329.88
0145,9121,11000,,Retribuciones personal eventual gabinete,240714.0,240714.0,241188.94
0145,9121,16000,,Seguridad social a cargo del ayuntamiento,39743.0,39743.0,39390.68
0160,2381,12000,,Retribuciones básicas de funcionarios,73410.0,73410.0,94744.88
0160,2381,12100,,Retribuciones complementarias funcionarios,86057.0,86057.0,111751.51
0160,2381,14100,,Otro personal,86909.0,86909.0,78887.55
0160,2381,16000,,Seguridad social a cargo del ayuntamiento,68429.0,68429.0,83359.84
0160,2381,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3259.0,3259.0,3915.8
0160,2381,22115,,Material técnico específico,550.0,550.0,0.0
0160,2381,22711,,Plan para la igualdad,210000.0,210000.0,168362.78
0160,2381,22711,R,Plan para la igualdad,0.0,6760.0,6760.0
0160,2381,22743,,Casa de mujeres incluyente,31520.0,0.0,0.0
0160,2381,22773,,Programación cursos de igualdad,75000.0,64407.5,10164.0
0160,2381,22775,,"LGTBQ-Tolerancia 0 a la homofobia,lesbofobia o transfobia",50000.0,50000.0,0.0
0160,2381,48139,,Convocatoria de subvenciones a asoc. mujeres,50000.0,50000.0,40717.99
0160,2381,62208,,Emakumeen etxea,100000.0,124000.0,108135.22
0160,2381,62208,R,Emakumeen etxea,0.0,83373.08,83373.08
0162,2391,12000,,Retribuciones básicas de funcionarios,36202.0,36202.0,40199.79
0162,2391,12100,,Retribuciones complementarias funcionarios,39693.0,39693.0,50136.97
0162,2391,14100,,Otro personal,81399.0,81399.0,85059.4
0162,2391,16000,,Seguridad social a cargo del ayuntamiento,43548.0,43548.0,49210.61
0162,2391,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,990.0,990.0,2036.98
0162,2391,22696,,Cuota Euskal Fondoa,11237.4,11237.4,11237.4
0162,2391,22699,,Otros gastos diversos cooperación,16000.0,16000.0,8220.61
0162,2391,22704,,Contrato Azoka Txikia,25000.0,0.0,0.0
0162,2391,22707,,Estudios y trabajos técnicos,36000.0,87571.67,31429.36
0162,2391,22799,,Otros trabajos exteriores,30000.0,30000.0,24533.68
0162,2391,23002,,Gastos de desplazamiento,5000.0,0.0,0.0
0162,2391,48200,,Subvenciones de cooperación,1497262.6,1417262.6,1414262.44
0162,2391,48205,,Convenio fondo alavés de emergencia,120000.0,132000.0,120000.0
0162,2391,48206,,Convenio asoc.amigos/as del rasd,320000.0,320000.0,0.0
0162,2391,48207,,Convenio Euskal Fondoa,189000.0,287000.0,189000.0
0162,2391,48210,,Convenio Setem Hego Haizea,25000.0,25000.0,25000.0
0162,2391,48211,,Convenio Coordinadora SONGD,24000.0,24000.0,24000.0
0162,2391,48212,,Convenio AFANIS-vacaciones en paz,16000.0,16000.0,16000.0
0162,2391,48213,,Convenio comercio justo,32000.0,32000.0,32000.0
0171,3351,12000,,Retribuciones básicas de funcionarios,156040.0,156040.0,148538.59
0171,3351,12100,,Retribuciones complementarias funcionarios,187871.0,187871.0,163862.89
0171,3351,14100,,Otro personal,79574.0,79574.0,126288.19
0171,3351,16000,,Seguridad social a cargo del ayuntamiento,127842.0,127842.0,131555.54
0171,3351,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7464.0,7464.0,6332.02
0171,3351,22741,,Cursos de euskera para madres y padres,500000.0,500000.0,327233.68
0171,3351,22748,,Semana del euskera,25000.0,25000.0,12353.72
0171,3351,22780,,Plan euskera,180044.8,200044.8,129799.38
0171,3351,22780,R,Plan euskera,0.0,16577.04,15777.03
0171,3351,22799,,Traducciones externas euskera,15000.0,15000.0,5209.08
0171,3351,41802,,Convenio Euskaltzaindia centenario,0.0,25000.0,0.0
0171,3351,42302,,Convenio con la Cámara de Comercio,10500.0,10500.0,0.0
0171,3351,48001,,Subvenciones a particulares para estudios de euskera,150000.0,150000.0,0.0
0171,3351,48002,,Becas y bolsas de estudio al personal,75000.0,60000.0,22651.46
0171,3351,48003,,Subvenciones cursos euskera a euskaltegi,99000.0,99000.0,0.0
0171,3351,48005,,Subvencion plan general uso del euskera,120000.0,120000.0,108147.6
0171,3351,48005,R,Subvencion plan general uso del euskera,0.0,1800.0,1800.0
0171,3351,48044,,Convenio GEU,77175.0,77175.0,77175.0
0171,3351,48048,,Convenio Asociación TINKO,10500.0,10500.0,10500.0
0171,3351,48049,,Convenio Asociación EUSKHARAN,24255.0,24255.0,24255.0
0171,3351,48064,,Convenio korrika,3465.0,3465.0,3465.0
0171,3351,48100,,Convenio Euskaltzaindia,63000.0,63000.0,63000.0
0171,3351,48997,,Convenio Bai Euskarari,23100.0,23100.0,23100.0
0171,3351,62800,,Adquisición publicaciones y libros,1000.0,1000.0,0.0
0180,9271,11000,,Retribuciones personal eventual gabinete,95397.0,95397.0,82373.99
0180,9271,12000,,Retribuciones básicas de funcionarios,59087.0,59087.0,58884.71
0180,9271,12100,,Retribuciones complementarias funcionarios,77258.0,77258.0,72084.27
0180,9271,14100,,Otro personal,48995.0,48995.0,48998.06
0180,9271,16000,,Seguridad social a cargo del ayuntamiento,83557.0,83557.0,79527.19
0180,9271,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2957.0,2957.0,3995.56
0180,9271,22603,,Publicaciones y publicidad,0.0,692112.5,465545.96
0180,9271,22612,,Adquisición prensa diaria,0.0,25000.0,24674.33
0180,9271,22616,,Servicios de prensa,0.0,20000.0,16654.35
0180,9271,22631,,Participacion institucional,0.0,28000.0,26503.07
0180,9271,22632,,Suscripciones,0.0,4397.43,0.0
0180,9271,22634,,Organizacion de eventos y gastos de representacion,0.0,107411.27,110282.68
0180,9271,22645,,Anuncios oficiales por ley,0.0,180000.0,122925.77
0180,9271,22730,,Servicios de almacenaje de fondos editoriales,0.0,20000.0,24450.88
0180,9271,22732,,Contrato prestación servicios video actas,0.0,59000.0,5972.9
0180,9271,62505,,Otros enseres,0.0,2502.57,409.5
0181,2327,12000,,Retribuciones básicas de funcionarios,48979.0,48979.0,54678.28
0181,2327,12100,,Retribuciones complementarias funcionarios,63830.0,63830.0,64326.33
0181,2327,14100,,Otro personal,62195.0,62195.0,61648.89
0181,2327,16000,,Seguridad social a cargo del ayuntamiento,59299.0,59299.0,55691.81
0181,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,867.4
0181,2361,22604,,Estrategia antirumor,15000.0,15000.0,14931.7
0181,2361,22608,,Programa de (in)formación,18000.0,18000.0,16716.98
0181,2361,22608,R,Programa de (in)formación,0.0,10300.0,8512.4
0181,2361,22610,,Ciudad educadora,23000.0,23000.0,19374.4
0181,2361,22613,,Traducción e interpretación,20000.0,20000.0,15810.3
0181,2361,22642,,Plan de convivencia y diversidad,100000.0,200000.0,65486.64
0181,2361,48128,,Conv.c. del sordo alava-Arabako gorra,20000.0,20000.0,20000.0
0181,2361,48901,,Convocatoria general de subvenciones,65000.0,65000.0,52000.0
0181,2361,48970,,Conv.asoc.Eginaren Eginez,27000.0,27000.0,27000.0
0181,2361,48983,,Convenio goian,100000.0,100000.0,100000.0
0181,2361,48984,,Ayudas a apoyo a familias de personas desaparecidas,5000.0,5000.0,0.0
0181,2361,48985,,Subvenciones memoria histórica,15000.0,15000.0,3200.0
0182,1741,60150,,Obras en pueblos,100000.0,160500.0,276.87
0182,1741,60150,R,Obras en pueblos,0.0,42596.48,42310.15
0182,1741,60700,,Mejora paisajística zona rural,20000.0,20000.0,14847.06
0182,1741,60700,R,Mejora paisajística zona rural,0.0,8883.32,8883.32
0182,1742,22700,,Recogida de residuos y mantenimiento ELM y Cementerio,1400000.0,1400000.0,1160945.1
0182,1743,21000,,Infraestructura y bienes naturales,45000.0,45000.0,39313.1
0182,1743,21902,,"Mantenimiento vias forestales,plantaciones y espacios naturales",45000.0,45000.0,42614.44
0182,1743,21911,,Mantenimiento jardines núcleos rurales,260000.0,260000.0,242054.85
0182,1743,22111,,Menaje,12000.0,12000.0,4987.87
0182,1743,22145,,Recuperación espacios degradados,25000.0,25000.0,25610.25
0182,1743,72000,,A la DFA para la ejecucion de caminos parcelarios,200000.0,100000.0,49038.15
0182,1749,12000,,Retribuciones básicas de funcionarios,128498.0,128498.0,117142.69
0182,1749,12100,,Retribuciones complementarias funcionarios,202403.0,202403.0,179144.19
0182,1749,13000,,Retribuciones personal laboral fijo,112563.0,112563.0,111854.67
0182,1749,14100,,Otro personal,0.0,0.0,35950.91
0182,1749,16000,,Seguridad social a cargo del ayuntamiento,134480.0,134480.0,125297.33
0182,1749,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9399.0,9399.0,8671.81
0182,1749,48112,,Subvenciones Asociación concejos,115000.0,115000.0,115000.0
0182,1749,72101,,Convenio Concejo Betoño,0.0,39500.0,0.0
0182,1749,78919,,Subvenc.para centros sociales,40000.0,40000.0,20000.0
0182,2411,22100,,POEJ - Servicio zona rural,0.0,6715.5,0.0
0187,9271,22603,,Publicaciones y publicidad,650000.0,0.0,506.25
0187,9271,22612,,Adquisición prensa diaria,25000.0,0.0,0.0
0187,9271,22616,,Servicios de prensa,20000.0,0.0,0.0
0187,9271,22631,,Participación institucional,28000.0,0.0,0.0
0187,9271,22632,,Suscripciones,4397.43,0.0,0.0
0187,9271,22634,,Organización de eventos y gastos de representación,108100.0,688.73,0.0
0187,9271,22645,,Anuncios oficiales por ley,200000.0,0.0,0.0
0187,9271,22730,,Servicio de almacenaje de fondos editoriales,20000.0,0.0,0.0
0187,9271,22732,,Contrato prestación servicios video actas,75000.0,0.0,0.0
0187,9271,22732,R,Contrato prestación servicios video actas,0.0,20176.75,20176.75
0187,9271,62505,,Otros enseres,2502.57,0.0,0.0
0188,9251,12000,,Retribuciones básicas de funcionarios,499779.0,499779.0,473462.34
0188,9251,12100,,Retribuciones complementarias funcionarios,623523.0,623523.0,588249.53
0188,9251,14100,,Otro personal,435023.0,435023.0,475173.3
0188,9251,16000,,Seguridad social a cargo del ayuntamiento,549835.0,549835.0,454846.79
0188,9251,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,24695.0,24695.0,26390.26
0188,9251,22201,,"Sistema información ciudadana ""010""",610000.0,610000.0,497674.2
0188,9251,22707,,Estudios y trabajos técnicos,0.0,61000.0,2863.4
0188,9251,22746,,Cajeros electrónicos,61000.0,0.0,0.0
0188,9251,22747,,Dispensadores electrónicos,0.0,64800.0,961.95
0210,1502,12000,,Retribuciones básicas de funcionarios,100415.0,100415.0,95786.24
0210,1502,12100,,Retribuciones complementarias funcionarios,151094.0,151094.0,147556.57
0210,1502,14100,,Otro personal,95496.0,95496.0,81755.82
0210,1502,16000,,Seguridad social a cargo del ayuntamiento,73354.0,73354.0,67946.59
0210,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5642.0,5642.0,5675.6
0210,1502,22004,,Edicion y reproduccion de cartografia y proyectos,3500.0,3500.0,696.46
0210,1502,22111,,Menaje,0.0,0.0,1185.84
0210,1502,22707,,Asistencias técnicas,4100.0,4100.0,0.0
0210,1502,22732,,Contratos de prestación de servicios,5000.0,5000.0,0.0
0210,1502,23901,,Indemnizaciones jurados expropiacion,1000.0,1000.0,0.0
0211,1511,12000,,Retribuciones básicas de funcionarios,193302.0,193302.0,152474.1
0211,1511,12100,,Retribuciones complementarias funcionarios,252983.0,252983.0,198581.47
0211,1511,14100,,Otro personal,226749.0,226749.0,237159.95
0211,1511,16000,,Seguridad social a cargo del ayuntamiento,180817.0,180817.0,159369.37
0211,1511,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9589.0,9589.0,8371.22
0211,1511,22732,,Masterplan centro,0.0,100000.0,0.0
0211,1511,60001,,Expropiaciones y Adquisición de suelo,160000.0,240748.0,89178.48
0211,1511,60201,,Plan especial de patrimonio cultural,0.0,50000.0,0.0
0211,1511,64201,,PGOU modificaciones,20000.0,20000.0,0.0
0211,1511,64202,,Actualizaciones cartográficas,40500.0,25498.66,12069.15
0211,1511,64203,,Honorarios,20000.0,20000.0,9017.35
0211,1511,64206,,Revisión PGOU,404000.0,503228.62,0.0
0211,1511,64206,R,Revisión PGOU,0.0,240000.0,0.0
0211,1511,64208,,Revisión plan especial casco hco.,0.0,50000.0,0.0
0211,1511,64215,,Acuerdo extrajudicial ocupación suelo tgss,118686.36,118686.36,0.0
0211,1513,71101,,A Ensanche 21 - gastos inmuebles arich,30000.0,42000.0,0.0
0213,1502,22730,,Servicio de almacenaje de fondos editoriales,10000.0,10000.0,4901.94
0213,1512,12000,,Retribuciones básicas de funcionarios,291663.0,291663.0,243700.06
0213,1512,12100,,Retribuciones complementarias funcionarios,374880.0,374880.0,330627.66
0213,1512,14100,,Otro personal,92816.0,92816.0,189494.16
0213,1512,16000,,Seguridad social a cargo del ayuntamiento,190732.0,190732.0,205326.21
0213,1512,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13943.0,13943.0,11236.17
0213,1512,22620,,Obras subsidiarias y apuntalamiento,135314.46,135314.46,11257.41
0213,1512,22620,R,Obras subsidiarias y apuntalamiento,0.0,59883.8,19683.34
0213,1512,22747,,Inspección técnica edif.intervención edif.casco hco.,0.0,150000.0,0.0
0214,1502,62901,,Adquisición equipos,1000.0,1000.0,142.5
0214,1502,64201,,Estudios y proyectos,30000.0,30000.0,12079.04
0214,1502,64516,,Gasteiz Antzokia,300000.0,145000.0,11434.5
0214,1502,64516,R,Gasteiz Antzokia,0.0,20570.0,20570.0
0214,3421,60180,,Agorespace sansomendi,1.0,1.0,0.0
0214,3421,62256,,Frontones en Adurtza y San Ignacio,110000.0,90000.0,84868.54
0214,3421,62256,R,Frontones en Adurtza y San Ignacio,0.0,106225.4,106225.4
0214,3421,62257,,"Frontones Beti Jai, remodelación campos Astrónomos,Adurtza, Abetxuko",150000.0,150000.0,0.0
0214,9211,12000,,Retribuciones básicas de funcionarios,207076.0,207076.0,193923.08
0214,9211,12100,,Retribuciones complementarias funcionarios,257894.0,257894.0,242366.59
0214,9211,13000,,Retribuciones personal laboral fijo,30395.0,30395.0,49423.03
0214,9211,14100,,Otro personal,121347.0,121347.0,116908.2
0214,9211,16000,,Seguridad social a cargo del ayuntamiento,166613.0,166613.0,164280.91
0214,9211,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8844.0,8844.0,9114.56
0214,9211,62215,,inversiónes en patrimonio municipal,15000.0,15000.0,12101.74
0214,9211,62270,,Centro sociocultural de mayores Judimendi-Santalucia,225000.0,0.0,0.0
0214,9211,62271,,Centro sociocultural de mayores San Martin,300000.0,0.0,0.0
0214,9211,62278,,Perrera municipal,100000.0,100000.0,0.0
0214,9211,62297,,Rehabilitación edificios mples. directiva 2012/2017 ue,200000.0,50000.0,0.0
0214,9211,62923,,Equipos y servicios en barrios,50000.0,0.0,0.0
0214,9211,64325,,Proyecto aparcamiento en silo,85000.0,107001.34,107001.3
0214,9211,64325,R,Proyecto aparcamiento en silo,0.0,188501.03,188501.03
0214,9211,64326,,Plan de reactivación del centro urbano,50000.0,771.38,0.0
0216,1502,12000,,Retribuciones básicas de funcionarios,146166.0,146166.0,154508.56
0216,1502,12100,,Retribuciones complementarias funcionarios,188725.0,188725.0,186433.83
0216,1502,14100,,Otro personal,121847.0,121847.0,86644.22
0216,1502,16000,,Seguridad social a cargo del ayuntamiento,117327.0,117327.0,115464.07
0216,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8139.0,8139.0,7546.71
0320,1301,11000,,Retribuciones personal eventual gabinete,81624.0,81624.0,81696.6
0320,1301,12000,,Retribuciones básicas de funcionarios,47627.0,47627.0,48441.17
0320,1301,12100,,Retribuciones complementarias funcionarios,52060.0,52060.0,52368.69
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,35734.0,35734.0,35418.41
0320,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4164.0,4164.0,4188.52
0325,1331,12000,,Retribuciones básicas de funcionarios,137743.0,137743.0,130148.13
0325,1331,12100,,Retribuciones complementarias funcionarios,173292.0,173292.0,162288.12
0325,1331,14100,,Otro personal,269928.0,269928.0,290034.81
0325,1331,16000,,Seguridad social a cargo del ayuntamiento,181367.0,181367.0,189547.51
0325,1331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7992.0,7992.0,9229.1
0325,1331,20200,,Mantenimiento regulación estacionamiento,230000.0,230000.0,177420.78
0325,1331,21050,,Conservación de señalización,150000.0,150000.0,40676.0
0325,1331,21910,,Mantenimiento sistema control de tráfico,1274116.38,1254116.38,1105884.74
0325,1331,22105,,Vestuario agentes OTA,15000.0,15000.0,3319.13
0325,1331,60107,,Sistema de control de circulación,15000.0,15000.0,0.0
0325,1331,62901,,Adquisición equipos,15000.0,15000.0,0.0
0330,1301,12000,,Retribuciones básicas de funcionarios,360467.0,360467.0,334807.81
0330,1301,12100,,Retribuciones complementarias funcionarios,512074.0,512074.0,449317.95
0330,1301,14100,,Otro personal,102198.0,102198.0,128830.05
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,265356.0,265356.0,260099.58
0330,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,14367.0,14367.0,10140.2
0340,1351,21102,,Gastos emergencia y nevadas,150000.0,150000.0,133805.1
0340,1351,22701,,Gastos operativo sanitario de fiestas,10000.0,13000.0,13198.91
0340,1361,12000,,Retribuciones básicas de funcionarios,1571294.0,1571294.0,1512318.3
0340,1361,12100,,Retribuciones complementarias funcionarios,3161330.0,3161330.0,3054137.55
0340,1361,14100,,Otro personal,506757.0,506757.0,585240.26
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,1861611.0,1861611.0,1970695.43
0340,1361,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,68345.0,68345.0,62509.44
0340,1361,21000,,Mantenimiento infrestructura,8000.0,0.0,0.0
0340,1361,21300,,Reparacion vehículos,65000.0,65000.0,66215.46
0340,1361,21900,,Renovación y reposición de equipos,40000.0,80000.0,49271.07
0340,1361,22105,,Vestuario y uniformes,75000.0,90000.0,51617.25
0340,1361,22111,,"Menaje, utiles y herramientas",20000.0,40000.0,25874.24
0340,1361,22199,,Otros suministros,30000.0,30000.0,37736.9
0340,1361,22699,,Otros gastos diversos,10000.0,10000.0,2872.28
0340,1361,62400,,Vehículos,0.0,140000.0,0.0
0340,1361,62401,R,Adquisición vehículo de altura - autoescalera,0.0,700000.0,0.0
0350,1321,12000,,Retribuciones básicas de funcionarios,5794635.0,5794635.0,5851985.1
0350,1321,12100,,Retribuciones complementarias funcionarios,10574745.0,10574745.0,10699447.02
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,4404228.0,4404228.0,4595874.89
0350,1321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,236890.0,236890.0,264953.34
0350,1321,20501,,Renting sist.radiocomunicaciones tetra,9000.0,9000.0,7847.62
0350,1321,21001,,Seguridad en fiestas Virgen Blanca,2997.07,2997.07,3235.25
0350,1321,21300,,Reparacion vehículos,75000.0,75000.0,43845.17
0350,1321,21900,,Renovación y reposición de equipos,40000.0,40000.0,54151.41
0350,1321,21905,,Manten.scanner seguridad y usp,7500.0,7500.0,3182.61
0350,1321,22105,,Vestuario y uniformes,150000.0,155000.0,18841.64
0350,1321,22111,,"Menaje, útiles y herramientas",10000.0,30000.0,13955.61
0350,1321,22199,,Otros suministros,15000.0,15000.0,30968.95
0350,1321,22699,,Otros gastos diversos,25000.0,25000.0,10302.88
0350,1321,22707,,Plan de seguridad vial,35000.0,30000.0,0.0
0350,1321,22707,R,Plan de seguridad vial,0.0,27709.0,27709.0
0350,1321,62400,,Vehículos,30000.0,30000.0,0.0
0350,1321,62501,,Mobiliario,3000.0,4200.0,2999.75
0350,1321,62901,,Adquisición equipos e instalaciones,7000.0,7000.0,2178.0
0350,1331,62904,,Adquisición equipos NARCOTEST,0.0,5000.0,5826.21
0410,0111,32201,,Intereses préstamos a corto plazo,194200.0,6200.0,4179.72
0410,0111,33201,,Intereses de préstamos a largo plazo,985381.0,459893.97,445435.04
0410,0111,93300,,Amortizacion de préstamos a l/p,17540850.0,17540850.0,17535565.65
0410,1513,73102,,Al Centro de Estudios Ambientales,30000.0,30000.0,30000.0
0410,1513,73310,,A Ensanche 21 inversiónes barrios de oro,360666.67,360666.67,360666.67
0410,1722,43102,,Al Centro de Estudios Ambientales,2377985.0,2408537.08,2408537.08
0410,2411,20301,,Renting de vehículos,0.0,42350.0,0.0
0410,4411,21705,,Mantenimiento autobuses electricos,0.0,0.0,0.0
0410,4411,43300,,Aportacion a tuvisa,13880449.59,13390605.18,12381500.02
0410,4411,47122,,Convenio dfa parque tecnologico para el tpte de viajeros,20000.0,20000.0,0.0
0410,4411,73300,,A tuvisa,850000.0,664760.66,278849.98
0410,4421,62953,R,inversiónes equipos estación de autobuses,0.0,19306.55,19306.39
0410,9205,20301,,Renting de vehículos,410000.0,400000.0,276524.87
0410,9205,21300,,Reparacion vehículos,175000.0,175000.0,172427.3
0410,9205,22104,,Combustibles y carburantes,300000.0,300000.0,236696.73
0410,9205,22404,,Seguros de vehículos,138000.0,138000.0,97211.36
0410,9205,62400,,vehículos,140000.0,140000.0,44989.0
0410,9205,62400,R,vehículos,0.0,59653.0,59653.0
0410,9205,62402,R,Adquisición de camión grúa,0.0,111925.0,111925.0
0410,9206,21400,,Reparacion mobiliario,4000.0,4000.0,78.65
0410,9206,21500,,Contratos mantenimiento de equipos,170000.0,170000.0,112229.3
0410,9206,22001,,Ordinario no inventariable,200000.0,200000.0,134332.47
0410,9206,62501,,Mobiliario,10000.0,10000.0,9862.88
0410,9206,62505,,Adquisiciones varias dptos. municipales,15000.0,15000.0,2516.8
0410,9207,20100,,Arrendamiento locales y edificios,3431000.0,3435745.87,3342555.17
0410,9207,22110,,Gastos de reprografía,60000.0,60000.0,48351.25
0410,9207,22402,,Seguros de responsabilidad civil,336000.0,336000.0,289991.18
0410,9207,22407,,Seguro vida y accidentes,40000.0,40000.0,54411.03
0410,9207,22600,,Gastos de registro de bienes,25000.0,25000.0,10891.89
0410,9207,22732,,Contratos de prestación de servicios,90000.0,90000.0,65562.74
0410,9207,62900,,Reposiciones por siniestros,1.0,225422.77,147839.27
0410,9207,62900,R,Reposiciones por siniestros,0.0,5000.0,0.0
0410,9211,62258,,inversiónes nuevo ayuntamiento,1238216.99,1238216.99,1238216.99
0410,9211,62298,,inversiónes san martin,200000.0,200000.0,10124.2
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,1058673.89
0410,9213,22103,,Fraccionamiento suministro agua,1593757.31,1593757.31,1593757.31
0410,9271,41800,,A EUDEL,235516.82,243581.63,243581.63
0410,9310,85113,,Participacion de capital INDESA 2010 S.L.,0.0,1950.0,0.0
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,851000.0,522000.0,429081.71
0410,9311,22604,,Reclamaciones civiles,0.0,0.0,25400.0
0410,9319,12000,,Retribuciones básicas de funcionarios,49500.0,49500.0,48941.35
0410,9319,12100,,Retribuciones complementarias funcionarios,85288.0,85288.0,85443.1
0410,9319,14100,,Otro personal,0.0,0.0,41034.7
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,22601.0,22601.0,35407.42
0410,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
0410,9321,22776,,Servicios de la unidad de multas,180500.0,180500.0,150416.6
