#Ekonomikoa,Diru-sarreren aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,DRN
38004,Premiamendu-bideko kostuak itzultzea,8000.0,8000.0,3637.87
38005,Bide judizialeko kalte-ordainak itzultzea,15000.0,15000.0,0.0
38007,Laneko Arriskuen Prebentzioarako Zerbitzuaren itzulketa,71035.0,71035.0,14223.49
38008,Zerbitzu-ustiapenen itzulketak,0.0,0.0,91639.04
39101,Trafiko arau-hausteengatiko isunak,5480000.0,5480000.0,4920173.44
39102,Prozedura zigortzaileetako diru-sarrerak,805420.0,805420.0,872929.32
39201,Premiamendu-gainordainak,950000.0,950000.0,664440.09
39401,Auto-istripuek bide publikoan eragindako kalteak,100000.0,100000.0,71958.78
39402,Ekintza basatiek ondasunetan eragindako kalteak,7500.0,7500.0,1444.49
39403,SISZren jardunak galtzadak garbitzeko,0.0,0.0,318.64
39404,Betearazte subsidiarioengatiko sarrerak,90000.0,90000.0,0.0
39405,Epai kostuek sortutako sarrerak,25000.0,25000.0,2784.37
39601,Telefonia-enpresen sarrerak,1000000.0,1000000.0,574732.67
39901,Dohaintzak,2000.0,2000.0,0.0
39902,Bestelako diru-sarrerak,50000.0,50000.0,19618.58
39903,Aurreko ekitaldietako berandutze-interesak,4000.0,4000.0,-5311.92
39906,Floridako jaiotzako dohainak,1.0,15405.33,15404.34
39907,San Anton zozketako diru-sarrerak,1.0,1.0,13528.6
39909,Aparkalekuetako diru-sarreretako partizipazioa,40000.0,40000.0,2094.24
40000,Administrazio Orokorretik,465425.0,465425.0,22079.71
41000,Eusko Jaurlaritzatik,12912583.0,12912583.0,4443559.95
42000,Arabako Foru Aldunditik,8926839.11,8953134.05,7911857.57
42001,FOFEL,162168391.33,162168391.33,121790718.98
42003,Hitzartu gabeko zergak,300000.0,300000.0,143496.18
43000,"Ente publikoak, udalerriaren barruan",12000.0,12000.0,0.0
48000,Familietatik,125000.0,165000.0,80000.0
49000,Europar Batasuneko erakundeetatik,99700.0,259700.0,326093.85
52500,Udalaren interesak banku eta kutxetan,5000.0,5000.0,1360.52
54001,Udalaren hiri-funtsen alokairu-errentak,150000.0,150000.0,71003.22
54002,Enpresa-mintegietako lokalak alokatzea,100000.0,100000.0,91547.03
54004,Udal eraikinetan ostalaritza-zerbitzuak ustiatzea,0.0,0.0,22065.1
54101,Landa-funtsen alokairua,1.0,1.0,1428.62
55000,Emakiden emaitzak,800000.0,800000.0,488120.87
55004,Aparkalekuen erabilera lagatzea,0.0,0.0,29824.26
55005,Hiri-altzarietako publizitatea ustiatzeko emakida,150000.0,150000.0,0.0
59002,Lur sailak erabiltzea,40000.0,40000.0,38914.96
60300,"Udalaren lurzoru-ondareko lursailak saltzea, oinarrizko proiektuetako ordainsariak barne",1277231.3,1277231.3,0.0
61200,Eraikinak eta bestelako eraikuntzak,1767000.0,1767000.0,0.0
71000,Eusko Jaurlaritzatik,5560000.0,33412500.0,209715.15
72000,Arabako Foru Aldunditik,2500000.0,9998750.0,2891373.6
73000,"Ente publikoak, udalerrian",0.0,0.0,35110.4
77000,Enpresa pribatuak,0.0,0.0,1871.0
79000,Europar Batasuneko erakunde publikoak,0.0,0.0,108625.0
87200,"Diruzaintza-soberakina, gastu orokorretarako",0.0,7762538.28,0.0
87201,"Diruzaintza-soberakina, atxikitako finantzaketako gastuetarako",0.0,5269556.83,0.0
93301,Inbertsioak finantzatzeko maileguak,10750000.0,10750000.0,0.0
