#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0125,9124,14100,,Bestelako langileak,81017.0,81017.0,28820.27
0125,9124,16000,,"Gizarte Segurantza, enpresaren kontura",75185.0,75185.0,37130.38
0125,9124,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3459.0,3459.0,1845.86
0126,9124,12000,,Funtzionarioen oinarrizko ordainsariak,32169.0,32169.0,13163.98
0126,9124,12100,,Funtzionarioen ordainsari osagarriak,47038.0,47038.0,25227.45
0126,9124,16000,,"Gizarte Segurantza, enpresaren kontura",18880.0,18880.0,9413.1
0126,9124,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1980.0,1980.0,996.1
0130,9201,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,39602.89
0130,9201,12000,,Funtzionarioen oinarrizko ordainsariak,219590.0,219590.0,90282.0
0130,9201,12100,,Funtzionarioen ordainsari osagarriak,322584.0,322584.0,137040.02
0130,9201,14100,,Bestelako langileak,0.0,0.0,191.28
0130,9201,16000,,"Gizarte Segurantza, enpresaren kontura",104331.0,104331.0,49193.25
0130,9201,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12058.0,12058.0,5315.04
0130,9201,22610,,Kalte-ordainak,14000.0,14000.0,225.0
0130,9201,22617,,"Ordainsariak, minutak",44000.0,39620.0,1511.83
0145,9121,11000,,Kabineteko behin-behineko langileen ordainsariak,240714.0,240714.0,118626.07
0145,9121,16000,,"Gizarte Segurantza, enpresaren kontura",39743.0,39743.0,19581.24
0160,2381,12000,,Funtzionarioen oinarrizko ordainsariak,73410.0,73410.0,43371.07
0160,2381,12100,,Funtzionarioen ordainsari osagarriak,86057.0,86057.0,51426.19
0160,2381,14100,,Bestelako langileak,86909.0,86909.0,42009.69
0160,2381,16000,,"Gizarte Segurantza, enpresaren kontura",68429.0,68429.0,41340.96
0160,2381,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3259.0,3259.0,1957.9
0160,2381,22115,,Berariazko material teknikoa,550.0,550.0,0.0
0160,2381,22711,,Berdintasun Plana,210000.0,210000.0,53614.92
0160,2381,22711,R,Berdintasun Plana,0.0,6760.0,5050.0
0160,2381,22743,,Emakumeentzako etxe inklusiboa,31520.0,31520.0,0.0
0160,2381,22773,,Berdintasunerako ikastaroak programatzea,75000.0,75000.0,0.0
0160,2381,22775,,"LGTBQ - 0 tolerantzia homofobia, lesbofobia eta transfobiarekin",50000.0,50000.0,0.0
0160,2381,48139,,Emakume elkarteentzako diru-laguntza deialdia,50000.0,50000.0,39999.99
0160,2381,62208,,Emakumeen etxea,100000.0,124000.0,80591.11
0160,2381,62208,R,Emakumeen etxea,0.0,83373.08,83373.08
0162,2391,12000,,Funtzionarioen oinarrizko ordainsariak,36202.0,36202.0,21681.18
0162,2391,12100,,Funtzionarioen ordainsari osagarriak,39693.0,39693.0,29223.06
0162,2391,14100,,Bestelako langileak,81399.0,81399.0,37938.43
0162,2391,16000,,"Gizarte Segurantza, enpresaren kontura",43548.0,43548.0,23176.51
0162,2391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",990.0,990.0,931.75
0162,2391,22696,,Euskal Fondoaren kuota,11237.4,11237.4,11237.4
0162,2391,22699,,Lankidetzako bestelako hainbat gastu,16000.0,16000.0,5601.74
0162,2391,22704,,Kontratua: Azoka Txikia,25000.0,25000.0,0.0
0162,2391,22707,,Azterlanak eta lan teknikoak,36000.0,87571.67,6534.0
0162,2391,22799,,Kanpoko beste zenbait lan,30000.0,30000.0,7081.17
0162,2391,23002,,Joan-etorrietako gastuak,5000.0,5000.0,0.0
0162,2391,48200,,Lankidetzarako diru-laguntzak,1497262.6,1497262.6,0.0
0162,2391,48205,,Hitzarmena: Larrialdietarako Arabako Funtsa,120000.0,120000.0,120000.0
0162,2391,48206,,Hitzarmena: RASD-ren lagunen elkartea,320000.0,320000.0,0.0
0162,2391,48207,,Hitzarmena: Euskal Fondoa,189000.0,189000.0,64000.0
0162,2391,48210,,Hitzarmena: Setem Hego Haizea,25000.0,25000.0,0.0
0162,2391,48211,,Hitzarmena: GGKEen koordinakundea,24000.0,24000.0,24000.0
0162,2391,48212,,Hitzarmena: AFINIS - oporrak bakean,16000.0,16000.0,0.0
0162,2391,48213,,Hitzarmena: bidezko merkataritza,32000.0,32000.0,32000.0
0171,3351,12000,,Funtzionarioen oinarrizko ordainsariak,156040.0,156040.0,74824.3
0171,3351,12100,,Funtzionarioen ordainsari osagarriak,187871.0,187871.0,82044.31
0171,3351,14100,,Bestelako langileak,79574.0,79574.0,69577.62
0171,3351,16000,,"Gizarte Segurantza, enpresaren kontura",127842.0,127842.0,67369.8
0171,3351,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7464.0,7464.0,3209.38
0171,3351,22741,,Gurasoentzako euskara eskolak,500000.0,500000.0,268569.28
0171,3351,22748,,Euskararen Astea,25000.0,25000.0,0.0
0171,3351,22780,,Euskara plana,180044.8,200044.8,4534.42
0171,3351,22780,R,Euskara plana,0.0,16577.04,3990.43
0171,3351,22799,,"Kanpoko itzulpenak, euskera",15000.0,15000.0,302.5
0171,3351,42302,,CONVENIO CON LA CAMARA DE COMERCIO,10500.0,10500.0,0.0
0171,3351,48001,,"Euskara ikasteko laguntzak, herritarrentzat",150000.0,150000.0,0.0
0171,3351,48002,,Langileentzako ikasketa beka eta poltsak,75000.0,75000.0,0.0
0171,3351,48003,,Euskaltegientzako diru-laguntzak,99000.0,99000.0,0.0
0171,3351,48005,,Euskararen Plan Nagusiko diru-laguntzak,120000.0,120000.0,0.0
0171,3351,48005,R,Euskararen Plan Nagusiko diru-laguntzak,0.0,1800.0,1800.0
0171,3351,48044,,Hitzarmena GEUrekin,77175.0,77175.0,77175.0
0171,3351,48048,,Hitzarmena Tinko elkartearekin,10500.0,10500.0,0.0
0171,3351,48049,,Hitzarmena Euskharan elkartearekin,24255.0,24255.0,24255.0
0171,3351,48064,,Hitzarmena: Korrika,3465.0,3465.0,0.0
0171,3351,48100,,Hitzarmena Euskaltzaindiarekin,63000.0,63000.0,63000.0
0171,3351,48997,,Hitzarmena: Bai euskarari,23100.0,23100.0,23100.0
0171,3351,62800,,Argitalpenak eta liburuak erostea,1000.0,1000.0,0.0
0180,9271,11000,,Kabineteko behin-behineko langileen ordainsariak,95397.0,95397.0,37563.76
0180,9271,12000,,Funtzionarioen oinarrizko ordainsariak,59087.0,59087.0,28626.46
0180,9271,12100,,Funtzionarioen ordainsari osagarriak,77258.0,77258.0,35003.5
0180,9271,14100,,Bestelako langileak,48995.0,48995.0,24103.19
0180,9271,16000,,"Gizarte Segurantza, enpresaren kontura",83557.0,83557.0,39436.25
0180,9271,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2957.0,2957.0,1901.3
0180,9271,22603,,Argitalpenak eta publizitatea,0.0,650000.0,208427.31
0180,9271,22612,,Eguneko prentsa erostea,0.0,25000.0,12275.09
0180,9271,22616,,Prentsa-zerbitzuak,0.0,20000.0,7155.26
0180,9271,22631,,Erakundeetako parte-hartzea,0.0,28000.0,26503.07
0180,9271,22632,,Harpidetzak,0.0,4397.43,0.0
0180,9271,22634,,Ekitaldiak antolatzea eta ordezkaritza-gastuak,0.0,107411.27,56668.17
0180,9271,22645,,Legez argitaratu beharreko iragarki ofizialak,0.0,180000.0,94737.31
0180,9271,22730,,Argitalpen funtsak gordetzeko zerbitzua,0.0,20000.0,13331.28
0180,9271,22732,,Bideo-akten zerbitzuaren kontratua,0.0,59000.0,3734.4
0180,9271,62505,,Bestelako tresnak,0.0,2502.57,409.5
0181,2327,12000,,Funtzionarioen oinarrizko ordainsariak,48979.0,48979.0,26490.95
0181,2327,12100,,Funtzionarioen ordainsari osagarriak,63830.0,63830.0,30963.33
0181,2327,14100,,Bestelako langileak,62195.0,62195.0,30695.98
0181,2327,16000,,"Gizarte Segurantza, enpresaren kontura",59299.0,59299.0,26952.21
0181,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,260.22
0181,2361,22604,,Zurrumurruen kontrako estrategia,15000.0,15000.0,7566.0
0181,2361,22608,,Informazio- eta prestakuntza-programa,18000.0,18000.0,12467.9
0181,2361,22608,R,Informazio- eta prestakuntza-programa,0.0,10300.0,8512.4
0181,2361,22610,,Hiri Hezitzailea,23000.0,23000.0,8505.6
0181,2361,22613,,Itzulpena eta interpretazioa,20000.0,20000.0,7568.05
0181,2361,22642,,Bizikidetza eta Aniztasun Plana,100000.0,200000.0,44013.78
0181,2361,48128,,Hitzarmena: Arabako Gorren Zentroa,20000.0,20000.0,0.0
0181,2361,48901,,Diru-laguntza deialdi orokorra,65000.0,65000.0,0.0
0181,2361,48970,,Hitzarmena: Eginaren Eginez elkartea,27000.0,27000.0,0.0
0181,2361,48983,,Hitzarmena: Goian,100000.0,100000.0,100000.0
0181,2361,48984,,Desagertuen familientzako laguntzak,5000.0,5000.0,0.0
0181,2361,48985,,Diru-laguntzak: memoria historikoa,15000.0,15000.0,0.0
0182,1741,60150,,Herrietako obrak,100000.0,200000.0,0.0
0182,1741,60150,R,Herrietako obrak,0.0,42596.48,26200.25
0182,1741,60700,,Nekazaritza Eremuko paisaia,20000.0,20000.0,0.0
0182,1741,60700,R,Nekazaritza Eremuko paisaia,0.0,8883.32,0.0
0182,1742,22700,,"Hondakinak jasotzea eta mantentze lanak, herrietan eta hilerrian",1400000.0,1400000.0,590137.85
0182,1743,21000,,Azpiegiturak eta ondasun naturalak,45000.0,45000.0,16782.21
0182,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",45000.0,45000.0,2352.98
0182,1743,21911,,Herrietako lorategiak onik zaintzea,260000.0,260000.0,109586.75
0182,1743,22111,,Tresnak eta lanabesak,12000.0,12000.0,240.26
0182,1743,22145,,Eremu hondatuak lehengoratzea,25000.0,25000.0,3958.95
0182,1743,72000,,"AFA, lursailen arteko bideak egitea",200000.0,100000.0,0.0
0182,1749,12000,,Funtzionarioen oinarrizko ordainsariak,128498.0,128498.0,53149.73
0182,1749,12100,,Funtzionarioen ordainsari osagarriak,202403.0,202403.0,80229.19
0182,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,112563.0,112563.0,54644.03
0182,1749,14100,,Bestelako langileak,0.0,0.0,16548.59
0182,1749,16000,,"Gizarte Segurantza, enpresaren kontura",134480.0,134480.0,58663.97
0182,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9399.0,9399.0,4086.88
0182,1749,48112,,Diru-laguntzak: Kontzejuen elkartea,115000.0,115000.0,115000.0
0182,1749,78919,,Diru-laguntzak: gizarte zentroak,40000.0,40000.0,20000.0
0187,9271,22603,,Argitalpenak eta publizitatea,650000.0,0.0,506.25
0187,9271,22612,,Eguneko prentsa erostea,25000.0,0.0,0.0
0187,9271,22616,,Prentsa-zerbitzuak,20000.0,0.0,0.0
0187,9271,22631,,Erakundeetako parte-hartzea,28000.0,0.0,0.0
0187,9271,22632,,Harpidetzak,4397.43,0.0,0.0
0187,9271,22634,,Ekitaldiak antolatzea eta ordezkaritza-gastuak,108100.0,688.73,0.0
0187,9271,22645,,Legez argitaratu beharreko iragarki ofizialak,200000.0,0.0,0.0
0187,9271,22730,,Argitalpen funtsak gordetzeko zerbitzua,20000.0,0.0,0.0
0187,9271,22732,,Bideo-akten zerbitzuaren kontratua,75000.0,0.0,0.0
0187,9271,22732,R,Bideo-akten zerbitzuaren kontratua,0.0,20176.75,0.0
0187,9271,62505,,Bestelako tresnak,2502.57,0.0,0.0
0188,9251,12000,,Funtzionarioen oinarrizko ordainsariak,499779.0,499779.0,229985.25
0188,9251,12100,,Funtzionarioen ordainsari osagarriak,623523.0,623523.0,288348.81
0188,9251,14100,,Bestelako langileak,435023.0,435023.0,222321.49
0188,9251,16000,,"Gizarte Segurantza, enpresaren kontura",549835.0,549835.0,216525.25
0188,9251,16500,,"Elkarkidetzako kuotak, Udalaren kontura",24695.0,24695.0,12463.6
0188,9251,22201,,Herritarrei argibideak emateko sistema (010),610000.0,610000.0,191996.94
0188,9251,22707,,Azterlanak eta lan teknikoak,0.0,61000.0,0.0
0188,9251,22746,,Kutxazain elektronikoak,61000.0,0.0,0.0
0188,9251,22747,,Banagailu elektronikok,0.0,64800.0,0.0
0210,1502,12000,,Funtzionarioen oinarrizko ordainsariak,100415.0,100415.0,48522.21
0210,1502,12100,,Funtzionarioen ordainsari osagarriak,151094.0,151094.0,73290.9
0210,1502,14100,,Bestelako langileak,95496.0,95496.0,43247.94
0210,1502,16000,,"Gizarte Segurantza, enpresaren kontura",73354.0,73354.0,34710.39
0210,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5642.0,5642.0,2837.8
0210,1502,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,3500.0,3500.0,455.39
0210,1502,22111,,Tresnak eta lanabesak,0.0,0.0,1181.08
0210,1502,22707,,Laguntza teknikoak,4100.0,4100.0,0.0
0210,1502,22732,,Zerbitzuak emateko kontratuak,5000.0,5000.0,0.0
0210,1502,23901,,Kalte-ordainak desjabetzeetako epaimahaiei,1000.0,1000.0,0.0
0211,1511,12000,,Funtzionarioen oinarrizko ordainsariak,193302.0,193302.0,83942.91
0211,1511,12100,,Funtzionarioen ordainsari osagarriak,252983.0,252983.0,110754.07
0211,1511,14100,,Bestelako langileak,226749.0,226749.0,122354.47
0211,1511,16000,,"Gizarte Segurantza, enpresaren kontura",180817.0,180817.0,85322.0
0211,1511,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9589.0,9589.0,4929.15
0211,1511,22732,,MASTERPLAN erdialdea,0.0,100000.0,0.0
0211,1511,60001,,Lurzoru desjabetzeak eta erosketak,160000.0,240748.0,89178.48
0211,1511,60201,,"HAPO, aldakuntzak",0.0,50000.0,0.0
0211,1511,64201,,"HAPO, aldakuntzak",20000.0,20000.0,0.0
0211,1511,64202,,Eguneratze kartografikoak,40500.0,30498.66,5477.65
0211,1511,64203,,Ordainsariak,20000.0,20000.0,163.96
0211,1511,64206,,HAPO berrikustea,404000.0,503228.62,0.0
0211,1511,64206,R,HAPO berrikustea,0.0,240000.0,0.0
0211,1511,64208.0,,Erdi Aroko hiriguneko plan berezia berrikustea,0.0,50000.0,0.0
0211,1511,64215,,"Akordio estrajudiziala, GSDNren lurzoruak okupatzea",118686.36,118686.36,0.0
0211,1513,71101,,21 Zabalguneari - ARICHen higiezinen gastuak,30000.0,30000.0,0.0
0213,1502,22730,,Argitalpen funtsak gordetzeko zerbitzua,10000.0,10000.0,2758.75
0213,1512,12000,,Funtzionarioen oinarrizko ordainsariak,291663.0,291663.0,121830.85
0213,1512,12100,,Funtzionarioen ordainsari osagarriak,374880.0,374880.0,170594.48
0213,1512,14100,,Bestelako langileak,92816.0,92816.0,90048.99
0213,1512,16000,,"Gizarte Segurantza, enpresaren kontura",190732.0,190732.0,102226.45
0213,1512,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13943.0,13943.0,6175.02
0213,1512,22620,,Lan subsidiarioak eta eskoratzeak,135314.46,135314.46,593.68
0213,1512,22620,R,Lan subsidiarioak eta eskoratzeak,0.0,59883.8,5217.54
0213,1512,22747.0,,Eraikinen ikuskaritza teknikoa. Erdi Aroko eraikinetako esku hartzeak.,0.0,150000.0,0.0
0214,1502,62901,,Tresneria erostea,1000.0,1000.0,142.5
0214,1502,64201,,Azterlanak eta proiektuak,30000.0,30000.0,2985.07
0214,1502,64516,,Gasteiz antzokia,300000.0,300000.0,2299.0
0214,1502,64516,R,Gasteiz antzokia,0.0,20570.0,20570.0
0214,3421,60180,,Sansomendiko agorespacea,1.0,1.0,0.0
0214,3421,62256,,Pilotalekuak Adurtza eta San Ignazion,110000.0,110000.0,0.0
0214,3421,62256,R,Pilotalekuak Adurtza eta San Ignazion,0.0,106225.4,0.0
0214,3421,62257,,Beti Jai frontoiak,150000.0,150000.0,0.0
0214,9211,12000,,Funtzionarioen oinarrizko ordainsariak,207076.0,207076.0,96037.01
0214,9211,12100,,Funtzionarioen ordainsari osagarriak,257894.0,257894.0,119866.4
0214,9211,13000,,Lan-kontratudun langile finkoen ordainsariak,30395.0,30395.0,24160.62
0214,9211,14100,,Bestelako langileak,121347.0,121347.0,60371.53
0214,9211,16000,,"Gizarte Segurantza, enpresaren kontura",166613.0,166613.0,81655.64
0214,9211,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8844.0,8844.0,4699.58
0214,9211,62215,,Udal ondareko inbertsioak,15000.0,15000.0,0.0
0214,9211,62270,,Judimendi - Santa Luzia adinekoentzako zentro soziokulturala,225000.0,40000.0,0.0
0214,9211,62271,,San Martineko adinekoentzako zentro soziokulturala,300000.0,300000.0,0.0
0214,9211,62278,,Udal txakurtegia,100000.0,100000.0,0.0
0214,9211,62297,,Udal eraikinak birgaitzea - EBren 2012/2017 Zuzentaraua,200000.0,50000.0,0.0
0214,9211,62923,,Auzoetako ekipo eta zerbitzuak,50000.0,0.0,0.0
0214,9211,64325,,Silo aparkalekuaren proiektua,85000.0,107001.34,70587.69
0214,9211,64325,R,Silo aparkalekuaren proiektua,0.0,188501.03,188501.03
0214,9211,64326,,Hirigunea biziberritzeko plana,50000.0,771.38,0.0
0216,1502,12000,,Funtzionarioen oinarrizko ordainsariak,146166.0,146166.0,70602.09
0216,1502,12100,,Funtzionarioen ordainsari osagarriak,188725.0,188725.0,85345.33
0216,1502,14100,,Bestelako langileak,121847.0,121847.0,55130.63
0216,1502,16000,,"Gizarte Segurantza, enpresaren kontura",117327.0,117327.0,58314.76
0216,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8139.0,8139.0,3951.23
0320,1301,11000,,Kabineteko behin-behineko langileen ordainsariak,81624.0,81624.0,40192.11
0320,1301,12000,,Funtzionarioen oinarrizko ordainsariak,47627.0,47627.0,23757.19
0320,1301,12100,,Funtzionarioen ordainsari osagarriak,52060.0,52060.0,25723.57
0320,1301,16000,,"Gizarte Segurantza, enpresaren kontura",35734.0,35734.0,17606.58
0320,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4164.0,4164.0,2094.26
0325,1331,12000,,Funtzionarioen oinarrizko ordainsariak,137743.0,137743.0,64034.83
0325,1331,12100,,Funtzionarioen ordainsari osagarriak,173292.0,173292.0,79685.85
0325,1331,14100,,Bestelako langileak,269928.0,269928.0,147954.14
0325,1331,16000,,"Gizarte Segurantza, enpresaren kontura",181367.0,181367.0,93917.3
0325,1331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7992.0,7992.0,4376.63
0325,1331,20200,,Aparkalekuak mantendu eta arautzea,230000.0,230000.0,87736.46
0325,1331,21050,,Seinaleztapena onik zaintzea,150000.0,150000.0,22352.99
0325,1331,21910,,Trafikoa kontrolatzeko sistema mantentzea,1274116.38,1254116.38,502279.58
0325,1331,22105,,TAO agenteen aldagela,15000.0,15000.0,510.27
0325,1331,60107,,Zirkulazioa kontrolatzeko sistema,15000.0,15000.0,0.0
0325,1331,62901,,Tresneria erostea,15000.0,15000.0,0.0
0330,1301,12000,,Funtzionarioen oinarrizko ordainsariak,360467.0,360467.0,162960.37
0330,1301,12100,,Funtzionarioen ordainsari osagarriak,512074.0,512074.0,219722.33
0330,1301,14100,,Bestelako langileak,102198.0,102198.0,65336.62
0330,1301,16000,,"Gizarte Segurantza, enpresaren kontura",265356.0,265356.0,127991.58
0330,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14367.0,14367.0,5070.1
0340,1351,21102,,Larrialdi eta elurteetako gastuak,150000.0,150000.0,132667.7
0340,1351,22701,,Jaietako gastu operatibo sanitarioak,10000.0,13000.0,0.0
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1571294.0,1571294.0,739243.85
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,3161330.0,3161330.0,1486704.69
0340,1361,14100,,Bestelako langileak,506757.0,506757.0,295431.71
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",1861611.0,1861611.0,936282.45
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",68345.0,68345.0,32249.25
0340,1361,21000,,Azpiegituren mantenimendua,8000.0,8000.0,0.0
0340,1361,21300,,Ibilgailuak konpontzea,65000.0,65000.0,24197.67
0340,1361,21900,,Ekipoak berritzea eta erostea,40000.0,80000.0,6778.45
0340,1361,22105,,Jantziak eta uniformeak,75000.0,90000.0,31415.09
0340,1361,22111,,Tresna eta lanabesak,20000.0,40000.0,5921.3
0340,1361,22199,,Bestelako hornikuntzak,30000.0,30000.0,14186.77
0340,1361,22699,,Bestelako hainbat gastu,10000.0,10000.0,622.99
0340,1361,62400,,Ibilgailuak,0.0,140000.0,0.0
0340,1361,62401,R,Altuerako ibilgailua —autoeskailera— erostea,0.0,700000.0,0.0
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,5794635.0,5794635.0,2882684.81
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,10574745.0,10574745.0,4965618.62
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",4404228.0,4404228.0,2219917.55
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",236890.0,236890.0,130561.64
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,9000.0,9000.0,2853.68
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,2997.07,2997.07,0.0
0350,1321,21300,,Ibilgailuak konpontzea,75000.0,75000.0,19372.18
0350,1321,21900,,Ekipoak berritzea eta erostea,40000.0,40000.0,18378.8
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,1060.87
0350,1321,22105,,Jantziak eta uniformeak,150000.0,155000.0,6349.1
0350,1321,22111,,Tresna eta lanabesak,10000.0,30000.0,1815.0
0350,1321,22199,,Bestelako hornikuntzak,15000.0,15000.0,22000.96
0350,1321,22699,,Bestelako hainbat gastu,25000.0,25000.0,5833.08
0350,1321,22707,,Bide-segurtasuneko Plana,35000.0,30000.0,0.0
0350,1321,22707,R,Bide-segurtasuneko Plana,0.0,27709.0,19396.3
0350,1321,62400,,Ibilgailuak,30000.0,30000.0,0.0
0350,1321,62501,,Altzariak,3000.0,3000.0,622.81
0350,1321,62901,,Tresneria eta instalazioak erostea,7000.0,7000.0,1822.1
0350,1331,62904,,NARCOTEST ekipoak erostea,0.0,5000.0,0.0
0410,0111,32201,,Epe laburreko maileguen interesak,194200.0,74200.0,4179.72
0410,0111,33201,,Epe luzeko maileguen interesak,985381.0,875732.59,226884.61
0410,0111,93300,,Epe luzeko maileguen amortizazioa,17540850.0,17540850.0,6858298.98
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,30000.0,30000.0,0.0
0410,1513,73310,,21. Zabalguneari: urrezko auzoetako inbertsioak,360666.67,360666.67,360666.67
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,2377985.0,2391978.23,1440784.23
0410,4411,21705,,Autobus elektrikoak mantentzeko lanak,0.0,0.0,0.0
0410,4411,43300,,"Ekarpena, TUVISAri",13880449.59,13635949.59,8328300.0
0410,4411,47122,,"AFA eta Parke teknologikoarekiko hitzarmena, bidaiarien garraiorako",20000.0,20000.0,0.0
0410,4411,73300,,"Ekarpena, TUVISAri",850000.0,838000.0,0.0
0410,4421,62953,R,Autobus-geltokiko tresneriako inbertsioak,0.0,19306.55,7480.0
0410,9205,20301,,Ibilgailuen rentinga,410000.0,400000.0,121444.34
0410,9205,21300,,Ibilgailuak konpontzea,175000.0,175000.0,91257.45
0410,9205,22104,,Erregaiak,300000.0,300000.0,103870.51
0410,9205,22404,,Ibilgailuen aseguruak,138000.0,138000.0,48765.72
0410,9205,62400,,Ibilgailuak,140000.0,140000.0,33567.0
0410,9205,62400,R,Ibilgailuak,0.0,59653.0,59653.0
0410,9205,62402,R,Garabi-kamioia erostea,0.0,111925.0,111925.0
0410,9206,21400,,Altzariak konpontzea,4000.0,4000.0,0.0
0410,9206,21500,,Ekipoak mantentzeko kontratuak,170000.0,170000.0,32637.76
0410,9206,22001,,"Ohikoa, inbentariatu ezina",200000.0,200000.0,56742.48
0410,9206,62501,,Altzariak,10000.0,10000.0,2865.41
